Species	Strain	Source_ID	Temp	ncbiTaxID
Mannheimia haemolytica	M93 L	NCTC 10642	37	75985
Mannheimia haemolytica	G 1	NCTC 10643	37	75985
Mannheimia haemolytica	CL 11R	NCTC 10644	37	75985
Mannheimia haemolytica	B651	NCTC 10645	37	75985
Janthinobacterium lividum	Sneath CA (D 286)	NCTC 10646	22	29581
Eikenella corrodens	Mu 53-68	NCTC 10647	37	539
Corynebacterium diphtheriae	100062	NCTC 10648	37	1717
Escherichia coli	Orskov CS 1483	NCTC 10650	37	562
Streptobacillus moniliformis	9901	NCTC 10651	37	34105
Staphylococcus aureus	FDA 196E	NCTC 10652	37	1280
Salmonella enterica subsp. enterica serotype choleraesuis	S 13/66 (G1/1/66, NCIB 10383)	NCTC 10653	37	-1
Staphylococcus aureus	FDA 243	NCTC 10654	37	1280
Staphylococcus aureus	137	NCTC 10655	37	1280
Staphylococcus aureus	494	NCTC 10656	37	1280
Staphylococcus aureus	S 6	NCTC 10657	37	1280
Haemophilus haemolyticus	AQ/3273	NCTC 10659	37	726
Neisseria elongata	M2	NCTC 10660	37	495
Burkholderia cepacia	Hayward 8	NCTC 10661	37	292
Pseudomonas aeruginosa	10662	NCTC 10662	37	287
Escherichia coli	E 519/66	NCTC 10664	37	562
Haemophilus parainfluenzae	Sims	NCTC 10665	37	729
Cardiobacterium hominis	SS 1742/1966	NCTC 10666	37	2718
Haemophilus paraphrohaemolyticus	L1	NCTC 10670	37	736
Haemophilus paraphrohaemolyticus	L2	NCTC 10671	37	736
Rhodococcus equi	ATCC 7005	NCTC 10673	37	-1
Vibrio alginolyticus	Sakazaki 5078/62	NCTC 10675	37	663
Escherichia coli	CDC 2950-54	NCTC 10677	37	562
Salmonella enterica subsp. enterica serotype infantis	10679 JT 138 6, 7:r:1, 5	NCTC 10679	37	-1
Corynebacterium diphtheriae	NS 808	NCTC 10681	37	1717
Mycobacterium intracellulare	ATCC 15985	NCTC 10682	37	1767
Delftia acidovorans	10683	NCTC 10683	30	80866
Aminobacter aminovorans	E. III. 9. 11. 1.	NCTC 10684	37	83263
Pseudomonas chlororaphis	E. 111. 9. 25. 1.	NCTC 10686	37	587753
Pseudomonas cruciviae	NCIB 9432	NCTC 10687	37	-1
Pseudomonas fluorescens	NCIB 8376	NCTC 10688	37	294
Pseudomonas fragi	NCIB 8542	NCTC 10689	30	296
Pseudomonas lemonnieri	LA	NCTC 10690	30	-1
Pseudomonas nigrifaciens	DB 574	NCTC 10691	22	-1
Pseudomonas oleovorans	NCIB 6576	NCTC 10692	22	301
Pseudomonas pavonacea	NCIB 9395	NCTC 10693	30	-1
Shewanella putrefaciens	NCIB 8768	NCTC 10695	30	24
Pseudomonas synxantha	NCIB 8178	NCTC 10696	30	47883
Pseudomonas taetrolens	NCIB 9396	NCTC 10697	30	47884
Comamonas testosteroni	567201	NCTC 10698	30	285
Pasteurella mairii	5143/70	NCTC 10699	37	-1
Pseudomonas aeruginosa	2134	NCTC 10701	37	287
Staphylococcus aureus	P 32760 (RS)	NCTC 10702	37	1280
Staphylococcus aureus	P 32760 (RR)	NCTC 10703	37	1280
Salmonella enterica subsp. enterica serotype pullorum	JT 1528 (Weybridge 11-F41/1/64)	NCTC 10704	37	-1
Salmonella enterica subsp. enterica serotype pullorum	JT 1529 (Weybridge 23-F21/4/67)	NCTC 10705	37	-1
Salmonella enterica subsp. enterica serotype pullorum	JT 1530 (Weybridge 4-F60/6/68)	NCTC 10706	37	-1
Streptococcus sp.	Is 57	NCTC 10707	37	-1
Streptococcus milleri	7180	NCTC 10709	37	33040
Streptococcus sp.	E - Collier	NCTC 10710	37	-1
Streptococcus sp.	FW 124	NCTC 10711	37	-1
Streptococcus sp.	F68C	NCTC 10714	37	-1
Suttonella indologenes	van Bijsterveld	NCTC 10717	37	13276
Salmonella enterica subsp. salamae serotype rowbarton	JT 1532 (Le Minor 448)	NCTC 10718	37	-1
Clostridium perfringens	CWC1 ?	NCTC 10719	37	1502
Clostridium perfringens	CWC15 ?	NCTC 10720	37	1502
Pasteurella multocida	Harvard No 1 Winthrop	NCTC 10722	37	747
Fusobacterium necrogenes	EBD1/4a	NCTC 10723	37	858
Staphylococcus aureus	11054	NCTC 10724	37	1280
Staphylococcus aureus	11055	NCTC 10725	37	1280
Pseudomonas aeruginosa	Morris 3612	NCTC 10726	37	287
Pseudomonas aeruginosa	Norman 3613	NCTC 10727	37	287
Pseudomonas aeruginosa	Hart 3614	NCTC 10728	37	287
Pseudomonas aeruginosa	Molyneux 3615	NCTC 10729	37	287
Pseudomonas aeruginosa	Barratt 3616	NCTC 10730	37	287
Pseudomonas aeruginosa	Read 3617	NCTC 10731	37	287
Vibrio cholerae	384/52	NCTC 10732	37	666
Vibrio cholerae	586/52	NCTC 10733	30	666
Burkholderia cepacia	TI	NCTC 10734	37	292
Bordetella pertussis	18323	NCTC 10739	37	568706
Proteus vulgaris	O X 19	NCTC 10740	37	585
Mycobacterium gilvum	SM	NCTC 10742	37	-1
Burkholderia cepacia	717	NCTC 10743	37	292
Burkholderia cepacia	Jonsson A977	NCTC 10744	37	292
Kingella kingae	2941	NCTC 10745	37	504
Kingella kingae	5530	NCTC 10746	37	504
Moraxella lacunata	ATCC 17951	NCTC 10747	37	477
Moraxella lacunata	ATCC 11748	NCTC 10748	37	477
Moraxella osloensis	ATCC 19963	NCTC 10749	37	34062
Psychrobacter phenylpyruvicus	ATCC 23334	NCTC 10750	37	29432
Psychrobacter phenylpyruvicus	ATCC 17958	NCTC 10752	37	29432
Moraxella saccharolytica	ATCC 19248	NCTC 10753	37	1653870
Moraxella osloensis	5718	NCTC 10755	37	34062
Moraxella osloensis	19116/51	NCTC 10756	37	34062
Escherichia coli	Su 4321/41	NCTC 10757	37	562
Escherichia coli	G1253	NCTC 10758	37	562
Paenibacillus thiaminolyticus	Evans	NCTC 10760	37	49283
Shewanella putrefaciens	1389	NCTC 10763	37	24
Escherichia coli	DRL 1713	NCTC 10764	37	562
Escherichia coli	DRL 1704	NCTC 10766	37	562
Escherichia coli	10767 DRL 144	NCTC 10767	37	562
Citrobacter koseri	A 907040	NCTC 10768	37	545
Citrobacter koseri	B 907543	NCTC 10769	37	545
Citrobacter koseri	C 811311	NCTC 10770	37	545
Citrobacter koseri	D 904523	NCTC 10771	37	545
Streptobacillus moniliformis	A16/71	NCTC 10773	37	34105
Neisseria mucosa	M26	NCTC 10774	37	488
Neisseria oralis	M1	NCTC 10776	37	1107316
Mycobacterium obuense	4388	NCTC 10778	30	-1
Mycobacterium rhodesiae	5295	NCTC 10779	37	-1
Pseudomonas aeruginosa	KM 255	NCTC 10780	37	287
Pseudomonas aeruginosa	KM 256	NCTC 10781	37	287
Pseudomonas aeruginosa	KM 439	NCTC 10782	37	287
Pseudomonas aeruginosa	KM 658 (RH 2817)	NCTC 10783	37	287
Pseudomonas aeruginosa	KM 735	NCTC 10784	37	287
Deinococcus radiophilus	RBD	NCTC 10785	37	32062
Citrobacter koseri	14804	NCTC 10786	37	545
Salmonella enterica subsp. enterica serotype typhi	10787 Hopkins 26 (PCI 413, ATCC 6539) 9, 12:d:-	NCTC 10787	37	-1
Staphylococcus aureus	FDA 209	NCTC 10788	37	1280
Salmonella enterica subsp. enterica seroytpe choleraesuis	10789 ETS 34 (ATCC 10708) 6, 7:c:1, 5	NCTC 10789	37	-1
Neisseria meningitidis	X	NCTC 10790	37	487
Neisseria meningitidis	Y	NCTC 10791	37	487
Neisseria meningitidis	Z	NCTC 10792	37	487
Neisseria meningitidis	Z-prime	NCTC 10793	37	487
Haemophilus parahaemolyticus	A62/71	NCTC 10794	37	735
Chryseobacterium gleum	CDC 3531	NCTC 10795	37	250
Chryseobacterium indologenes	CDC 3716	NCTC 10796	37	253
Flavobacterium sp. (f. breve-like)	CDC B1858	NCTC 10797	37	-1
Weeksella virosa	CDC B1270	NCTC 10798	37	1014
Weeksella virosa	CDC B912	NCTC 10799	37	1014
Actinobacillus rossii	192	NCTC 10801	37	-1
Actinobacillus rossii	63	NCTC 10802	37	-1
Mycobacterium scrofulaceum	1356	NCTC 10803	37	1783
Staphylococcus aureus	502 A	NCTC 10804	37	1280
Citrobacter amalonaticus	ATCC 25405	NCTC 10805	37	35703
Citrobacter amalonaticus	ATCC 25406	NCTC 10806	37	35703
Achromobacter xylosoxidans subsp. xylosoxidans	KM 543	NCTC 10807	37	-1
Achromobacter xylosoxidans subsp. xylosoxidans	KM 563	NCTC 10808	37	-1
Achromobacter xylosoxidans subsp. xylosoxidans	KM 583	NCTC 10809	37	-1
Citrobacter koseri	ATCC 25408	NCTC 10810	37	545
Citrobacter koseri	ATCC 25409	NCTC 10811	37	545
Listeria grayi subsp. murrayi	F-9	NCTC 10812	37	-1
Listeria grayi subsp. murrayi	F-6	NCTC 10813	37	-1
Listeria grayi subsp. murrayi	F-12	NCTC 10814	37	-1
Listeria grayi subsp. grayi	V-1	NCTC 10815	37	-1
Jonesia denitrificans	L26	NCTC 10816	37	43674
Leuconostoc mesenteroides	NCIB 8710	NCTC 10817	37	1245
Mycobacterium neoaurum	3503	NCTC 10818	37	-1
Mycobacterium chubuense	5517	NCTC 10819	37	-1
Mycobacterium aichiense	5545	NCTC 10820	37	-1
Mycobacterium tokaiense	5553	NCTC 10821	37	-1
Brochothrix thermosphacta	C20	NCTC 10822	25	2756
Cellulomonas biazotea	C95	NCTC 10823	30	1709
Delftia acidovorans	A138/71	NCTC 10824	37	80866
Odoribacter splanchnicus	1651/6	NCTC 10825	37	28118
Pasteurella pneumotropica	A141/71	NCTC 10827	37	-1
Pasteurella pneumotropica	A145/71	NCTC 10828	37	-1
Mycobacterium szulgai	20886	NCTC 10829	37	1787
Mycobacterium szulgai	23428	NCTC 10830	37	1787
Mycobacterium szulgai	25932	NCTC 10831	37	1787
Streptococcus mutans	D282	NCTC 10832	37	1309
Staphylococcus aureus	Newman D2C	NCTC 10833	37	1280
Providencia stuartii	CL 276/69	NCTC 10834	37	588
Providencia stuartii	CL 153/71	NCTC 10835	37	588
Providencia stuartii	CL 120/68	NCTC 10836	37	588
Corynebacterium diphtheriae	F10157	NCTC 10837	37	1717
Corynebacterium diphtheriae	F3517	NCTC 10838	37	1717
Haemophilus haemolyticus	A67(A)	NCTC 10839	37	726
Actinobacillus suis	1688/72	NCTC 10840	37	716
Actinobacillus suis	1689/72	NCTC 10841	37	716
Campylobacter fetus subsp. fetus	Mouton 1	NCTC 10842	37	32019
Actinobacillus suis	13443/72	NCTC 10843	37	716
Serratia rubidaea	T37/66	NCTC 10845	37	61652
Serratia rubidaea	T40/66	NCTC 10846	37	61652
Serratia rubidaea	22	NCTC 10847	37	61652
Serratia rubidaea	39	NCTC 10848	37	61652
Citrobacter koseri	3613-63	NCTC 10849	37	545
Escherichia coli	Row	NCTC 10850	37	562
Actinobacillus seminis	K3844-C	NCTC 10851	37	722
Aeromonas caviae	RH 514	NCTC 10852	37	648
Bordetella parapertussis	G. Eldering 508	NCTC 10853	37	519
Brucella canis	RM-666	NCTC 10854	37	36855
Mycobacterium terrae	W-45	NCTC 10856	37	-1
Francisella tularensis subsp. holartica	LVS	NCTC 10857	37	-1
Janthinobacterium lividum	A130/71	NCTC 10858	22	29581
Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes	Stanier 63	NCTC 10860	30	-1
Serratia liquefaciens	170/72	NCTC 10861	37	614
Escherichia coli	3219-54 (Sc 385A)	NCTC 10863	37	562
Escherichia coli	Finlayson	NCTC 10864	37	562
Escherichia coli	2292-55 (Sc 432)	NCTC 10865	37	562
Streptococcus pyogenes	B403/48/1	NCTC 10866	37	1314
Streptococcus pyogenes	Red Lake B737/34/3	NCTC 10867	37	1314
Streptococcus pyogenes	B514/33/3	NCTC 10868	37	1314
Streptococcus pyogenes	AD 309	NCTC 10869	37	1314
Streptococcus pyogenes	CV 686 Schoenborn (SS 686, A871/14/2)	NCTC 10870	37	1314
Streptococcus pyogenes	CV 265 Hansen (SS 733)	NCTC 10871	37	1314
Streptococcus pyogenes	CV 581A Kingbird (SS 725)	NCTC 10872	37	1314
Streptococcus pyogenes	R67/3281 Baker (SS 743, A963)	NCTC 10874	37	1314
Streptococcus pyogenes	R67/3890 Ramkissoon (SS 790, A995)	NCTC 10875	37	1314
Streptococcus pyogenes	R67/3884 L. McLean (SS 872, D315)	NCTC 10876	37	1314
Streptococcus pyogenes	R68/2991 (Dillon D13-2853)	NCTC 10877	37	1314
Streptococcus pyogenes	R69/2709 (SS 876, S, 2797)	NCTC 10878	37	1314
Streptococcus pyogenes	R69/2714 (SS 875, 2998T)	NCTC 10879	37	1314
Streptococcus pyogenes	R66/3489 (378)	NCTC 10880	37	1314
Streptococcus pyogenes	SF 2 (Seetarum)	NCTC 10881	37	1314
Mycobacterium abscessus	KH 63330	NCTC 10882	30	-1
Suttonella indologenes	A121/70	NCTC 10883	37	13276
Vibrio parahaemolyticus	Truro 70/116655	NCTC 10884	22	670
Vibrio parahaemolyticus	Truro 69/61527	NCTC 10885	22	670
Vibrio parahaemolyticus	Truro 72/103264	NCTC 10886	22	670
Listeria monocytogenes	Li 2755	NCTC 10887	37	1639
Listeria monocytogenes	Li 2108	NCTC 10888	37	1639
Listeria seeligeri	Li 2480	NCTC 10889	37	1640
Listeria monocytogenes	Li 2482	NCTC 10890	37	1639
Moraxella (branhamella) caviae	1	NCTC 10891	37	-1
Moraxella (branhamella) caviae	4	NCTC 10892	37	-1
Ralstonia mannitolilytica	King (A93/71)	NCTC 10893	37	105219
Ralstonia mannitolilytica	Allen	NCTC 10894	37	105219
Ralstonia mannitolilytica	Russell-Smith	NCTC 10895	37	105219
Klebsiella pneumoniae	Bailey	NCTC 10896	37	573
Pseudomonas mendocina	CH 50	NCTC 10897	37	300
Pseudomonas mendocina	CH 20	NCTC 10898	37	300
Pseudomonas mendocina	CH 120	NCTC 10899	37	300
Brevundimonas vesicularis	Stanier 500	NCTC 10900	37	41276
Bordetella pertussis	Hektoen	NCTC 10901	37	520
Bordetella pertussis	L84 Phase IV	NCTC 10902	37	520
Vibrio parahaemolyticus	EB 101	NCTC 10903	37	670
Streptococcus sanguinis	804	NCTC 10904	37	1305
Bordetella pertussis	3747 variant	NCTC 10905	37	520
Bordetella pertussis	3865	NCTC 10906	37	520
Bordetella pertussis	B16	NCTC 10907	37	520
Bordetella pertussis	3747	NCTC 10908	37	520
Bordetella pertussis	D 35726	NCTC 10909	37	520
Bordetella pertussis	D 41633	NCTC 10910	37	520
Bordetella pertussis	D 30042	NCTC 10911	37	520
Serratia rubidaea	Da 119	NCTC 10912	37	61652
Clostridium carnis	IWK 16466	NCTC 10913	37	1530
Clostridium botulinum	FH6513/70	NCTC 10914	37	1491
Gardnerella vaginalis	Dukes 594	NCTC 10915	37	2702
Mycobacterium vaccae	SN 920	NCTC 10916	37	-1
Streptococcus mutans	Z/AHT	NCTC 10919	37	1309
Streptococcus ratti	FA-1	NCTC 10920	37	1341
Streptococcus sobrinus	KIR/B	NCTC 10921	37	1310
Streptococcus sobrinus	OMZ 176	NCTC 10922	37	1310
Streptococcus mutans	LM7	NCTC 10923	37	1309
Streptococcus porcinus	U IV - 39	NCTC 10924	37	1340
Streptococcus porcinus	U IV - 61	NCTC 10925	37	1340
Avibacterium paragallinarum	0083	NCTC 10926	37	728
Enterococcus faecalis	1491/53	NCTC 10927	37	1351
Mitsuokella multacida	A405-1	NCTC 10934	37	52226
Mitsuokella multacida	P208-58	NCTC 10935	37	52226
Pseudomonas putida	A. 3. 12	NCTC 10936	37	303
Pseudomonas lemoignei	ATCC 17989	NCTC 10937	30	-1
Yersinia enterocolitica	WA (IP Ye 2705)	NCTC 10938	37	630
Bacteroides ureolyticus	VPI 7902	NCTC 10939	37	-1
Bacteroides ureolyticus	8ED MHT	NCTC 10940	37	-1
Campylobacter ureolyticus	EDMH	NCTC 10941	37	827
Mycobacterium gadium	1066	NCTC 10942	37	-1
Haemophilus ducreyi	CIP 542	NCTC 10945	30	-1
Salmonella bongori serotype brookfield	BR 1859 66:z41:-	NCTC 10946	37	-1
Bacteroides ureolyticus	NC1	NCTC 10948	37	-1
Corynebacterium murisepticum	7	NCTC 10950	37	-1
Actinomyces viscosus	T-6	NCTC 10951	37	1656
Actinomyces viscosus	HS-69	NCTC 10952	37	1656
Clostridium cochlearium	L 133	NCTC 10953	37	1494
Vibrio cholerae biotype el tor	1330O	NCTC 10954	37	-1
Mycobacterium farcinogenes subsp. tchadense	75	NCTC 10955	37	-1
Mycobacterium senegalense	378	NCTC 10956	30	-1
Escherichia coli	1935	NCTC 10957	37	562
Escherichia coli	880-67	NCTC 10958	37	562
Escherichia coli	1184-68	NCTC 10959	37	562
Escherichia coli	14097	NCTC 10960	37	562
Escherichia coli	E 1541/68	NCTC 10961	37	562
Escherichia coli	E 1529/68	NCTC 10962	37	562
Escherichia coli	E 1585/68	NCTC 10963	37	562
Escherichia coli	A2 (Abbotstown)	NCTC 10964	37	562
Shimwellia blattae	B89	NCTC 10965	37	563
Staphylococcus aureus	PS94 (PS WH-1)	NCTC 10970	37	1280
Staphylococcus aureus	PS95 (PS DU-1)	NCTC 10971	37	1280
Staphylococcus aureus	PS96 (PS DU-2)	NCTC 10972	37	1280
Escherichia coli	10B1/1	NCTC 10973	37	562
Escherichia coli	E 1020/72	NCTC 10974	37	562
Proteus mirabilis	BS 711	NCTC 10975	37	584
Actinobacillus pleuropneumoniae	HK 361	NCTC 10976	37	715
Aggregatibacter segnis	HK 316	NCTC 10977	37	739
Campylobacter jejuni subsp. jejuni	McCallum 89067	NCTC 10983	37	32022
Clostridium baratii	G	NCTC 10986	37	1561
Clostridium baratii	3-3	NCTC 10987	37	1561
Staphylococcus aureus	K141	NCTC 10988	37	1280
Bacillus cereus	K250 TR	NCTC 10989	37	1396
Pseudomonas sp.	A38/73	NCTC 10991	37	-1
Pseudomonas sp.	A52/73	NCTC 10992	37	-1
Pseudomonas sp.	A53/73	NCTC 10993	37	-1
Kingella denitrificans	NCDC B4363	NCTC 10995	37	502
Kingella denitrificans	NCDC B6992	NCTC 10996	37	502
Kingella denitrificans	A140/74	NCTC 10997	37	502
Streptococcus sp.	169	NCTC 10998	37	-1
Streptococcus porcinus	176	NCTC 10999	37	1340
Campylobacter mucosalis	FS 253/72	NCTC 11000	37	202
Campylobacter mucosalis	302/72	NCTC 11001	37	202
Erysipelothrix rhusiopathiae	A360	NCTC 11002	37	1648
Erysipelothrix rhusiopathiae	EW2	NCTC 11003	37	1648
Erysipelothrix rhusiopathiae	B	NCTC 11004	37	1648
Erysipelothrix rhusiopathiae	NF4 E1	NCTC 11005	37	1648
Erysipelothrix rhusiopathiae	Wittling	NCTC 11006	37	1648
Listeria ivanovii subsp. ivanovii	Li 1979	NCTC 11007	37	202751
Oligella urethralis	A200/71	NCTC 11008	37	90245
Oligella urethralis	Lautrop AB 232	NCTC 11009	37	90245
Oligella urethralis	WM10	NCTC 11010	37	90245
Moraxella lacunata	ATCC 17967	NCTC 11011	37	477
Moraxella equi	ATCC 25576	NCTC 11012	37	60442
Moraxella bovis	ATCC 10900	NCTC 11013	37	476
Riemerella anatipestifer	ATCC 11845	NCTC 11014	37	34085
Moraxella	Mair 31607	NCTC 11015	37	-1
Moraxella	Mair 31606	NCTC 11016	37	-1
Moraxella	Mair 29683	NCTC 11017	37	-1
Moraxella (branhamella) ovis	ATCC 19576	NCTC 11018	37	-1
Moraxella (branhamella) ovis	ATCC 19575	NCTC 11019	37	-1
Moraxella (branhamella) catarrhalis	ATCC 25238	NCTC 11020	37	-1
Escherichia coli	SN3 B/1	NCTC 11021	37	562
Escherichia coli	E 2476/72	NCTC 11022	37	562
Escherichia coli	E 110/69	NCTC 11023	37	562
Escherichia coli	E 223/69	NCTC 11024	37	562
Bacillus sphaericus	61011/74	NCTC 11025	37	-1
Paenibacillus thiaminolyticus	OBT/1	NCTC 11026	37	49283
Paenibacillus thiaminolyticus	OBT/4	NCTC 11027	37	49283
Prevotella melaninogenica	Lev 1	NCTC 11028	37	28132
Slackia heliotrinireducens	RHS1	NCTC 11029	37	84110
Sphingomonas paucimobilis	CL 1/70	NCTC 11030	37	13689
Sphingomonas paucimobilis	B3271	NCTC 11031	37	13689
Sphingomonas paucimobilis	B4562	NCTC 11032	37	13689
Sphingobacterium multivorum	A8895	NCTC 11033	30	28454
Sphingobacterium multivorum	B3159	NCTC 11034	30	28454
Blautia coccoides	CLC/1	NCTC 11035	37	1532
Myroides odoratus	11036	NCTC 11036	30	256
Micrococcus lylae	CCM 2693	NCTC 11037	37	1273
Kocuria kristinae	CCM 2690	NCTC 11038	37	-1
Kytococcus sedentarius	CCM 314	NCTC 11040	30	1276
Staphylococcus cohnii	CCM 2736	NCTC 11041	37	29382
Staphylococcus haemolyticus	CCM 2737	NCTC 11042	37	1283
Staphylococcus xylosus	CCM 2738	NCTC 11043	37	1288
Staphylococcus warneri	CCM 2730	NCTC 11044	37	1292
Staphylococcus capitis	CCM 2734	NCTC 11045	37	29388
Staphylococcus simulans	CCM 2705	NCTC 11046	37	1286
Staphylococcus epidermidis	CCM 2124	NCTC 11047	37	1282
Staphylococcus intermedius	H11/68	NCTC 11048	37	1285
Neisseria elongata subsp. glycolytica	6171/75	NCTC 11050	37	88719
Pasteurella sp.	A/1a	NCTC 11051	37	-1
Mycobacterium selandiae	010	NCTC 11053	37	-1
Mycobacterium selandiae	058	NCTC 11054	37	-1
Mycobacterium hafniae	079	NCTC 11055	37	-1
Mycobacterium hafniae	362	NCTC 11056	37	-1
Mycobacterium neolactis	152	NCTC 11057	37	-1
Mycobacterium neolactis	243	NCTC 11058	37	-1
Salmonella enterica subsp. enterica serotype crossness	11059 Col Sal. 1608/73 67:r:1, 2	NCTC 11059	37	-1
Streptococcus mutans	SE11	NCTC 11060	37	1309
Streptococcus sobrinus	OMZ 65	NCTC 11061	37	1310
Streptococcus anginosus	Is8 Type I	NCTC 11062	37	1328
Streptococcus constellatus subsp. constellatus	H189 Type II	NCTC 11063	37	184246
Streptococcus anginosus	MG 216 Type III	NCTC 11064	37	1328
Streptococcus anginosus	Is 265 Type IV	NCTC 11065	37	1328
Vibrio vulnificus	CDC A1402	NCTC 11066	37	672
Vibrio vulnificus	CDC A8694	NCTC 11067	37	672
Citrobacter koseri	E1597/71	NCTC 11068	37	545
Citrobacter koseri	E1558/72	NCTC 11069	37	545
Citrobacter koseri	E1599/71	NCTC 11070	37	545
Citrobacter koseri	E2641/72	NCTC 11071	37	545
Citrobacter koseri	E2567/72	NCTC 11072	37	545
Citrobacter koseri	E2576/72	NCTC 11073	37	545
Citrobacter koseri	E2569/72	NCTC 11074	37	545
Citrobacter koseri	E2577/72	NCTC 11075	37	545
Citrobacter koseri	E508/74	NCTC 11076	37	545
Citrobacter koseri	E1020/74	NCTC 11077	37	545
Streptococcus agalactiae	A909	NCTC 11078	37	205921
Streptococcus agalactiae	18RS21	NCTC 11079	37	342613
Streptococcus agalactiae	M216	NCTC 11080	37	1311
Propioniferax innocua	D134	NCTC 11081	37	1753
Propioniferax innocua	L60	NCTC 11082	37	1753
Brevibacterium epidermidis	D731	NCTC 11083	37	1698
Brevibacterium epidermidis	P159	NCTC 11084	37	1698
Streptococcus sanguinis	10043	NCTC 11085	37	1305
Streptococcus sanguinis	10281	NCTC 11086	37	1305
Streptococcus pleomorphus	EBF61/60B	NCTC 11087	37	-1
Peptoniphilus indolicus	R-13	NCTC 11088	37	33030
Bordetella pertussis	L84Phase I	NCTC 11089	37	520
Vibrio cholerae	1077	NCTC 11090	37	666
Moraxella atlantae	5118	NCTC 11091	37	34059
Moraxella atlantae	A1922	NCTC 11092	37	34059
Moraxella atlantae	A279	NCTC 11093	37	34059
Moraxella atlantae	8330	NCTC 11094	37	34059
Moraxella atlantae	B19441/75	NCTC 11095	37	34059
Capnocytophaga sputigena	A58/74	NCTC 11097	37	1019
Aggregatibacter aphrophilus	HK 308	NCTC 11098	37	732
Empedobacter brevis	CL 88/76	NCTC 11099	37	247
Escherichia coli	11100 Sc16 02:K2:H1	NCTC 11100	37	562
Escherichia coli	Sc15 02:K1:H6	NCTC 11101	37	562
Escherichia coli	nan	NCTC 11102	37	562
Escherichia coli	11103 Sc65 08:K25:H9	NCTC 11103	37	562
Citrobacter freundii	11104 Citrobacter Sc16 07:K?:H13	NCTC 11104	37	546
Escherichia coli	nan	NCTC 11105	37	562
Escherichia coli	Sc261 015:K?:H17	NCTC 11106	37	562
Escherichia coli	nan	NCTC 11107	37	562
Escherichia coli	nan	NCTC 11108	37	562
Escherichia coli	nan	NCTC 11109	37	562
Escherichia coli	Citrobacter Sc91 08:K?:H22	NCTC 11110	37	562
Escherichia coli	nan	NCTC 11111	37	562
Escherichia coli	nan	NCTC 11112	37	562
Escherichia coli	Sc71 051:K?:H25	NCTC 11113	37	562
Escherichia coli	Sc73 015:K?:H27	NCTC 11114	37	562
Escherichia coli	nan	NCTC 11115	37	562
Escherichia coli	nan	NCTC 11116	37	562
Escherichia coli	nan	NCTC 11117	37	562
Escherichia coli	nan	NCTC 11118	37	562
Escherichia coli	nan	NCTC 11119	37	562
Escherichia coli	nan	NCTC 11120	37	562
Escherichia coli	nan	NCTC 11121	37	562
Escherichia coli	11122 Sc82 086a, b:K64:H36	NCTC 11122	37	562
Escherichia coli	nan	NCTC 11123	37	562
Escherichia coli	nan	NCTC 11124	37	562
Escherichia coli	nan	NCTC 11126	37	562
Escherichia coli	nan	NCTC 11127	37	562
Escherichia coli	Sc415 06:K13:H49	NCTC 11128	37	562
Escherichia coli	nan	NCTC 11129	37	562
Escherichia coli	nan	NCTC 11130	37	562
Escherichia coli	Sc445 0148a:K?:H53	NCTC 11131	37	562
Escherichia coli	nan	NCTC 11132	37	562
Escherichia coli	nan	NCTC 11133	37	562
Nocardia farcinica	ATCC 3318	NCTC 11134	37	37329
Haemophilus influenzae	E0	NCTC 11135	37	727
Corynebacterium pseudodiphtheriticum	ATCC 10700	NCTC 11136	37	37637
Corynebacterium pseudodiphtheriticum	ATCC 10701	NCTC 11137	37	37637
Corynebacterium kutscheri	ATCC 15677	NCTC 11138	37	35755
Corynebacterium kutscheri	ATCC 15678	NCTC 11139	37	35755
Corynebacterium renale	5	NCTC 11140	37	1724
Corynebacterium renale	9	NCTC 11141	37	1724
Corynebacterium renale	05846	NCTC 11142	37	1724
Bacillus cereus	F4810/72	NCTC 11143	37	1396
Clostridium perfringens	FH 4715/75 ?	NCTC 11144	37	1502
Bacillus cereus	F4433/73	NCTC 11145	37	1396
Haemophilus influenzaemurium	E0	NCTC 11146	37	-1
Haemophilus influenzaemurium	ET	NCTC 11147	37	-1
Ralstonia pickettii	11149 K-288	NCTC 11149	37	329
Staphylococcus aureus	7361-RR	NCTC 11150	37	1280
Escherichia coli	49/41 (E5460/1/76)	NCTC 11151	37	562
Bacteroides distasonis	ATCC 8503	NCTC 11152	37	-1
Bacteroides ovatus	11153	NCTC 11153	37	28116
Bacteroides vulgatus	ATCC 8482	NCTC 11154	37	-1
Bacteroides eggerthii	VPI T5-42B-1	NCTC 11155	37	28111
Prevotella bivia	653C	NCTC 11156	37	28125
Tissierella praeacuta	Prevot 3722B	NCTC 11158	37	43131
Iodobacter fluviatilis	Sp 7	NCTC 11159	37	537
Iodobacter fluviatilis	Sp8	NCTC 11161	37	537
Empedobacter brevis	CL 626/75	NCTC 11162	30	247
Empedobacter brevis	CL 669/76	NCTC 11163	30	247
Brevundimonas diminuta	Lautrop AB 236	NCTC 11164	37	293
Brevundimonas diminuta	Lautrop AB 265	NCTC 11165	37	293
Brevundimonas vesicularis	Lautrop AB 102	NCTC 11166	30	41276
Brevundimonas vesicularis	Lautrop AB 794	NCTC 11167	30	41276
