Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	index	TaxID	Strain
Haloferax prahovense	381852	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic 	Salt lake	Chemoorganotroph	aerobic respiration	"The following substrates
are used as carbon sources: glucose, arabinose, galactose,
fructose, rhamnose, raffinose, D-xylose, maltose, sucrose,
starch, lactose, glycerol, acetate, propionate, pyruvate,
L-lactate, succinate, L-malate, fumarate, citrate, L-alanine,
L-ornithine. Acid is produced from fructose and lactose.
The following substrates are not used as carbon sources:
mannose, D-ribose, mannitol, sorbitol, glycine, L-arginine,
L-aspartate, L-glutamate and L-lysine"		Aerobe	6	8,5	7,25	23	51	43	101		0,2		https://pubmed.ncbi.nlm.nih.gov/17267985/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6985049/	941	381852	
Haloferax chudinovii	1109010	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Industrial	Salt mine									23	51	42,5					https://pubmed.ncbi.nlm.nih.gov/23525908/		942	1109010	
Ferroplasma acidarmanus	97393	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Acid Mine Drainage	Chemoorganotroph,Chemoautotroph,Chemomixotroph	iron-reduction	Grows chemoorganotrophically on yeast extract, Casamino Acids, and sugars and chemomixotrophically on Fe(II) and the above organic carbon sources. Facultative anaerobe, coupling oxidation of yeast extract to Fe(III) reduction.		Facultative Anaerobe	0,35	3	1	32	51	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/		943	97393	DRI
Ferroplasma acidarmanus	97393	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Acid Mine Drainage	Chemoorganotroph,Chemoautotroph,Chemomixotroph	iron-reduction	Grows chemoorganotrophically on yeast extract, Casamino Acids, and sugars and chemomixotrophically on Fe(II) and the above organic carbon sources. Facultative anaerobe, coupling oxidation of yeast extract to Fe(III) reduction.		Facultative Anaerobe	0,35	3	1,2	32	51	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/		944	97393	MT17
Halobacterium salinarum	478009	Archaea	Euryarchaeota	Halobacteria	 Halobacteriales	Halobacteriaceae	Aquatic	Salt lake	Chemoorganotroph	photosynthesis,fermentation,aerobic respiration	bioenergetically flexible organism which can obtain energy from respiration, retinal-based photosynthesis and fermentation under various environmental conditions	Na+	Anaerobe				49	50	50			0,245		https://link.springer.com/article/10.1007/s40090-019-0189-0		945	478009	R1, DSM 671
Extensimonas vulgaris	1031594	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Wastewater	Industrial wastewater									15	50	48					https://pubmed.ncbi.nlm.nih.gov/23064351/		946	1031594	
Gracilibacillus halotolerans	74386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									6	50	47					https://pubmed.ncbi.nlm.nih.gov/10319508/		947	74386	
Caldovatus sediminis	2041189	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Aquatic	Hot spring									37	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002363		948	2041189	
Actinopolyspora mortivallis	33906	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Terrestrial	Soil sediment									10	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-41-1-15		949	33906	
Alicyclobacillus tengchongensis	368812	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Aquatic	Hot spring	Heterotroph	polysaccharide metabolism,aerobic respiration	Catalase-positive and oxidase-negative. Esculin, gelatin and starch are hydrolyzed, but casein and urea are not. Nitrate is not reduced to nitrite. Indole is not produced. Acid is produced from arbutin, esculin, D-glucose, glycerol, salicin, D-cellobiose, D-maltose, D-melibiose, D-sucrose, Dtrehalose, glycogen, D-galactose, D-turanose, D-xylose, and methyl-α-D-glucoside, but not from adonitol, dulicitol, erythritol, D-fructose, inositol, D-mannitol, D-mannose, D-sorbitol, methyl-α-D-mannopyranoside, methyl-β-D-xylopyranoside, N-acetylglucosamine, amygdalin, D-lactose, inulin, D-melezitose, D-raffinose, L-sorbose, starch, xylitol, gentiobiose, D-lyxose, D-tagatose, L-rhamnose, D- or L-arabinose, D- or L-fucose, D- or L-arabitol, D-ribose, L-xylose, 2-ketogluconate, and 5-keto-gluconate.		Aerobe	2	6	3,2	30	50	45	101		0,01		https://link.springer.com/article/10.1007%2Fs12275-014-3625-z		950	368812	
Bacillus andreesenii	1325932	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bioreactor	Compost reactor									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24021730/		951	1325932	
Bacillus pervagus	1325931	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bioreactor	Compost reactor									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24021730/		952	1325931	
Cecembia calidifontis	1187080	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquatic	Hot spring									20	50	45					https://pubmed.ncbi.nlm.nih.gov/22843720/		953	1187080	
Haloarcula argentinensis	43776	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Terrestrial	Salt flats	Chemoorganotroph	aerobic respiration	Catalase and oxidase positive. Acids are produced from various sugars (sucrose, maltose, glucose, galactose, mannose, ribose, glycerol, and fructose).		Aerobe				20	50	45	101		0,16		https://pubmed.ncbi.nlm.nih.gov/8995805/		954	43776	
Halarchaeum grantii	1193105	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	aerobic respiration	Capable of using sodium fumarate, sodium l-malate, sodium succinate, sodium l-glutamate and tryptone (Difco) for growth. Peptone (Difco), sodium acetate, sodium α-ketoglutarate, sodium dl-lactate and sodium pyruvate are not utilized. The type strain, MH1-243-3T, is also able to assimilate a wide range of substrates; l-arabinose, cellobiose, d-fructose, d-galactose, d-glucose, glycerol, lactose (weakly), maltose, d-mannitol, d-mannose, raffinose, α-l-rhamnose, ribitol, ribose, d-sorbitol, l-sorbose (weakly), sucrose, trehalose, d-xylose, sodium citrate, sodium fumarate, sodium l-malate, sodium propionate, sodium succinate, l-alanine, l-arginine chloride, sodium l-aspartate, sodium l-glutamate, glycine (weakly) and l-lysine chloride. 		Aerobe	4,5	6,5	5,25	35	50	45	101		0,24		https://pubmed.ncbi.nlm.nih.gov/28875923/		955	1193105	
Halarchaeum nitratireducens	489913	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	nitrate-reduction	Oxidase-negative. H2S is not produced from thiosulfate. Indole formation is negative. Reduces nitrate and nitrite under aerobic conditions. Does not hydrolyse starch, gelatin, Tween 80, cellulose, mannan and casein. Capable of using l-arabinose, cellobiose, d-fructose, d-galactose, d-glucose, glycerol, d-xylose or sodium succinate as a sole carbon substrate. Maltose, d-mannitol, d-mannose, raffinose, ribitol, d-sorbitol, l-sorbose, trehalose, sodium acetate, sodium citrate, sodium α-ketoglutarate, sodium dl-lactate, sodium pyruvate, l-alanine, l-arginine chloride, sodium l-aspartate, sodium l-glutamate and l-lysine chloride are not utilized as carbon sources.		Aerobe	4,2	6	5,3	20	50	45	101		0,18		https://pubmed.ncbi.nlm.nih.gov/23771625/		956	489913	MH1-370-1
Halobacterium hubeiense	1407499	Archaea	Euryarchaeota	Halobacteria	 Halobacteriales	Halobacteriaceae	Terrestrial	Salt mine 					Facultative Anaerobe			8	22	50	45	101		0,146	Ancient organism isolated as dormant cells	https://sfamjournals-onlinelibrary-wiley-com.proxy.libraries.rutgers.edu/doi/full/10.1111/1462-2920.13130		957	1407499	JI20-1
Halanaerobacter salinarius	63129	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Salt lake									10	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-49-1-103		958	63129	
Halorubrum distributum	29283	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Terrestrial	Saline soil									26	50	45				Also known as Halobacterium distributum	https://www.microbiologyresearch.org/docserver/fulltext/ijsem/54/2/389.pdf?expires=1642154366&id=id&accname=guest&checksum=AF8679202290E3AB404425924B868E50		959	29283	
Halorubrum gandharaense	1334262	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt sample									15	50	45					https://pubmed.ncbi.nlm.nih.gov/25870255/		960	1334262	
Mesotoga infera	1236046	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Aquatic	Aquifer									30	50	45					https://pubmed.ncbi.nlm.nih.gov/23378116/		961	1236046	
Methanosarcina barkeri	2208	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Animal	Cow Rumen	Autotroph,Lithotroph	methanogenesis 	The catabolic substrates which supported most rapid growth were H2 plus methanol; this combination sometimes allowed growth of a strain under extreme environmental conditions which prevented growth on other substrates. 	Na+	Anaerobe	6,5	7,5	7	25	50	45	101		<1.2%		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/41/2/ijs-41-2-267.pdf?expires=1610828673&id=id&accname=guest&checksum=01837811E4ED071D9D175F8C5857472F		962	2208	MS
Methanolobus zinderi	536044	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Aquatic	Coal seam									25	50	45					https://pubmed.ncbi.nlm.nih.gov/19406794/		963	536044	
Halovarius luteus	1586232	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									25	50	45					https://pubmed.ncbi.nlm.nih.gov/25899505/		964	1586232	
Natronorubrum aibiense	348826	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									25	50	45					https://pubmed.ncbi.nlm.nih.gov/16825622/		965	348826	
Petrimonas mucosa	1642646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bioreactor	Biogas reactor 									20	50	45				Also known as Petrimonas sp. ING2-E5A	https://pubmed.ncbi.nlm.nih.gov/26782749/		966	1642646	
Amycolatopsis deserti	185696	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Terrestrial	Soil sediment									25	50	45					https://pubmed.ncbi.nlm.nih.gov/26809280/		967	185696	
Kroppenstedtia eburnea	714067	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Animal	Human blood									25	50	45					https://journals.asm.org/doi/10.1128/JCM.01186-12		968	714067	
Sulfurivermis fontis	1972068	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Aquatic	Hot spring									25	50	45					https://pubmed.ncbi.nlm.nih.gov/28875900/		969	1972068	
Halopolyspora alba	1348092	Bacteria	Actinobacteria	Actinobacteria			Aquatic	Salt lake									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24860112/		970	1348092	
Methanoculleus bourgensis sp	83986	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Bioreactor	Biogas reactor 	Hydrogenotroph	methanogenesis 	ammonia-rich mesophilic biogas processes	Na+	Anaerobe			7,5	15	50	44,5			0.6% NH4Cl		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5062929/		971	83986	MAB1
Porphyrobacter tepidarius	60454	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aquatic	Hot spring									30	50	44					https://pubmed.ncbi.nlm.nih.gov/9103629/		972	60454	
Ornatilinea apprima	1134406	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Terrestrial	Wood									20	50	43,5					https://pubmed.ncbi.nlm.nih.gov/22328612/		973	1134406	
Desulfoplanes formicivorans	1592317	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Aquatic	Salt lake									13	50	43,5					https://pubmed.ncbi.nlm.nih.gov/25792369/		974	1592317	
Halorubrum trueperi	2004704	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	43,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001762		975	2004704	
Halorubrum yunnanense	1526162	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	43,5					https://pubmed.ncbi.nlm.nih.gov/26374710/		976	1526162	
Halanaerobium sehlinense	1076695	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Aquatic	Salt lake									20	50	43					https://pubmed.ncbi.nlm.nih.gov/23064350/		977	1076695	
Tranquillimonas alkanivorans	441119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquatic	Marine sediment									10	50	43					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65817-0		978	441119	
Thermothelomyces hinnuleus	225406	Eukaryota	Ascomycota	Sordariomycetes 	Sordariales	 Chaetomiaceae	Terrestrial	Cultivated soil		aerobic respiration			Aerobe					50	42,5	101			also known as Myceliophthora hinnulea	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/		979	225406	
Clostridiisalibacter paucivorans	408753	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Wastewater	Olive mill									20	50	42,5					https://pubmed.ncbi.nlm.nih.gov/18175684/		980	408753	
Clostridium quinii	36850	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Bioreactor	Methanogenic  sludge									15	50	42,5					https://link.springer.com/article/10.1007/BF00245275		981	36850	
Halarchaeum rubridurum	489911	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	aerobic respiration	Oxidase-negative; the catalase reaction is variable. H2S is not produced from thiosulfate. Indole formation is negative. Does not reduce nitrate or nitrite under aerobic conditions. Anaerobic growth with nitrate, arginine and DMSO is not observed. Does not hydrolyse starch, gelatin, Tween 80, cellulose, mannan or casein. Capable of using cellobiose, d-fructose, d-galactose, d-glucose, sodium fumarate, sodium l-malate and sodium succinate as single carbon substrate, but not lactose, maltose, d-mannitol, d-mannose, α-l-rhamnose, ribitol, d-sorbitol, l-sorbose, trehalose, sodium acetate, sodium α-ketoglutarate, sodium dl-lactate, sodium propionate or sodium pyruvate.		Aerobe	4,4	6,8	5,5	20	50	42,5	101		0,18		https://pubmed.ncbi.nlm.nih.gov/23435243/		982	489911	
Orenia salinaria	85450	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Solar saltern									10	50	42,5					https://pubmed.ncbi.nlm.nih.gov/10758881/		983	85450	
Natronococcus amylolyticus	44470	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Soda lake									22	50	42,5					https://pubmed.ncbi.nlm.nih.gov/7547296/		984	44470	
Sphingobacterium thermophilum	768534	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Terrestrial	Compost heap									20	50	42,5					https://pubmed.ncbi.nlm.nih.gov/22904214/		985	768534	
Halovenus rubra	869890	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Salted brown algae									25	50	42					https://pubmed.ncbi.nlm.nih.gov/25199562/		986	869890	
Halanaerobaculum tunisiense	503834	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Salt lake									30	50	42					https://pubmed.ncbi.nlm.nih.gov/19115035/		987	503834	
Haloparvum sedimenti	1678448	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	42					https://pubmed.ncbi.nlm.nih.gov/27001607/		988	1678448	
Halorubrum salsamenti	2583990	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	42					https://pubmed.ncbi.nlm.nih.gov/28819743/		989	2583990	
Nesterenkonia alba	515814	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Industrial	Black liquor treatment									20	50	42					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.003376-0		990	515814	
Salisaeta longa	503170	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Aquatic	Hypersaline mesocosm									25	50	41,5					https://pubmed.ncbi.nlm.nih.gov/19622652/		991	503170	
Phenylobacterium terrae	2665495	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Terrestrial	Soil sediment									25	50	41					https://pubmed.ncbi.nlm.nih.gov/29536278/		992	2665495	
Clostridium perfringens	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Animal	Human soft tissue									20	50	41					https://www.researchgate.net/publication/347300409_Clostridium_perfringenosum_sp_nov_a_closely_related_species_to_Clostridium_perfringens_and_its_virulence_factors_isolated_from_a_human_soft_tissue_infection		993	1502	
Cecembia rubra	1485585	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquatic	Hot spring									30	50	41					https://pubmed.ncbi.nlm.nih.gov/25851591/		994	1485585	
Deinobacterium chartae	521158	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Industrial	Paper mill									12	50	41					https://pubmed.ncbi.nlm.nih.gov/20382794/		995	521158	
Maribacter thermophilus	1197874	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquatic	Green seaweed									4	50	41					https://pubmed.ncbi.nlm.nih.gov/25269849/		996	1197874	
Halalkalicoccus jeotgali	413810	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial 	Shrimp-salted seafood	Chemoorganotroph	aerobic respiration	The isolate is catalase-positive, oxidase-negative and does not reduce nitrate to nitrite. Glucose, sucrose, citrate, lactose and acetate can be utilized as sole carbon and energy sources.		Aerobe	6,5	9	7	21	50	41	101		0,15		https://pubmed.ncbi.nlm.nih.gov/17911300/		997	413810	
Haloterrigena jeotgali	413811	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial 	Salt-fermented food	Chemoorganotroph	polysaccharide metabolism	Anaerobic growth with nitrate occurs, but not with sulfate, thiosulfate, DMSO and TMAO. Fructose, lactose and acetate are utilized as carbon and energy sources, but sucrose, glucose, citrate and formate are not. Acid is not produced from fructose, lactose, acetate, sucrose, glucose, citrate or formate.		Anaerobe	6,8	8,5	7,25	17	50	41	101		0,175		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.008243-0		998	413811	
Natronoarchaeum philippinense	558529	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Solar saltern									20	50	41					https://pubmed.ncbi.nlm.nih.gov/22659499/		999	558529	
Halorubrum terrestre	267368	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Terrestrial	Saline soil									28	50	41					https://www.researchgate.net/profile/Antonio-Ventosa-2/publication/8677112_Taxonomic_study_of_Halorubrum_distributum_and_proposal_of_Halorubrum_terrestre_sp_nov/links/564d0e2708ae1ef9296a7b3b/Taxonomic-study-of-Halorubrum-distributum-and-proposal-of-Halorubrum-terrestre-sp-nov.pdf		1000	267368	
Halopiger salifodinae	1202768	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Industrial	Salt mine									25	50	41					https://pubmed.ncbi.nlm.nih.gov/23563233/		1001	1202768	
Natronococcus jeotgali	413812	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Industrial	Shrimp-salted seafood									21	50	41					https://pubmed.ncbi.nlm.nih.gov/17766885/		1002	413812	
Natronococcus roseus	1052014	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Soda lake									30	50	41					https://pubmed.ncbi.nlm.nih.gov/22345136/		1003	1052014	
Rummeliibacillus suwonensis	1306154	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Terrestrial	Soil sediment									20	50	41					https://pubmed.ncbi.nlm.nih.gov/23625232/		1004	1306154	
Streptomyces calidiresistens	1485586	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Aquatic	Hot spring									28	50	41					https://pubmed.ncbi.nlm.nih.gov/24803237/		1005	1485586	
Hydrogenispora ethanolica	1082276	Bacteria	Firmicutes				Wastewater	Herbicide wastewater									20	50	41					https://pubmed.ncbi.nlm.nih.gov/24554637/		1006	1082276	
Alicyclobacillus dauci	1475485	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Industrial	Fruit processing 									20	50	40					https://pubmed.ncbi.nlm.nih.gov/25505343/		1008	1475485	
Gracilibacillus kekensis	1027249	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									4	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.030858-0		1009	1027249	
Gracilibacillus lacisalsi	393087	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									15	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65369-0?crawler=true&mimetype=application/pdf		1010	393087	
Virgibacillus chiguensis	411959	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Commercial saltern									15	50	40					https://pubmed.ncbi.nlm.nih.gov/18218928/		1011	411959	
Rhodohalobacter halophilus	1812810	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Aquatic	Solar saltern									20	50	40					https://pubmed.ncbi.nlm.nih.gov/28109207/		1012	1812810	
Bifidobacterium aerophilum	1798155	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Animal	Tamarin feces									25	50	40					https://pubmed.ncbi.nlm.nih.gov/27236565/		1013	1798155	
Bifidobacterium avesanii	1798157	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Animal	Tamarin feces									25	50	40					https://pubmed.ncbi.nlm.nih.gov/27236565/		1014	1798157	
Bifidobacterium ramosum	1798158	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Animal	Tamarin feces									20	50	40					https://pubmed.ncbi.nlm.nih.gov/27236565/		1015	1798158	
Alkaliphilus transvaalensis	114628	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Industrial	Gold mine									20	50	40					https://pubmed.ncbi.nlm.nih.gov/11491320/		1016	114628	
Algoriphagus kandeliae	2562278	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Terrestrial	Mangrove plant									15	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003954		1017	2562278	
Desulfocurvus thunnarius	1312905	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Wastewater	Wastewater digestor									15	50	40					https://pubmed.ncbi.nlm.nih.gov/23811135/		1018	1312905	
Catenisphaera adipataccumulans	700500	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bioreactor	Digester sludge									30	50	40					https://pubmed.ncbi.nlm.nih.gov/25481294/		1019	700500	
Geoalkalibacter subterraneus	483547	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Aquatic	Oil field 	Lithotroph	sulfur-reduction,iron-reduction,manganese-reduction	Able to use iron(III), manganese(IV), nitrate, elemental sulfur and trimethylamine N-oxide as electron acceptors in the presence of a wide variety of electron donors, including formate, acetate, malonate, propionate, pyruvate, lactate, butyrate, isobutyrate, succinate, fumarate, valerate, isovalerate, citrate, salicylate, octanoate, p-anisate, decanoate, dodecanoate, palmitate, stearate, methanol, ethanol, glycerol, peptone, yeast extract and hydrogen. No fermentation occurs.		Anaerobe	6	9	7	30	50	40			0,02		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.001537-0		1020	483547	
Halanaerobium lacusrosei	42859	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Aquatic	Salt lake									20	50	40				Also known as Haloanaerobium lacusroseus	https://pubmed.ncbi.nlm.nih.gov/7547301/		1021	42859	
Haloarcula hispanica	51589	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Solar saltern	Chemoorganotroph	sulfate-reduction,nitrate-reduction	Metabolism is strictly respiratory. Acids are produced from many sugars (arabinose, fructose, galactose, glucose, maltose, manose, sucrose, xylose). Catalase and oxidase are produced. Starch, Tween 20, 40, 60 and 80, and gelatine are hydrolyzed. Casein hydrolysis only occurs in 17% of the strains. H2S is produced from thiosulfate. Indole variable. Nitrates and nitrites are reduced with final gas production. 		Aerobe	5		6,5	25	50	40	101		0,25		https://www.sciencedirect.com/science/article/abs/pii/S0723202086801527		1022	51589	
Halorientalis persicus	1367881	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Salt lake									30	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.058164-0		1023	1367881	
Halosimplex litoreum	1198301	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Solar saltern									25	50	40					https://pubmed.ncbi.nlm.nih.gov/26059862/		1024	1198301	
Halostella salina	1547897	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Solar saltern									20	50	40					https://pubmed.ncbi.nlm.nih.gov/27118259/		1025	1547897	
Halovenus aranensis	890420	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Salt lake									25	50	40					https://pubmed.ncbi.nlm.nih.gov/21828022/		1026	890420	
Halanaerobacter chitinivorans	42419	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Solar saltern									23	50	40					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC195201/		1027	42419	
Halococcus salifodinae	36738	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Industrial	Salt mine	Chemoorganotroph	nitrate-reduction			Aerobe	6,8	9,5		28	50	40			0,22		https://ntrs.nasa.gov/citations/19980002915		1028	36738	
Halogeometricum borinquense	60847	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Aquatic	Solar saltern									22	50	40					https://pubmed.ncbi.nlm.nih.gov/9828431/		1029	60847	
Haloplanus vescus	555874	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Industrial	Solar saltern									30	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.018564-0		1030	555874	
Halobaculum roseum	2175149	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae											25	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001663		1031	2175149	
Halohasta litorea	869891	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Aquaculture									25	50	40					https://pubmed.ncbi.nlm.nih.gov/23052830/		1032	869891	
