Source_ID	Name	Temp	ncbiTaxID
45026T	Pandoraea sputorum	37	93222
45028T	Sphingomonas alaskensis	30-37	117207
44997T	Schaalia cardiffensis	37	181487
44998T	Varibaculum cambriense	37	184870
44952 AT	Pseudoalteromonas tunicata	30	314281
44923T	Legionella worsleiensis	37	45076
44924T	Legionella waltersii	37	66969
44929T	Aeromonas salmonicida subsp. pectinolytica	30-37	96473
44932T	Bifidobacterium boum	37	78343
44933T	Selenomonas sputigena	37	69823
44910T	Exiguobacterium aurantiacum	25	33987
44893T	Legionella geestiana	37	45065
44894T	Legionella gratiana	37	45066
44895T	Legionella londiniensis	37	45068
44899T	Legionella quateirensis	37	45072
44900T	Legionella nautarum	37	45070
44901T	Legionella taurinensis	37	70611
44773T	Anaeroglobus geminatus	37	156456
44697T	Arcanobacterium hippocoleae	37	149017
44693T	Rhodovarius lipocyclicus	30	268410
44616T	Streptococcus entericus	37	155680
44586T	Centipeda periodontii	37	82203
44588T	Slackia exigua	37	84109
44589T	Kineococcus aurantiacus	30	37633
44556T	Clostridium colicanis	37	179628
44526T	Cupriavidus campinensis	28-37	151783
44527T	Burkholderia terricola	28	169427
44566T	Corynebacterium caspium	22-42	234828
44488T	Dietzia maris	30	37915
44496T	Pseudoalteromonas elyakovii	30	81037
44467T	Campylobacter lanienae	37-42	75658
44356T	Burkholderia ambifaria	30	152480
44338T	Cupriavidus taiwanensis	28-42	164546
43885T	Legionella drozanskii	30	96228
43886T	Legionella fallonii	30	96230
43887T	Legionella rowbothamii	30	96229
43843T	Actinobacillus succinogenes	30-37	67854
43834T	Mammaliicoccus fleurettii	30-37	150056
43820T	Streptococcus infantarius subsp. infantarius	37	150054
43811T	Arthrobacter luteolus	30-37	98672
43812T	Pseudoglutamicibacter albus	30-37	98671
43803T	Streptococcus pluranimalium	37	82348
43658T	Burkholderia hospita	30	169430
43663T	Burkholderia kururiensis	30	1236956
43571T	Staphylococcus succinus	30-37	61015
43573T	Haemophilus paracuniculus	37	734
43574T	Mycobacterium septicum	37	39693
43575T	Liquorilactobacillus nagelii	30-37	82688
43576T	Vibrio aerogenes	26	92172
43577T	Streptococcus orisratti	37	114652
43519T	Pseudomonas veronii	30	76761
43506T	Hungatella hathewayi	37	154046
43489T	Peribacillus frigoritolerans	25-37	450367
43497T	Corynebacterium stationis	30-37	1705
43455T	Brevibacterium avium	37	83828
43457T	Dysgonomonas mossii	37	163665
43448T	Bordetella petrii	37	94624
43347T	Lactobacillus selangorensis	30	81857
43349T	Companilactobacillus paralimentarius	37	83526
43303T	Pseudoclavibacter helvolus	22-30	255205
43304T	Luethyella okanaganae	22	69372
43279T	Microbacterium aurum	22-42	36805
43283T	Pectinatus frisingensis	28-30	865
43288T	Salinicoccus hispanicus	22-37	157225
43291T	Salinicoccus roseus	35	45670
43228T	Enterococcus ratti	37	150033
43229T	Enterococcus porcinus	37	1158604
43190T	Pseudomonas libanensis	30	75588
43191T	Pseudomonas gingeri	30	117681
43179T	Limosilactobacillus mucosae	37	97478
43164T	Pseudomonas gessardii	30	78544
43165T	Pseudomonas migulae	30	78543
43135T	Subtercola boreus	20	120213
43136T	Subtercola frigoramans	20	120298
43137T	Paenibacillus borealis	28	160799
43140T	Janthinobacterium agaricidamnosum	22	55508
43141T	Beutenbergia cavernae	30	84757
43142T	Ornithinicoccus hortensis	28-37	82346
43143T	Microlunatus capsulatus	37	99117
43144T	Amycolatopsis mediterranei	30	33910
43108T	Afipia birgiae	30	151414
43111T	Bosea eneae	30	151454
43117T	Bosea massiliensis	30	151419
43067T	Bisgaardia hudsonensis	37	109472
43036T	Aerosphaera taetra	37	137461
42953T	Falsarthrobacter nasiphocae	30-37	189863
42781T	Aeromonas salmonicida subsp. achromogenes	22	113288
42773T	Schaalia funkei	37	132933
42722T	Jeotgalicoccus pinnipedialis	37	110845
42726T	Gemella cuniculi	37	150240
42728T	Facklamia miroungae	37	120956
42692T	Streptococcus gallinaceus	37	165758
42575T	Arcanobacterium pluranimalium	37	108028
42559T	Mycobacterium lentiflavum	37	141349
42422T	Mycobacterium lentiflavum	37	141349
42427T	Mycobacterium simiae	37	1784
42429T	Mycobacterium terrae	37	1788
42431T	Mycobacterium triviale	37	1798
42399T	Staphylococcus hominis subsp. novobiosepticus	30	145393
42378T	Lactobacillus psittaci	37-42	116089
42229T	Sutterella wadsworthensis	37	40545
42231T	Burkholderia graminis	28	60548
42182 CT	Clostridium acetobutylicum	37	1488
42162T	Fusobacterium necrophorum subsp. funduliforme	37	143387
42058T	Pseudomonas mandelii	30	75612
42059T	Pseudomonas jessenii	30	77298
42060T	Salmonella enterica subsp. enterica	30	59201
42038 BT	Aerococcus urinaehominis	37	128944
42000T	Anaerococcus prevotii	37	33034
42001T	Sporolactobacillus kofuensis	30	269672
41932T	Anaerococcus prevotii	37	33034
41934T	Porphyromonas circumdentaria	37	29524
41875T	Azoarcus indigens	30-37	29545
41877T	Burkholderia pyrrocinia	37	60550
41880T	Tetragenococcus muriaticus	37	64642
41859T	Aeromonas bestiarum	30-37	105751
41823T	Corynebacterium testudinoris	25-37	136857
41708T	Gleimia coleocanis	37	103618
41709T	Actinomyces catuli	37	119495
41710T	Boudabousia marimammalium	37	156892
41656T	Actinobacillus pleuropneumoniae	37	715
41658T	Sporolactobacillus terrae	37	269673
41628T	Sneathia sanguinegens	37	40543
41590T	Streptococcus urinalis	37	149016
41526T	Thauera linaloolentis	30	76112
41527T	Thauera terpenica	30	76113
41451T	Neisseria macacae	33-42	496
41384T	Actinobacillus lignieresii	37	720
41352T	Mycolicibacterium duvalii	37	39688
41355T	Haemophilus paraphrophilus	37	732
41358T	Porphyromonas catoniae	37	41976
41363T	Streptococcus porcinus	37	1340
39967T	Pelistega europaea	37	106147
39954T	Streptococcus parauberis	37	1348
39943T	Corynebacterium felinum	30-37	131318
39919T	Mycobacterium avium complex	37	1236609
39901T	Lactobacillus amylolyticus	37-45	83683
39902T	Staphylococcus condimenti	37	70255
39903T	Staphylococcus carnosus subsp. utilis	37	1281
39904T	Bifidobacterium pseudolongum subsp. globosum	37	1690
39814T	Streptococcus peroris	37	68891
39817T	Streptococcus infantis	37	68892
39790T	Castellaniella defragrans	25-42	75697
39728T	Mycobacterium murale	30	182220
39621T	Hymenobacter actinosclerus	30	82805
39541T	Castellaniella denitrificans	30-37	56119
39500T	Helicobacter pylori	37	210
39501T	Holdemania filiformis	37	61171
39504T	Mycobacterium chitae	37	1792
39508T	Staphylococcus epidermidis	37	1282
39484T	Prevotella pallens	37	60133
39485T	Streptococcus ovis	30-37	82806
39465T	Ligilactobacillus ruminis	37	1623
39466T	Lacticaseibacillus sharpeae	30	1626
39468T	Lentilactobacillus parakefiri	30	152332
39402T	Polaromonas aquatica	30	332657
39412T	Corynebacterium camporealensis	30-37	161896
39352T	Myroides odoratimimus ss odoratimimus	37	76832
39356T	Shewanella baltica	30	62322
39307T	Dolosicoccus paucivorans	37	84521
39276T	Schaalia suimastitidis	37	121163
39178T	Bogoriella caseilytica	22-30	56055
39179T	Demetria terragena	30	63959
39180T	Lactococcus plantarum	30	1365
39185T	Mycobacterium celatum	37	28045
39186T	Terracoccus luteus	30	53356
39187T	Vagococcus lutrae	30-37	81947
39159T	Streptococcus anginosus subsp whileyi	37	1095729
38995 BT	Helicobacter bilis	37	37372
38953T	Fannyhessea vaginae	37	82135
38924T	Actinobacillus porcinus	37	51048
38886T	Achromobacter ruhlandii	30	72557
38887T	Leuconostoc argentinum	30-37	886872
38889T	Nesterenkonia halobia	30-37	37922
38890T	Kurthia zopfii	30-37	1650
38833T	Yersinia rohdei	26-30	29485
38813T	Arthrobacter rhombi	30	71253
38796T	Corynebacterium ammoniagenes	25-37	1697
38799T	Desemzia incerta	30	82801
38766T	Dickeya chrysanthemi	30	556
38731T	Luteococcus japonicus	30-37	33984
38734T	Parabacteroides merdae	37	46503
38735T	Bacteroides caccae	37	47678
38736T	Pseudomonas monteilii	26-37	76759
38702T	Actinomyces urogenitalis	37	103621
38657T	Kroppenstedtia sanguinis	37	1380684
38513T	Campylobacter subantarcticus	37-42	497724
38516T	Corynebacterium thomssenii	37	62629
38517T	Microbacterium dextranolyticum	30-37	36806
38492T	Peptoniphilus ivorii	37	54006
38494T	Staphylococcus lutrae	37	155085
38496T	Pediococcus inopinatus	30	114090
38497T	Gordonia hydrophobica	22-37	40516
38498T	Gordonia hirsuta	30-37	53427
38499T	Tsukamurella tyrosinosolvens	30-37	57704
38422T	Candida intermedia	30	45354
38424T	Vibrio mytili	30	50718
38425T	Vibrio ordalii	26-30	28174
38428T	Vibrio tubiashii	20-22	29498
38363T	Macrococcus equipercicus	30-37	69967
38194T	Corynebacterium coyleae	37	53374
38180T	Corynebacterium riegelii	37	156976
38151T	Mycobacterium hodleri	30	49897
38042T	Staphylococcus saprophyticus subsp. bovis	37	29385
37979T	Bifidobacterium animalis ss lactis	37	302911
37980T	Janibacter limosus	30	53458
37985T	Gemella haemolysans	37	1379
37986T	Nocardioides luteus	37	1844
37987T	Nocardioides albus	37	1841
37988T	Nocardioides jensenii	30	1843
37974T	Pseudomonas luteola	30	47886
37873T	Zimmermannella faecalis	20-42	272240
37857T	Enterococcus canintestini	37	317010
37865T	Enterococcus devriesei	37	319970
37866T	Streptococcus hyovaginalis	37	149015
37842T	Facklamia languida	37	82347
37843T	Fusobacterium vincentii	37	155615
37823T	Oligella urethralis	30-37	90245
37761T	Mycobacterium malmoense	37	1780
37665T	Mycobacterium neoaurum	30-37	1795
37668T	Mycobacterium pulveris	37	36813
37669T	Mycobacterium obuense	30	1807
37670T	Mycobacterium chubuense	30-37	1800
37671T	Mycobacterium moriokaense	30-37	39691
37672T	Mycobacterium aichiense	30-37	1799
37673 BT	Mycobacterium agri	37	36811
37674T	Mycobacterium porcinum	30-42	39693
37675T	Mycobacterium szulgai	37	1787
37658T	Ignavigranum ruoffiae	37	89093
37660T	Isobaculum melis	37	142588
37509T	Pichia anomala	30	4927
37584T	Mycobacterium fallax	30	1793
37585T	Mycobacterium alvei	30	67081
37512T	Streptomyces viridosporus	30	67581
37513T	Mycobacterium confluentis	22-37	28047
37514T	Mycobacterium interjectum	37	33895
37515T	Mycobacterium gadium	37	1794
37517T	Mycobacterium shimoidei	37	29313
37519T	Mycobacterium hassiacum	37-55	1122247
37441T	Helcococcus ovis	37	72026
37394T	Paenibacillus macquariensis	20	948756
37396T	Limosilactobacillus oris	37	1632
37330T	Corynebacterium singulare	37	161899
37331T	Corynebacterium durum	37	61592
37313T	Brevibacterium mcbrellneri	37	53363
37301T	Vibrio furnissii	37	29494
37246T	Staphylococcus aureus subsp. anaerobius	37	1280
37248T	Staphylococcus coagulans	37	74706
36956T	Herminiimonas aquatilis	30	345342
36972T	Staphylococcus muscae	37	1294
36974T	Staphylococcus auricularis	37	29379
36975T	Staphylococcus saprophyticus subsp. bovis	37	29385
36914T	Methylobacterium fujisawaense	30	107400
36915T	Methylorubrum rhodesianum	30	29427
36916T	Methylobacterium zatmanii	30	29429
36886T	Parascardovia denticolens	37	78258
36877T	Corynebacterium imitans	37	156978
36878T	Corynebacterium mucifaciens	37	57171
36813T	Facklamia hominis	37	178214
36819T	Propionibacterium freudenreichii subsp. shermanii	30	1752
36754T	Cutibacterium avidum	37	33010
36690T	Sanguibacter keddieii	30	60920
36691T	Sanguibacter suarezii	30	60921
36672T	Listeria ivanovii subsp. londoniensis	37	202752
35983T	Lactiplantibacillus paraplantarum	37	60520
35729T	Scardovia inopinata	37	78259
35730T	Tsukamurella paurometabola	30-37	2061
35732T	Tsukamurella pulmonis	37	47312
35604T	Schaalia hyovaginalis	37	29316
35596T	Cellulomonas humilata	30-37	144055
35503T	Pseudomonas anguilliseptica	30	53406
35504T	Zoogloea ramigera	30	350
35459T	Butyrivibrio fibrisolvens	37	831
35506T	Agromyces fucosus	30	41985
35507T	Buttiauxella ferragutiae	30	82989
35508T	Buttiauxella gaviniae	30	82990
35509T	Buttiauxella brennerae	30	82988
35510T	Buttiauxella izardii	30	82991
35511T	Buttiauxella noackiae	30	82992
35512T	Buttiauxella warmboldiae	30	82993
35513T	Kluyvera georgiana	30	73098
35514T	Agrococcus jenensis	30	46353
35516T	Staphylococcus hominis subsp. hominis	37	145391
36331T	Gallibacterium melopsittaci	37	516063
36451T	Cricetibacter osteomyelitidis	37	1521931
35435T	Moraxella boevrei	37	346665
35436T	Nocardia pseudobrasiliensis	37	45979
35437T	Rothia dentocariosa	37	2047
35392T	Kocuria varians	37	1272
35333T	Actinomyces naeslundii	37	1655
35299T	Massilia varians	30-37	457921
35234T	Bifidobacterium longum subsp. suis	37	1695
35235T	Bifidobacterium pullorum	37	78448
35224T	Streptococcus gallolyticus subsp. gallolyticus	37	53354
35198T	Tenacibaculum maritimum	25-30	107401
35199T	Flexibacter ovolyticus	15	104270
35201T	Flavobacterium hydatis	22	991
35202T	Flavobacterium johnsoniae	30	986
35204T	Shinella zoogloeoides	30	352475
35206T	Telluria mixta	30	34071
35142T	Staphylococcus capitis subsp. urealyticus	37	74703
35143T	Staphylococcus ureilyticus	37	94138
35144T	Staphylococcus cohnii	37	29382
35132T	Brochothrix thermosphacta	22	2756
35133T	Staphylococcus piscifermentans	18	70258
35103T	Streptococcus phocae	30-37	119224
35026T	Aeromicrobium fastidiosum	30	52699
34975T	Bifidobacterium ruminantium	37	78346
34976T	Bifidobacterium merycicum	37	78345
34977T	Bifidobacterium saeculare	37	1437611
34978T	Bifidobacterium pseudolongum subsp. globosum	37	1690
34979T	Bifidobacterium gallicum	37	78342
34980T	Bifidobacterium subtile	37	77635
34981T	Bifidobacterium pseudolongum subsp. pseudolongum	37	31954
34982T	Bifidobacterium minimum	37	1693
34983T	Bifidobacterium thermophilum	37	33905
34985T	Bifidobacterium indicum	37	1691
34987T	Bifidobacterium magnum	37	1692
34989T	Bifidobacterium pseudocatenulatum	37	28026
34990T	Bifidobacterium gallinarum	37	1437602
34956T	Gordonia bronchialis	37	2054
34957T	Gordonia rubripertincta	37	36822
34959T	Gordonia terrae	37	2055
34964T	Phyllobacterium rubiacearum	25-30	28101
34874T	Psychrobacter glacincola	10-15	56810
34829T	Lactobacillus paracasei subsp. tolerans	30	113557
34785T	Acinetobacter seifertii	44	1530123
34794T	Lautropia mirabilis	37	47671
34703T	Actinomyces gerencseriae	37	52769
34643T	Carnobacterium alterfunditum	16-22	28230
34644T	Carnobacterium funditum	16-18	2752
34538T	Campylobacter hyointestinalis subsp. lawsonii	37	91353
34595T	Tepidimonas aquatica	30-37	247482
34316T	Leptotrichia buccalis	37	40542
34320T	Porphyromonas levii	37	28114
34292T	Alloprevotella tannerae	37	76122
34273T	Candida berthetii	25-30	49323
34274T	Candida tropicalis	25	5482
34269T	Schaalia turicensis	37	131111
34270T	Schaalia radingae	37	131110
34222T	Lactobacillus delbrueckii subsp. delbrueckii	37	83684
34223T	Aerococcus urinae	30	1376
34226T	Desulfovibrio desulfuricans subsp. desulfuricans	37	876
34227T	Desulfovibrio vulgaris subsp. vulgaris	37	881
34168T	Burkholderia stabilis	30	95485
34169T	Burkholderia vietnamiensis	37	60552
34080T	Burkholderia multivorans	37	87883
33984T	Acinetobacter lwoffii	30-37	28090
33938T	Staphylococcus pulvereri	30-37	71237
33906T	Ligilactobacillus animalis	37	1605
33847T	Bordetella hinzii	30	103855
33837T	Helicobacter pullorum	42	35818
33450T	Campylobacter hyoilei	37	195
33768 AT	Campylobacter hyoilei	37	195
33623T	Sporolactobacillus laevolacticus	37	33018
33624T	Limosilactobacillus reuteri	37	1598
33636T	Mammaliicoccus vitulinus	25-37	71237
33637T	Helicobacter hepaticus	37	32025
33639T	Hallella seregens	37	52229
33552T	Arcanobacterium haemolyticum	37	28264
33454T	Chryseobacterium scophthalmum	18	59733
33456T	Limosilactobacillus pontis	37	35787
33457T	Weissella halotolerans	30	1615
33446 AT	Novosphingobium resinovorum	30	158500
33480T	Propioniferax innocua	37	1753
33482T	Streptococcus gordonii	37	1302
33392T	Dolosigranulum pigrum	37	29394
33394T	Vagococcus salmoninarum	22	2739
33494T	Weissella hellenica	20-25	46256
33310T	Enterococcus pseudoavium	37	44007
33296T	Moraxella caprae	35-37	90240
33090T	Microbacterium barkeri	37	33917
33091T	Microbacterium liquefaciens	37	33918
33092T	Microbacterium saperdae	26	69368
33027T	Micrococcus lylae	30-37	1273
33030T	Kytococcus sedentarius	28-37	1276
32997T	Alloiococcus otitis	37	1652
32999T	Globicatella sanguinis	37	13076
33005T	Roseomonas gilardii subsp. gilardii	30-37	204527
33006T	Pseudoroseomonas cervicalis	30-37	525371
32987T	Cutibacterium granulosum	37	33011
32988T	Pelomonas saccharophila	30	304
32989T	Fusobacterium nucleatum subsp. nucleatum	37	76856
32990T	Capnocytophaga haemolytica	37	45243
32991T	Capnocytophaga granulosa	37	45242
32995T	Candida parapsilosis	30	5480
32937T	Buchananella hordeovulneris	37	52770
32879T	Fusobacterium animalis	37	997347
32769T	Pseudomonas agarici	28	46677
32772T	Robbsia andropogonis	26-30	28092
32773T	Pseudomonas asplenii	28	53407
32776T	Pseudomonas cichorii	28	36746
32778T	Pseudomonas corrugata	28	47879
32779T	Pseudomonas ficuserectae	28	53410
32780T	Pseudomonas fuscovaginae	22	50340
32781T	Ralstonia syzygii	28	28097
32760T	Lancefieldella parvula	37	1382
32755T	Clostridium paraputrificum	37	29363
32756T	Helicobacter canis	37	29419
32757T	Actinomyces howellii	37	52771
32758T	Actinomyces denticolens	37	52767
32696T	Leuconostoc gelidum subsp. gelidum	22-30	1607839
32704T	Vagococcus fluvialis	30	2738
32361T	Corynebacterium macginleyi	37	38290
32394T	Schaalia radingae	37	131110
32401T	Schaalia turicensis	37	131111
32293T	Brachybacterium faecium	25	43669
32259T	Secundilactobacillus collinoides	30	33960
32260T	Fructilactobacillus fructivorans	30	1614
32261T	Lentilactobacillus parabuchneri	37	152331
32246T	Leuconostoc fructosum	37	1631
32248T	Lactobacillus kefiranofaciens subsp. kefiranofaciens	30	190905
32250T	Leuconostoc oenos	30	1122618
32251T	Pediococcus damnosus	30	51663
32252T	Winkia neuii subsp. neuii	37	144053
32253T	Winkia neuii subsp. anitrata	37	29318
32254T	Turicella otitidis	37	29321
32228T	Liquorilactobacillus mali	30-37	1618
32229T	Lactobacillus acetotolerans	30	1600
32230T	Ligilactobacillus aviarius	37	1606
32231T	Ligilactobacillus araffinosus	37	147809
32233T	Paucilactobacillus suebicus	30-37	152335
32234T	Loigolactobacillus bifermentans	30-37	1607
32235T	Pediococcus acidilactici	30-37	1254
32236T	Kandleria vitulina	37	1630
32237T	Weissella kandleri	30-37	1616
32238T	Latilactobacillus graminis	30-37	60519
32204T	Tetragenococcus halophilus	30	51669
32205T	Pediococcus pentosaceus	37	1255
32206T	Secundilactobacillus malefermentans	22	176292
32208T	Lactococcus garvieae	30	1363
32209T	Lactococcus raffinolactis	30	1366
32210T	Lactococcus lactis subsp. hordniae	30	203404
32212T	Lactobacillus paracasei subsp. paracasei	30	525337
32213T	Helcococcus kunzii	37	40091
32286T	Leptotrichia goodfellowii	37	157692
32103T	Corynebacterium afermentans subsp. afermentans	37	144183
32105T	Corynebacterium afermentans subsp. lipophilum	37	144184
31996T	Actinomyces bovis	37	1658
31961T	Paraburkholderia fungorum	30	134537
31793T	Varibaculum anthropi	37	1177728
31665T	Clostridium cochlearium	37	1494
31649T	Alloscardovia omnicolens	37	419015
31611T	Streptococcus mitis	37	28037
31484T	Rhodobacter capsulatus	30	1061
31450T	Ligilactobacillus agilis	37	1601
31451T	Lactobacillus gasseri	37	1596
31452T	Limosilactobacillus vaginalis	37	1633
31453T	Ligilactobacillus salivarius	37	1624
31454T	Lactobacillus delbrueckii subsp. lactis	37	29397
31349T	Anaerococcus vaginalis	37	33037
31350T	Peptoniphilus lacrimalis	37	33031
31351T	Anaerococcus lactolyticus	37	33032
31352T	Erysipelothrix tonsillarum	37	38402
31345T	Brevibacillus agri	30	51101
31331T	Latilactobacillus sakei subsp. carnosus	37	214325
31228 AT	Legionella shakespearei	30	45075
31232 AT	Legionella hackeliae	37	449
31233 AT	Legionella birminghamensis	37	28083
31234 AT	Legionella quinlivanii	37	45073
31202T	Novosphingobium capsulatum	30	13688
31166T	Olsenella uli	37	133926
31167T	Atopobium minutum	37	1381
31168T	Lancefieldella rimae	37	1383
31170T	Haemophilus felis	37	123822
31114T	Legionella brunensis	37	29422
31115T	Legionella israelensis	37	454
31116T	Legionella maceachernii	37	466
31118T	Legionella spiritensis	37	452
30977T	Ideonella dechloratans	37-42	36863
30811T	Alishewanella fetalis	37	111143
30818T	Rhodopseudomonas viridis	25	1079
30791T	Citrobacter youngae	37	133448
30792T	Citrobacter braakii	37	57706
30793T	Citrobacter werkmanii	37	67827
30794T	Citrobacter sedlakii	37	67826
30795T	Citrobacter rodentium	37	67825
30796T	Citrobacter gillenii	37	67828
30797T	Citrobacter murliniae	37	67829
30798T	Citrobacter farmeri	37	67824
30722T	Lactobacillus crispatus	37	47770
30723T	Paucilactobacillus vaccinostercus	30	176291
30724T	Lactobacillus gallinarum	37	52242
30725T	Lactobacillus johnsonii	37	33959
30726T	Lactobacillus hamsteri	37	96565
30727T	Lactobacillus intestinalis	37	151781
30682T	Campylobacter helveticus	37	28898
30666T	Loigolactobacillus coryniformis subsp. coryniformis	30	115541
30667T	Loigolactobacillus coryniformis subsp. torquens	30	115542
30668T	Weissella minor	30	1620
30669T	Latilactobacillus curvatus	30	28038
30670T	Levilactobacillus brevis	30	1580
30671T	Companilactobacillus farciminis	30	1612
30672T	Companilactobacillus alimentarius	30	1602
30673T	Lentilactobacillus kefiri	37	33962
30621T	Azospirillum irakense	30	34011
30572T	Enterococcus malodoratus	37	71451
30554T	Simonsiella muelleri	37	72
30555T	Conchiformibius steedae	37	153493
30534T	Clostridium putrefaciens	26	99675
30535T	Bergeyella zoohelcum	30-37	1015
30538T	Weeksella virosa	37	1014
30511 AT	Bifidobacterium breve	37	1685
30501T	Latilactobacillus sakei subsp. sakei	37	214326
30502T	Weissella viridescens	37	1629
30503T	Lactiplantibacillus plantarum	30-37	1590
30485T	Arcobacter butzleri	30-37	28197
30453T	Bartonella vinsonii subsp. vinsonii	37	110577
30454T	Bartonella henselae	37	38323
30456T	Afipia felis	37	1035
30457T	Afipia clevelandensis	37	1034
30458T	Afipia broomeae	37	56946
30459T	Afipia genospecies 1	37	1871052
30460T	Afipia genospecies 2	37	1871052
30461T	Afipia genospecies 3	37	1871052
30450T	Kingella oralis	37	505
30340T	Aeromonas eucrenophila	30	649
30353T	Aeromonas jandaei	30	650
30254T	Campylobacter showae	37	204
30198T	Leuconostoc gelidum subsp. gelidum	22	1607839
30199T	Leuconostoc oenos	22	1122618
30156T	Tatumella citrea	30-37	53336
30159T	Tatumella punctata	30	399969
30161T	Tatumella terrea	30	419007
30137T	Amylolactobacillus amylophilus	28	1603
30138T	Limosilactobacillus fermentum	37	1613
30139T	Lactobacillus helveticus	37	1587
30140T	Lentilactobacillus hilgardii	37	1588
30141T	Loigolactobacillus mali	30	1618
30142T	Carnobacterium maltaromaticum	30	2751
30143T	Fructilactobacillus sanfranciscensis	30	1625
30113T	Weissella confusa	30-37	1583
30094T	Carnobacterium divergens	30	2748
30095T	Carnobacterium gallinarum	30	2749
30096T	Carnobacterium mobile	30	2750
30102T	Planomonospora	30	244
30103T	Iodobacter fluviatile	25	537
30107T	Staphylococcus delphini	37	53344
30110T	Staphylococcus kloosii	37	29384
30059T	Leuconostoc carnosum	30	1252
30060T	Leuconostoc citreum	37	33964
30063T	Leuconostoc pseudomesenteroides	37	33968
30064T	Leuconostoc lactis	37	1246
30065T	Leuconostoc mesenteroides subsp. dextranicum	30	33966
30066T	Leuconostoc mesenteroides subsp. mesenteroides	37	33967
30068T	Weissella paramesenteroides	37	1249
30038T	Salmonella enterica subsp. indica	30	59207
30039T	Salmonella enterica subsp. salamae	30	59202
30040T	Salmonella enterica subsp. diarizonae	30	59204
30041T	Salmonella enterica subsp. houtenae	30	59205
30042T	Salmonella bongori	30	54736
29665T	Legionella anisa	37	28082
29667T	Legionella erythra	37	448
29670T	Legionella parisiensis	37	45071
29672T	Legionella sainthelensi	37	28087
29564T	Aerococcus urinae	30	1376
29542T	Prevotella denticola	37	28129
29543T	Aeromonas jandaei	37	650
29304T	Flavobacterium aquatile	20	245
29291T	Aerococcus urinae	30	1376
29292T	Enterococcus raffinosus	37	71452
29255T	Helicobacter pametensis	37	95149
29261T	Helicobacter 'Bird-C'	37	218
29263T	Helicobacter acinonyx	37	212
28996T	Cellulomonas flavigena	26-42	1711
28997T	Arthrobacter globiformis	30	1665
29000T	Microbacterium flavescens	37	69366
29001T	Brevibacterium casei	30-37	33889
29062T	Mycobacterium gastri	37	1777
29114T	Mycobacterium simiae	37	1784
28958T	Rhizopus oryzae	20	64495
28903T	Bifidobacterium longum subsp. longum	37	1679
28881T	Paenibacillus popilliae	37	78057
28882T	Bacillus psychrosaccharolyticus	20-30	1407
28883T	Paenibacillus lentimorbus	30	78058
28887T	Geobacillus thermoglucosidasius	56	1426
28889T	Peribacillus simplex	30-37	1478
28890T	Geobacillus kaustophilus	56	1462
28831T	Aerococcus christensenii	37	87541
28833T	Pasteurella caballi	37	243701
28805T	Vibrio navarrensis	30-37	29495
28779T	Corynebacterium accolens	37	38284
28746T	Lactobacillus iners	37	147802
28588T	Streptococcus pneumoniae	37	1313
28583T	Vibrio aestuarianus	26	28171
28584T	Vibrio harveyi	26	669
28585T	Vibrio nereis	30	693
28515T	Paenibacillus larvae	37	1464
28516T	Alkalihalobacillus alcalophilus	30	1445
28517T	Schinkia azotoformans	37	1454
28521T	Alicyclobacillus acidocaldarius	56	405212
28523T	Paenibacillus glucanolyticus	30	59843
28439T	Pediococcus parvulus	37	54062
28285 BT	Actinobacillus muris	30-37	67855
28149T	Acidipropionibacterium thoenii	37	1751
28088T	Clostridium moniliforme	37	39489
28089T	Lachnoanaerobaculum saburreum comb nov	37	467210
28091T	Holdemanella biformis	37	1735
28093T	Flavonifractor plautii	37	292800
28094T	Aerococcus urinaeequi	37	51665
28008T	Mycobacterium thermoresistibile	37	1797
28009T	Mycobacterium nonchromogenicum	37	1782
27973T	Mycobacterium fortuitum subsp. fortuitum	37	1214102
27976T	Mycobacterium peregrinum	37	43304
27888T	Streptococcus hyointestinalis	37	1337
27894T	Enterococcus columbae	37	1355
27876T	Bradyrhizobium japonicum	30	375
27879T	Sinorhizobium meliloti	30	382
27816T	Propionibacterium lymphophilum	37	33012
27820T	Aeromonas schubertii	30	652
27821T	Aeromonas veronii	30	654
27824T	Dichelobacter nodosus	37	870
27825T	Tissierella praeacuta	37	43131
27827T	Prevotella heparinolytica	37	28113
27809T	Granulicatella adiacens	37	46124
27787T	Mycobacterium kansasii	37	1768
27720T	Campylobacter gracilis	37	824
27661T	Streptococcus canis	37	1329
27639T	Abiotrophia defectiva	37	46125
27640T	Streptococcus intestinalis	37	29389
27642T	Streptococcus ratti	37	1341
27643T	Enterococcus saccharolyticus	37	41997
27535T	Corynebacterium kutscheri	37	35755
27538T	Corynebacterium mycetoides	30-42	38302
27539T	Corynebacterium pseudodiphtheriticum	37	37637
27545T	Corynebacterium matruchotii	37	43768
27420T	Actinotignum schaalii	37	59505
27413T	Bacillus smithii	56	1479
27414T	Paenibacillus lautus	37	1401
27296T	Streptococcus acidominimus	37	1326
27301T	Streptococcus dysgalactiae subsp. dysgalactiae	37	99822
27303T	Streptococcus iniae	30-37	1346
27291T	Sphingomonas parapaucimobilis	30	28213
27294T	Actinomyces graevenitzii	37	55565
27188T	Pasteurella lymphangitidis	37	633
27190T	Bieberiella trehalosi	37	47735
27192T	Corynebacterium jeikeium	37	38289
27193T	Corynebacterium pilosum	37	35756
