ncbiTaxID	Source_ID	Name	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
52771	32757T	Actinomyces howellii	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces
52767	32758T	Actinomyces denticolens	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces
1607839	32696T	Leuconostoc gelidum subsp. gelidum	22-30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
2738	32704T	Vagococcus fluvialis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
38290	32361T	Corynebacterium macginleyi	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
131110	32394T	Schaalia radingae	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia
131111	32401T	Schaalia turicensis	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia
43669	32293T	Brachybacterium faecium	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
33960	32259T	Secundilactobacillus collinoides	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus
1614	32260T	Fructilactobacillus fructivorans	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
152331	32261T	Lentilactobacillus parabuchneri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus
1631	32246T	Leuconostoc fructosum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus
190905	32248T	Lactobacillus kefiranofaciens subsp. kefiranofaciens	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1122618	32250T	Leuconostoc oenos	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus
51663	32251T	Pediococcus damnosus	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
144053	32252T	Winkia neuii subsp. neuii	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Winkia
29318	32253T	Winkia neuii subsp. anitrata	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Winkia
29321	32254T	Turicella otitidis	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1618	32228T	Liquorilactobacillus mali	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus
1600	32229T	Lactobacillus acetotolerans	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1606	32230T	Ligilactobacillus aviarius	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
147809	32231T	Ligilactobacillus araffinosus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
152335	32233T	Paucilactobacillus suebicus	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus
1607	32234T	Loigolactobacillus bifermentans	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
1254	32235T	Pediococcus acidilactici	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
1630	32236T	Kandleria vitulina	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Kandleria
1616	32237T	Weissella kandleri	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
60519	32238T	Latilactobacillus graminis	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
51669	32204T	Tetragenococcus halophilus	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus
1255	32205T	Pediococcus pentosaceus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
176292	32206T	Secundilactobacillus malefermentans	22	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus
1363	32208T	Lactococcus garvieae	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
1366	32209T	Lactococcus raffinolactis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
203404	32210T	Lactococcus lactis subsp. hordniae	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
525337	32212T	Lactobacillus paracasei subsp. paracasei	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
40091	32213T	Helcococcus kunzii	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus
157692	32286T	Leptotrichia goodfellowii	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia
144183	32103T	Corynebacterium afermentans subsp. afermentans	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
144184	32105T	Corynebacterium afermentans subsp. lipophilum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1658	31996T	Actinomyces bovis	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces
134537	31961T	Paraburkholderia fungorum	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
1177728	31793T	Varibaculum anthropi	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Varibaculum
1494	31665T	Clostridium cochlearium	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
419015	31649T	Alloscardovia omnicolens	37	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia
28037	31611T	Streptococcus mitis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1061	31484T	Rhodobacter capsulatus	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter
1601	31450T	Ligilactobacillus agilis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
1596	31451T	Lactobacillus gasseri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1633	31452T	Limosilactobacillus vaginalis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
1624	31453T	Ligilactobacillus salivarius	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
29397	31454T	Lactobacillus delbrueckii subsp. lactis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
33037	31349T	Anaerococcus vaginalis	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
33031	31350T	Peptoniphilus lacrimalis	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
33032	31351T	Anaerococcus lactolyticus	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
38402	31352T	Erysipelothrix tonsillarum	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
51101	31345T	Brevibacillus agri	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
214325	31331T	Latilactobacillus sakei subsp. carnosus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
45075	31228 AT	Legionella shakespearei	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
449	31232 AT	Legionella hackeliae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
28083	31233 AT	Legionella birminghamensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
45073	31234 AT	Legionella quinlivanii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
13688	31202T	Novosphingobium capsulatum	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
133926	31166T	Olsenella uli	37	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
1381	31167T	Atopobium minutum	37	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
1383	31168T	Lancefieldella rimae	37	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella
123822	31170T	Haemophilus felis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	
29422	31114T	Legionella brunensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
454	31115T	Legionella israelensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
466	31116T	Legionella maceachernii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
452	31118T	Legionella spiritensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
36863	30977T	Ideonella dechloratans	37-42	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella
111143	30811T	Alishewanella fetalis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella
1079	30818T	Rhodopseudomonas viridis	25	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris
133448	30791T	Citrobacter youngae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
57706	30792T	Citrobacter braakii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67827	30793T	Citrobacter werkmanii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67826	30794T	Citrobacter sedlakii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67825	30795T	Citrobacter rodentium	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67828	30796T	Citrobacter gillenii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67829	30797T	Citrobacter murliniae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
67824	30798T	Citrobacter farmeri	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
47770	30722T	Lactobacillus crispatus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
176291	30723T	Paucilactobacillus vaccinostercus	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus
52242	30724T	Lactobacillus gallinarum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
33959	30725T	Lactobacillus johnsonii	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
96565	30726T	Lactobacillus hamsteri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
151781	30727T	Lactobacillus intestinalis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
28898	30682T	Campylobacter helveticus	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
115541	30666T	Loigolactobacillus coryniformis subsp. coryniformis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
115542	30667T	Loigolactobacillus coryniformis subsp. torquens	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
1620	30668T	Weissella minor	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
28038	30669T	Latilactobacillus curvatus	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
1580	30670T	Levilactobacillus brevis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
1612	30671T	Companilactobacillus farciminis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus
1602	30672T	Companilactobacillus alimentarius	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus
33962	30673T	Lentilactobacillus kefiri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus
34011	30621T	Azospirillum irakense	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Niveispirillum
71451	30572T	Enterococcus malodoratus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
72	30554T	Simonsiella muelleri	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella
153493	30555T	Conchiformibius steedae	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius
99675	30534T	Clostridium putrefaciens	26	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1015	30535T	Bergeyella zoohelcum	30-37	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Bergeyella
1014	30538T	Weeksella virosa	37	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksella
1685	30511 AT	Bifidobacterium breve	37	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
214326	30501T	Latilactobacillus sakei subsp. sakei	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
1629	30502T	Weissella viridescens	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
1590	30503T	Lactiplantibacillus plantarum	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
28197	30485T	Arcobacter butzleri	30-37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter
110577	30453T	Bartonella vinsonii subsp. vinsonii	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
38323	30454T	Bartonella henselae	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
1035	30456T	Afipia felis	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
1034	30457T	Afipia clevelandensis	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
56946	30458T	Afipia broomeae	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
1871052	30459T	Afipia genospecies 1	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
1871052	30460T	Afipia genospecies 2	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
1871052	30461T	Afipia genospecies 3	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
505	30450T	Kingella oralis	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
649	30340T	Aeromonas eucrenophila	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
650	30353T	Aeromonas jandaei	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
204	30254T	Campylobacter showae	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
1607839	30198T	Leuconostoc gelidum subsp. gelidum	22	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1122618	30199T	Leuconostoc oenos	22	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus
53336	30156T	Tatumella citrea	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
399969	30159T	Tatumella punctata	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
419007	30161T	Tatumella terrea	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
1603	30137T	Amylolactobacillus amylophilus	28	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus
1613	30138T	Limosilactobacillus fermentum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
1587	30139T	Lactobacillus helveticus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1588	30140T	Lentilactobacillus hilgardii	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus
1618	30141T	Loigolactobacillus mali	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus
2751	30142T	Carnobacterium maltaromaticum	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
1625	30143T	Fructilactobacillus sanfranciscensis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
1583	30113T	Weissella confusa	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
2748	30094T	Carnobacterium divergens	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
2749	30095T	Carnobacterium gallinarum	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
2750	30096T	Carnobacterium mobile	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
244	30102T	Planomonospora	30	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planomicrobium
537	30103T	Iodobacter fluviatile	25	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Iodobacter
53344	30107T	Staphylococcus delphini	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
29384	30110T	Staphylococcus kloosii	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1252	30059T	Leuconostoc carnosum	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
33964	30060T	Leuconostoc citreum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
33968	30063T	Leuconostoc pseudomesenteroides	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1246	30064T	Leuconostoc lactis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
33966	30065T	Leuconostoc mesenteroides subsp. dextranicum	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
33967	30066T	Leuconostoc mesenteroides subsp. mesenteroides	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1249	30068T	Weissella paramesenteroides	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
59207	30038T	Salmonella enterica subsp. indica	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59202	30039T	Salmonella enterica subsp. salamae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59204	30040T	Salmonella enterica subsp. diarizonae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
59205	30041T	Salmonella enterica subsp. houtenae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
54736	30042T	Salmonella bongori	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28082	29665T	Legionella anisa	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
448	29667T	Legionella erythra	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
45071	29670T	Legionella parisiensis	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
28087	29672T	Legionella sainthelensi	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
1376	29564T	Aerococcus urinae	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
28129	29542T	Prevotella denticola	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
650	29543T	Aeromonas jandaei	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
245	29304T	Flavobacterium aquatile	20	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1376	29291T	Aerococcus urinae	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
71452	29292T	Enterococcus raffinosus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
95149	29255T	Helicobacter pametensis	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
218	29261T	Helicobacter 'Bird-C'	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
212	29263T	Helicobacter acinonyx	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
1711	28996T	Cellulomonas flavigena	26-42	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1665	28997T	Arthrobacter globiformis	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter
69366	29000T	Microbacterium flavescens	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
33889	29001T	Brevibacterium casei	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
1777	29062T	Mycobacterium gastri	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
1784	29114T	Mycobacterium simiae	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
64495	28958T	Rhizopus oryzae	20	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
1679	28903T	Bifidobacterium longum subsp. longum	37	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
78057	28881T	Paenibacillus popilliae	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1407	28882T	Bacillus psychrosaccharolyticus	20-30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus
78058	28883T	Paenibacillus lentimorbus	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1426	28887T	Geobacillus thermoglucosidasius	56	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Parageobacillus
1478	28889T	Peribacillus simplex	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus
1462	28890T	Geobacillus kaustophilus	56	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
87541	28831T	Aerococcus christensenii	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
243701	28833T	Pasteurella caballi	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
29495	28805T	Vibrio navarrensis	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
38284	28779T	Corynebacterium accolens	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
147802	28746T	Lactobacillus iners	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1313	28588T	Streptococcus pneumoniae	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
28171	28583T	Vibrio aestuarianus	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
669	28584T	Vibrio harveyi	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
693	28585T	Vibrio nereis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
1464	28515T	Paenibacillus larvae	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1445	28516T	Alkalihalobacillus alcalophilus	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus
1454	28517T	Schinkia azotoformans	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Schinkia
405212	28521T	Alicyclobacillus acidocaldarius	56	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
59843	28523T	Paenibacillus glucanolyticus	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
54062	28439T	Pediococcus parvulus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
67855	28285 BT	Actinobacillus muris	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Muribacter
1751	28149T	Acidipropionibacterium thoenii	37	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
39489	28088T	Clostridium moniliforme	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
467210	28089T	Lachnoanaerobaculum saburreum comb nov	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum
1735	28091T	Holdemanella biformis	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
292800	28093T	Flavonifractor plautii	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor
51665	28094T	Aerococcus urinaeequi	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
1797	28008T	Mycobacterium thermoresistibile	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
1782	28009T	Mycobacterium nonchromogenicum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter
