Name	Strain	Temp	Source_ID	ncbiTaxID	Genome
Saccharomyces cerevisiae	IFI 473	26	CECT 12658	4932	
Saccharomyces cerevisiae	IFI 474	26	CECT 12659	4932	
Saccharomyces cerevisiae	IFI 475	26	CECT 12660	4932	
Saccharomyces cerevisiae	IFI 476	26	CECT 12661	4932	
Saccharomyces cerevisiae	IFI 479	26	CECT 12662	4932	
Saccharomyces cerevisiae	IFI 480	26	CECT 12663	4932	
Saccharomyces cerevisiae	IFI 481	26	CECT 12664	4932	
Saccharomyces cerevisiae	IFI 489	26	CECT 12665	4932	
Saccharomyces cerevisiae	IFI 497	26	CECT 12666	4932	
Saccharomyces cerevisiae	IFI 498	26	CECT 12667	4932	
Saccharomyces cerevisiae	IFI 506	26	CECT 12668	4932	
Saccharomyces pastorianus	IFI 556	26	CECT 12669	27292	
Lachancea thermotolerans	IFI 602	26	CECT 12670	381046	
Lachancea thermotolerans	IFI 615	26	CECT 12671	381046	
Lachancea thermotolerans	IFI 617	26	CECT 12672	381046	
Saccharomyces cerevisiae	IFI 649	26	CECT 12673	4932	
Kazachstania exigua	IFI 658	26	CECT 12674	34358	
Saccharomyces cerevisiae	IFI 664	26	CECT 12675	4932	
Saccharomyces cerevisiae	IFI 665	26	CECT 12676	4932	
Saccharomyces cerevisiae	IFI 691	26	CECT 12677	4932	
Saccharomyces cerevisiae	IFI 692	26	CECT 12678	4932	
Saccharomyces cerevisiae	IFI 693	26	CECT 12679	4932	
Saccharomyces cerevisiae	IFI 695	26	CECT 12680	4932	
Saccharomyces bayanus	IFI 697	26	CECT 12681	4931	
Saccharomyces bayanus	IFI 698	26	CECT 12682	4931	
Lachancea thermotolerans	IFI 699	26	CECT 12683	381046	
Saccharomyces bayanus	IFI 700	26	CECT 12684	4931	
Saccharomyces bayanus	IFI 701	26	CECT 12685	4931	
Saccharomyces bayanus	IFI 702	26	CECT 12686	4931	
Saccharomyces paradoxus	IFI 703	26	CECT 12687	27291	
Saccharomyces bayanus	IFI 704	26	CECT 12688	4931	
Saccharomyces cerevisiae	IFI 706	26	CECT 12689	4932	
Saccharomyces cerevisiae	IFI 707	26	CECT 12690	4932	
Zygosaccharomyces bailii	IFI 708	26	CECT 12691	4954	
Saccharomyces bayanus	IFI 709	26	CECT 12692	4931	
Saccharomyces cerevisiae	IFI 710	26	CECT 12693	4932	
Yarrowia lipolytica	IFI 711	26	CECT 12694	4952	
Hanseniaspora uvarum	IFI 712	26	CECT 12695	29833	
Saccharomyces cerevisiae	IFI 715	26	CECT 12696	4932	
Saccharomyces cerevisiae	IFI 716	26	CECT 12697	4932	
Torulaspora delbrueckii	IFI 717	26	CECT 12698	4950	
Torulaspora delbrueckii	IFI 718	26	CECT 12699	4950	
Torulaspora delbrueckii	IFI 719	26	CECT 12700	4950	
Torulaspora delbrueckii	IFI 720	26	CECT 12701	4950	
Saccharomyces cerevisiae	IFI 722	26	CECT 12702	4932	
Torulaspora delbrueckii	IFI 723	26	CECT 12703	4950	
Torulaspora delbrueckii	IFI 724	26	CECT 12704	4950	
Torulaspora delbrueckii	IFI 725	26	CECT 12705	4950	
Torulaspora delbrueckii	IFI 726	26	CECT 12706	4950	
Torulaspora delbrueckii	IFI 727	26	CECT 12707	4950	
Torulaspora delbrueckii	IFI	26	CECT 12708	4950	
Torulaspora delbrueckii	IFI 730	26	CECT 12709	4950	
Torulaspora delbrueckii	IFI 731	26	CECT 12710	4950	
Torulaspora delbrueckii	IFI 732	26	CECT 12711	4950	
Torulaspora delbrueckii	IFI 733	26	CECT 12712	4950	
Torulaspora delbrueckii	IFI 742	26	CECT 12713	4950	
Torulaspora delbrueckii	IFI 746	26	CECT 12714	4950	
Torulaspora delbrueckii	IFI 749	26	CECT 12715	4950	
Torulaspora delbrueckii	IFI 750	26	CECT 12716	4950	
Torulaspora delbrueckii	IFI 767	26	CECT 12717	4950	
Torulaspora delbrueckii	IFI 768	26	CECT 12718	4950	
Torulaspora delbrueckii	IFI 774	26	CECT 12719	4950	
Torulaspora delbrueckii	IFI 775	26	CECT 12720	4950	
Torulaspora delbrueckii	IFI 778	26	CECT 12721	4950	
Torulaspora delbrueckii	IFI 782	26	CECT 12722	4950	
Torulaspora delbrueckii	IFI 783	26	CECT 12723	4950	
Torulaspora delbrueckii	IFI 784	26	CECT 12724	4950	
Torulaspora delbrueckii	IFI 785	26	CECT 12725	4950	
Torulaspora delbrueckii	IFI 786	26	CECT 12726	4950	
Torulaspora delbrueckii	IFI 787	26	CECT 12727	4950	
Torulaspora delbrueckii	IFI 789	26	CECT 12728	4950	
Torulaspora delbrueckii	IFI 790	26	CECT 12729	4950	
Torulaspora delbrueckii	IFI 791	26	CECT 12730	4950	
Torulaspora delbrueckii	IFI 792	26	CECT 12731	4950	
Torulaspora delbrueckii	IFI 793	26	CECT 12732	4950	
Torulaspora delbrueckii	IFI 794	26	CECT 12733	4950	
Torulaspora delbrueckii	IFI 795	26	CECT 12734	4950	
Torulaspora delbrueckii	IFI 796	26	CECT 12735	4950	
Torulaspora delbrueckii	IFI 798	26	CECT 12736	4950	
Saccharomyces cerevisiae	IFI 799	26	CECT 12737	4932	
Saccharomyces bayanus	IFI 801	26	CECT 12738	4931	
Saccharomyces bayanus	IFI 802	26	CECT 12739	4931	
Saccharomyces bayanus	IFI 803	26	CECT 12740	4931	
Saccharomyces bayanus	IFI 804	26	CECT 12741	4931	
Saccharomyces bayanus	IFI 805	26	CECT 12742	4931	
Saccharomyces bayanus	IFI 806	26	CECT 12743	4931	
Saccharomyces bayanus	IFI 807	26	CECT 12744	4931	
Torulaspora delbrueckii	IFI 809	26	CECT 12745	4950	
Torulaspora delbrueckii	IFI 810	26	CECT 12746	4950	
Torulaspora delbrueckii	IFI 811	26	CECT 12747	4950	
Torulaspora delbrueckii	IFI 812	26	CECT 12748	4950	
Saccharomyces cerevisiae	IFI 813	26	CECT 12749	4932	
Saccharomyces cerevisiae	IFI 814	26	CECT 12750	4932	
Saccharomyces cerevisiae	IFI 815	26	CECT 12751	4932	
Torulaspora delbrueckii	IFI 830	26	CECT 12752	4950	
Debaryomyces hansenii	IFI 866	26	CECT 12753	4959	
Candida intermedia	IFI 872	26	CECT 12754	-1	
Hanseniaspora guilliermondii	IFI 898	26	CECT 12755	56406	
Hanseniaspora guilliermondii	IFI 899	26	CECT 12756	56406	
Hanseniaspora guilliermondii	IFI 910	26	CECT 12757	56406	
Wickerhamomyces subpelliculosus	IFI 918	26	CECT 12758	1194211	
Wickerhamomyces subpelliculosus	IFI 920	26	CECT 12759	1194211	
Wickerhamomyces subpelliculosus	IFI 921	26	CECT 12760	1194211	
Wickerhamomyces subpelliculosus	IFI 922	26	CECT 12761	1194211	
Wickerhamomyces subpelliculosus	IFI 923	26	CECT 12762	1194211	
Wickerhamomyces subpelliculosus	IFI 924	26	CECT 12763	1194211	
Wickerhamomyces anomalus	IFI 925	26	CECT 12764	4927	
Wickerhamomyces anomalus	IFI 926	26	CECT 12765	4927	
Wickerhamomyces anomalus	IFI 927	26	CECT 12766	4927	
Wickerhamomyces anomalus	IFI 928	26	CECT 12767	4927	
Wickerhamomyces anomalus	IFI 929	26	CECT 12768	4927	
Williopsis saturnus	IFI 931	26	CECT 12769	-1	
Wickerhamomyces anomalus	IFI 932	26	CECT 12770	4927	
Wickerhamomyces anomalus	IFI 933	26	CECT 12771	4927	
Wickerhamomyces anomalus	IFI 934	26	CECT 12772	4927	
Schizosaccharomyces pombe	IFI 935	26	CECT 12773	4896	
Schizosaccharomyces pombe	IFI 936	26	CECT 12774	4896	
Schizosaccharomyces pombe	IFI 939	26	CECT 12776	4896	
Wickerhamomyces subpelliculosus	IFI 943	26	CECT 12777	1194211	
Pichia holstii	IFI 944	26	CECT 12778	-1	
Pichia holstii	IFI 945	26	CECT 12779	-1	
Pichia membranifaciens	IFI 946	26	CECT 12780	4926	
Pichia membranifaciens	IFI 947	26	CECT 12781	4926	
Pichia membranifaciens	IFI 948	26	CECT 12782	4926	
Wickerhamomyces anomalus	IFI 949	26	CECT 12783	4927	
Pichia membranifaciens	IFI 950	26	CECT 12784	4926	
Pichia membranifaciens	IFI 951	26	CECT 12785	4926	
Wickerhamomyces anomalus	IFI 952	26	CECT 12786	4927	
Kregervanrija fluxuum	IFI 954	26	CECT 12787	324740	
Kregervanrija fluxuum	IFI 955	26	CECT 12788	324740	
Wickerhamomyces anomalus	IFI 956	26	CECT 12789	4927	
Metschnikowia pulcherrima	IFI 959	26	CECT 12790	27326	
Meyerozyma guilliermondii	IFI 962	26	CECT 12791	4929	
Priceomyces carsonii	IFI 965	26	CECT 12792	28549	
Priceomyces carsonii	IFI 966	26	CECT 12793	28549	
Saccharomycodes ludwigii	IFI 974	26	CECT 12794	36035	
Saccharomycodes ludwigii	IFI 975	26	CECT 12795	36035	
Saccharomycodes ludwigii	IFI 976	26	CECT 12796	36035	
Saccharomycodes ludwigii	IFI 979	26	CECT 12797	36035	
Saccharomycodes ludwigii	IFI 980	26	CECT 12798	36035	
Saccharomycodes ludwigii	IFI 981	26	CECT 12799	36035	
Sporidiobolus pararoseus	IFI 985	26	CECT 12801	-1	
Naganishia globosa	IFI 994	26	CECT 12802	104412	
Nakazawaea pomicola	IFI 1114	26	CECT 12803	1538183	
Wickerhamomyces anomalus	IFI 1115	26	CECT 12804	4927	
Wickerhamomyces anomalus	IFI 1117	26	CECT 12805	4927	
Wickerhamomyces anomalus	IFI 1118	26	CECT 12806	4927	
Wickerhamomyces anomalus	IFI 1119	26	CECT 12807	4927	
Wickerhamomyces anomalus	IFI 1120	26	CECT 12808	4927	
Wickerhamomyces anomalus	IFI 1123	26	CECT 12809	4927	
Wickerhamomyces anomalus	IFI 1124	26	CECT 12810	4927	
Wickerhamomyces subpelliculosus	IFI 1125	26	CECT 12811	1194211	
Wickerhamomyces anomalus	IFI 1128	26	CECT 12812	4927	
Lachancea thermotolerans	IFI 1135	26	CECT 12813	381046	
Torulaspora delbrueckii	IFI 1140	26	CECT 12814	4950	
Lachancea waltii	IFI 1141	26	CECT 12815	4914	
Saccharomyces sp	IFI 1142	26	CECT 12816	-1	
Lachancea waltii	IFI 1143	26	CECT 12817	4914	
Lachancea thermotolerans	IFI 1144	26	CECT 12818	381046	
Saccharomyces cerevisiae	IFI 1145	26	CECT 12819	4932	
Lachancea waltii	IFI 1147	26	CECT 12820	4914	
Schizosaccharomyces pombe	IFI 1148	26	CECT 12821	4896	
Lachancea thermotolerans	IFI 1149	26	CECT 12822	381046	
Metschnikowia pulcherrima	IFI 1198	26	CECT 12823	27326	
Metschnikowia pulcherrima	IFI 1199	26	CECT 12824	27326	
Metschnikowia pulcherrima	IFI 1200	26	CECT 12825	27326	
Metschnikowia pulcherrima	IFI 1204	26	CECT 12826	27326	
Metschnikowia pulcherrima	IFI 1205	26	CECT 12827	27326	
Metschnikowia pulcherrima	IFI 1206	26	CECT 12828	27326	
Metschnikowia pulcherrima	IFI 1207	26	CECT 12829	27326	
Metschnikowia pulcherrima	IFI 1209	26	CECT 12830	27326	
Metschnikowia pulcherrima	IFI 1210	26	CECT 12831	27326	
Yarrowia lipolytica	IFI 1211	26	CECT 12832	4952	
Yarrowia lipolytica	IFI 1212	26	CECT 12833	4952	
Metschnikowia pulcherrima	IFI 1218	26	CECT 12834	27326	
Metschnikowia pulcherrima	IFI 1219	26	CECT 12835	27326	
Metschnikowia pulcherrima	IFI 1222	26	CECT 12836	27326	
Metschnikowia pulcherrima	IFI 1223	26	CECT 12837	27326	
Metschnikowia pulcherrima	IFI 1240	26	CECT 12838	27326	
Meyerozyma guilliermondii	IFI 1242	26	CECT 12839	4929	
Debaryomyces sp.	IFI 1243	26	CECT 12840	-1	
Metschnikowia pulcherrima	IFI 1244	26	CECT 12841	27326	
Issatchenkia orientalis	IFI 1245	26	CECT 12842	-1	
Issatchenkia orientalis	IFI 1250	26	CECT 12843	-1	
Issatchenkia orientalis	IFI 1251	26	CECT 12844	-1	
Wickerhamomyces subpelliculosus	IFI 1253	26	CECT 12845	1194211	
Cyberlindnera jadinii	IFI 1255	26	CECT 12846	4903	
Kregervanrija fluxuum	IFI 1260	26	CECT 12847	324740	
Candida zeylanoides	IFI 1270	26	CECT 12848	-1	
Torulaspora delbrueckii	IFI 1303	26	CECT 12850	4950	
Debaryomyces hansenii	IFI 1307	26	CECT 12851	4959	
Debaryomyces hansenii	IFI 1308	26	CECT 12852	4959	
Yamadazyma mexicana	IFI 1309	26	CECT 12853	1276170	
Yamadazyma mexicana	IFI 1310	26	CECT 12854	1276170	
Yamadazyma mexicana	IFI 1311	26	CECT 12855	1276170	
Metschnikowia pulcherrima	IFI 1313	26	CECT 12856	27326	
Yamadazyma mexicana	IFI 1315	26	CECT 12857	1276170	
Yamadazyma mexicana	IFI1317	26	CECT 12858	1276170	
Torulaspora delbrueckii	IFI 1320	26	CECT 12859	4950	
Torulaspora delbrueckii	IFI 1322	26	CECT 12860	4950	
Issatchenkia orientalis	IFI 1324	26	CECT 12861	-1	
Nakazawaea pomicola	IFI 1326	26	CECT 12863	1538183	
Torulaspora delbrueckii	IFI 1327	26	CECT 12864	4950	
Candida inconspicua	IFI 1328	26	CECT 12865	-1	
Kluyveromyces lactis	IFI 1329	26	CECT 12866	28985	
Kluyveromyces lactis	IFI 1330	26	CECT 12867	28985	
Torulaspora delbrueckii	IFI 1331	26	CECT 12868	4950	
Pichia membranifaciens	IFI 1331	26	CECT 12869	4926	
Candida parapsilosis	IFI 1336	26	CECT 12870	5480	
Issatchenkia orientalis	IFI 1337	26	CECT 12871	-1	
Pichia kudriavzevii	IFI 1338	26	CECT 12872	4909	
Metschnikowia pulcherrima	IFI 1339	26	CECT 12873	27326	
Wickerhamomyces anomalus	IFI 1341	26	CECT 12874	4927	
Wickerhamomyces anomalus	IFI 1342	26	CECT 12875	4927	
Candida solani	IFI 1343	26	CECT 12876	-1	
Candida solani	IFI 1344	26	CECT 12877	-1	
Candida solani	IFI 1345	26	CECT 12878	-1	
Candida solani	IFI 1346	26	CECT 12879	-1	
Candida solani	IFI 1347	26	CECT 12880	-1	
Candida solani	IFI 1348	26	CECT 12881	-1	
Metschnikowia pulcherrima	IFI 1349	26	CECT 12882	27326	
Clavispora lusitaniae	IFI 1355	26	CECT 12883	36911	
Clavispora lusitaniae	IFI 1357	26	CECT 12884	36911	
Clavispora lusitaniae	IFI 1359	26	CECT 12885	36911	
Clavispora lusitaniae	IFI 1360	26	CECT 12886	36911	
Clavispora lusitaniae	IFI 1361	26	CECT 12887	36911	
Clavispora lusitaniae	IFI 1362	26	CECT 12888	36911	
Wickerhamomyces anomalus	IFI 1378	26	CECT 12889	4927	
Wickerhamomyces canadensis	IFI 1379	26	CECT 12890	1156965	
Rhodotorula mucilaginosa	IFI 1390	26	CECT 12891	5537	
Rhodotorula mucilaginosa	IFI 1391	26	CECT 12892	5537	
Sporidiobolus pararoseus	IFI 1392	26	CECT 12893	-1	
Rhodotorula mucilaginosa	IFI 1416	26	CECT 12894	5537	
Rhodotorula dairenensis	IFI 1420	26	CECT 12895	86832	
Rhodotorula dairenensis	IFI 1421	26	CECT 12896	86832	
Rhodotorula mucilaginosa	IFI 1429	26	CECT 12897	5537	
Metschnikowia pulcherrima	IFI 1459	26	CECT 12898	27326	
Candida oleophila	IFI 1460	26	CECT 12899	-1	
Candida intermedia	IFI 1479	26	CECT 12902	-1	
Wickerhamomyces anomalus	IFI 1503	26	CECT 12903	4927	
Saccharomyces bayanus	IFI 1557	26	CECT 12904	4931	
Saccharomyces bayanus	IFI 1567	26	CECT 12905	4931	
Saccharomyces cerevisiae	IFI 1627	26	CECT 12906	4932	
Saccharomyces cerevisiae	IFI 1663	26	CECT 12907	4932	
Saccharomyces cerevisiae	IFI 1682	26	CECT 12908	4932	
Saccharomyces cerevisiae	IFI 1685	26	CECT 12909	4932	
Saccharomyces cerevisiae	IFI 1693	26	CECT 12910	4932	
Saccharomyces cerevisiae	IFI 1695	26	CECT 12911	4932	
Saccharomyces cerevisiae	IFI 1696	26	CECT 12912	4932	
Metschnikowia chrysoperlae	IFI 1934	26	CECT 12915	261276	
Pichia membranifaciens	IFI 1942	26	CECT 12916	4926	
Zygosaccharomyces rouxii	IFI 1957	26	CECT 12917	4956	
Schizosaccharomyces pombe	IFI 2139	26	CECT 12918	4896	
Zygosaccharomyces rouxii	IFI 2144	26	CECT 12919	4956	
Pachysolen tannophilus	IFI 2147	26	CECT 12920	4918	
Pachysolen tannophilus	IFI 2148	26	CECT 12921	4918	
Saccharomyces pastorianus	IFI 2150	26	CECT 12922	27292	
Saccharomyces pastorianus	IFI 2151	26	CECT 12923	27292	
Saccharomyces bayanus	IFI 2160	26	CECT 12924	4931	
Saccharomyces cerevisiae	IFI 2170	26	CECT 12925	4932	
Saccharomyces cerevisiae	IFI 2180	26	CECT 12926	4932	
Saccharomyces cerevisiae	IFI 2181	26	CECT 12927	4932	
Saccharomyces cerevisiae	IFI 2182	26	CECT 12928	4932	
Saccharomyces cerevisiae	IFI 2200	26	CECT 12929	4932	
Saccharomyces pastorianus	IFI 2201	26	CECT 12930	27292	
Saccharomyces cerevisiae	IFI 2202	26	CECT 12931	4932	
Saccharomyces cerevisiae	IFI 2203	26	CECT 12932	4932	
Saccharomyces cerevisiae	IFI 2204	26	CECT 12933	4932	
Saccharomyces cerevisiae	IFI 2205	26	CECT 12934	4932	
Saccharomyces cerevisiae	IFI 2206	26	CECT 12935	4932	
Saccharomyces cerevisiae	IFI 2210	26	CECT 12936	4932	
Saccharomyces sp	IFI 2211; EC-118	26	CECT 12937	-1	
Debaryomyces hansenii	IFI 2212	26	CECT 12938	4959	
Saccharomyces cerevisiae	IFI 2300	26	CECT 12939	4932	
Saccharomyces kudriavzevii	IFI 2301	26	CECT 12940	114524	
Saccharomyces cerevisiae	IFI 2302	26	CECT 12941	4932	
Saccharomyces cerevisiae	IFI 2303	26	CECT 12942	4932	
Debaryomyces hansenii	IFI 2304, Levadura sp. (AL-7-5)	26	CECT 12943	4959	
Debaryomyces hansenii	IFI 2305	26	CECT 12944	4959	
Hanseniaspora uvarum	IFI 1010	26	CECT 12945	29833	
Hanseniaspora uvarum	IFI 1015	26	CECT 12946	29833	
Hanseniaspora uvarum	IFI 1045	26	CECT 12947	29833	
Hanseniaspora uvarum	IFI 1059	26	CECT 12948	29833	
Candida parapsilosis	AM2001/0013	26	CECT 13009	5480	
Candida metapsilosis	J960161	26	CECT 13010	273372	
Candida orthopsilosis	J981226	26	CECT 13011	273371	
Sporobolomyces roseus	KCTC 17112	25	CECT 13019	40563	
Meyerozyma caribbica	KCTC 17289	26	CECT 13026	66948	
Candida cabralensis	1AD8	26	CECT 13027	-1	
Candida cabralensis	3AD15	26	CECT 13028	-1	
Candida cabralensis	3AD23	26	CECT 13029	-1	
Malassezia cuniculi	MA 1339	37	CECT 13051	948313	GCA_001264635.1
Moesziomyces antarcticus	MUC 30324	20	CECT 13054	84753	
Candida keroseneae	IMI 395605	25	CECT 13058	-1	
Candida keroseneae	IMI 395606	25	CECT 13059	-1	
Candida albicans	UPV 1413	26	CECT 13062	5476	
Candida albicans	UPV 1360	26	CECT 13063	5476	
Lachancea lanzarotensis	L2C-15	26	CECT 13066	1245769	GCA_000938715.1
Lachancea lanzarotensis	5BA-1	26	CECT 13067	1245769	
Lachancea lanzarotensis	12BA-11	26	CECT 13068	1245769	
Lachancea lanzarotensis	FLN2-4	26	CECT 13069	1245769	
Lachancea lanzarotensis	GMV1-4	26	CECT 13070	1245769	
Lachancea lanzarotensis	GMV1-7	26	CECT 13071	1245769	
Lachancea lanzarotensis	CMV1-9	26	CECT 13072	1245769	
Saccharomyces cerevisiae	NCYC 79	26	CECT 13074	4932	
Zygosaccharomyces rouxii	NCYC 1522	26	CECT 13075	4956	
Leucosporidium escuderoi	E2A-C3-II	18	CECT 13080	1084249	
Cystobasidium portillonense	Pi2	20	CECT 13081	1196084	
Saccharomyces cerevisiae	IHEM 17987	26	CECT 13084	4932	
Saccharomyces cerevisiae	111	25	CECT 13086	4932	
Saccharomyces cerevisiae	122	25	CECT 13087	4932	
Saccharomyces cerevisiae	123	25	CECT 13088	4932	
Saccharomyces cerevisiae	143	25	CECT 13089	4932	
Saccharomyces cerevisiae	812	25	CECT 13090	4932	
Saccharomyces cerevisiae	817	25	CECT 13091	4932	
Saccharomyces cerevisiae	821.8.11-P2	30	CECT 13093	4932	
Candida galli	03-HUPM	28	CECT 13101	-1	
Cryptococcus magnus	HCUV-471606	26	CECT 13116	-1	
Trichosporon asahii	HCUV-471212	26	CECT 13117	82508	
Candida albicans	MUCL 30112	26	CECT 13118	5476	
Kluyveromyces lactis	503BP17-11	26	CECT 13121	28985	
Kluyveromyces marxianus	505OS-5	26	CECT 13122	4911	
Rhodotorula glutinis	CBS 20	26	CECT 13136	5535	
Malassezia psittaci	MA 1454	32	CECT 13137	1821823	
Malassezia brasiliensis	MA 1455	32	CECT 13138	1821822	
Saccharomyces cerevisiae	Sc24	28	CECT 13139	4932	
Saccharomyces cerevisiae	XG3	28	CECT 13140	4932	
Nakazawaea molendini-olei	VL2-1	28	CECT 13143	-1	
Saccharomyces cerevisiae	CLI 271	28	CECT 13144	4932	
Saccharomyces cerevisiae	CLI 889	28	CECT 13145	4932	
Saccharomyces cerevisiae	CLI 1339	28	CECT 13146	4932	
Moesziomyces sp	EBV97-87	28	CECT 13162	-1	
Geotrichum candidum	NAV-1	25	CECT 13166	1173061	
Dipodascus uninucleata	CBS 190.37	26	CECT 13175	-1	
Saccharomyces cerevisiae	Vs_INCAVI B1 (6F5)	28	CECT 13179	4932	
Saccharomyces cerevisiae	Vs_INCAVI B5 (18F4)	28	CECT 13180	4932	
Saccharomyces cerevisiae	Vs_INCAVI B6 (10F3)	28	CECT 13181	4932	
Saccharomyces cerevisiae	Vs_INCAVI B8 (12F14)	28	CECT 13182	4932	
Saccharomyces cerevisiae	Vs_INCAVI B29 (18F2)	28	CECT 13183	4932	
Pichia kudriavzevii	UAB1	30	CECT 13184	4909	
Cystobasidium sp	P5	20	CECT 13192	-1	
Exophiala sp	YM11	20	CECT 13193	-1	
Pyrenochaeta cava	EMV 1	24	CECT 20001	-1	
Epicoccum nigrum	EMV 2	24	CECT 20002	105696	
Epicoccum nigrum	EMV 3	24	CECT 20003	105696	
Epicoccum nigrum	EMV 4	24	CECT 20004	105696	
Epicoccum nigrum	EMV 5	24	CECT 20005	105696	
Peyronellaea pinodella	EMV 6	24	CECT 20006	-1	
Peyronellaea pinodella	Archer 377; EMV 7	24	CECT 20007	-1	
Paraboeremia putaminum	EMV 8	24	CECT 20008	1770246	
Phoma leveillei	EMV 9	24	CECT 20009	196108	
Paraphoma fimeti	EMV 11	24	CECT 20011	798075	
Epicoccum sorghinum	EMV 12	24	CECT 20012	749593	
Epicoccum sorghinum	EMV 13	24	CECT 20013	749593	
Phoma herbarum	EMV 14	24	CECT 20014	73001	
Phoma herbarum	EMV 15	24	CECT 20015	73001	
Phoma herbarum	EMV 16	24	CECT 20016	73001	
Boeremia exigua	EMV 17	24	CECT 20017	749465	
Boeremia exigua	EMV 18	24	CECT 20018	749465	
Boeremia exigua	EMV 19	24	CECT 20019	749465	
Boeremia exigua	EMV 20	24	CECT 20020	749465	
Phoma exigua	EMV 21	24	CECT 20021	-1	
Boeremia exigua	EMV 22	24	CECT 20022	749465	
Pyrenochaeta cava	EMV 27	24	CECT 20027	-1	
Epicoccum nigrum	EMV 28	24	CECT 20028	105696	
Peyronellaea pinodella	EMV 29	24	CECT 20029	-1	
Paraboeremia putaminum	EMV 30	24	CECT 20030	1770246	
Epicoccum sorghinum	EMV 32	24	CECT 20032	749593	
Epicoccum sorghinum	EMV 33	24	CECT 20033	749593	
Epicoccum sorghinum	EMV 34	24	CECT 20034	749593	
Neocamarosporium betae	EMV 35	24	CECT 20035	1979465	
Neocamarosporium betae	EMV 36	20	CECT 20036	1979465	
Phoma herbarum	EMV 37	23	CECT 20037	73001	
Phoma herbarum	EMV 38	24	CECT 20038	73001	
Boeremia exigua	EMV 39	24	CECT 20039	749465	
Pyrenochaeta dolichi	EMV 40	24	CECT 20040	-1	
Pyrenochaeta dolichi	EMV 41	24	CECT 20041	-1	
Pyrenochaeta dolichi	EMV 42	24	CECT 20042	-1	
Pyrenochaeta cava	Monte 43	24	CECT 20043	-1	
Epicoccum nigrum	EMV 44	24	CECT 20044	105696	
Boeremia exigua	EMV 45	26	CECT 20045	749465	
Didymella molleriana	EMV 46	24	CECT 20046	1932324	
Chaetosphaeronema coonsii	EMV 67	24	CECT 20047	798061	
Boeremia sambuci-nigrae	EMV 48	24	CECT 20048	749576	
Boeremia diversispora	EMV 49	24	CECT 20049	749464	
Boeremia lilacis	EMV 50	24	CECT 20050	749469	
Boeremia foveata	EMV 68	26	CECT 20051	749552	
Paraphoma fimeti	EMV 52	24	CECT 20052	798075	
Pyrenochaetopsis microspora	EMV 53	24	CECT 20053	798153	
Paraboeremia putaminum	EMV 54	24	CECT 20054	1770246	
Phoma dennisii	EMV 56	24	CECT 20056	-1	
Phoma macrostoma	Monte 58	24	CECT 20058	-1	
Neocamarosporium betae	EMV 60	24	CECT 20060	1979465	
Neocamarosporium betae	EMV 61	24	CECT 20061	1979465	
Paraphoma fimeti	EMV 62	20	CECT 20062	798075	
Plenodomus enteroleucus	EMV 63	24	CECT 20063	1077365	
Hypocrea gelatinosa	IMI 090310	24	CECT 20100	-1	
Trichoderma viride	NBT 4	24	CECT 20101	5547	
Trichoderma atrobrunneum	NBT 6	26	CECT 20102	1491457	
Trichoderma hamatum	NBT 7	24	CECT 20103	49224	
Trichoderma guizhouense	nan	24	CECT 20104	1491466	
Trichoderma longibrachiatum	NBT 9	24	CECT 20105	5548	
Trichoderma parareesei	NBT 10	24	CECT 20106	858221	
Trichoderma citrinoviride	NBT 15	26	CECT 20107	58853	
Trichoderma saturnisporum	NBT 20	24	CECT 20108	5549	
Trichoderma saturnisporum	NBT 19	26	CECT 20109	5549	
Chrysosporium keratinophilum	MUCL 10067	20	CECT 20110	69893	
Athelia rolfsii	MUCL 1007	25	CECT 20111	39291	
Chrysosporium tropicum	MUCL 10068	24	CECT 20112	-1	
Geomyces pannorum	nan	20	CECT 20113	-1	
Monilinia fructigena	MUCL 18345	24	CECT 20115	38457	
Arthroderma insingulare	MUCL 9810	20	CECT 20116	74034	
Coniella granati	CBS 252.38	26	CECT 20117	882459	
Eutypa lata	CBS 208.87	26	CECT 20118	97096	
Elsinoe ampelina	CBS 208.25	24	CECT 20119	302913	
Colletotrichum nymphaeae	IMI 345028	24	CECT 20120	306554	
Colletotrichum siamense	IMI 345047R	24	CECT 20121	690259	
Colletotrichum gloeosporioides	IMI 345051R	24	CECT 20122	474922	
Glomerella cingulata	nan	24	CECT 20123	-1	
Sydowia polyspora	IMI 62458	24	CECT 20124	64499	
Pisolithus arhizus	Marx, 293	26	CECT 20126	80664	
Ganoderma applanatum	nan	24	CECT 20127	29884	
Amphinema byssoides	nan	26	CECT 20128	137745	
Penicillium expansum	MUCL 29381	24	CECT 20140	27334	
Hebeloma sinapizans	CBS 264.52	26	CECT 20141	91680	
Coniophora olivacea	MUCL 20566	20	CECT 20145	85977	
Gloeophyllum trabeum	MUCL 11353	20	CECT 20146	104355	
Rhodonia placenta	MUCL 20569	20	CECT 20147	-1	
Trametes versicolor	MUCL 1011	20	CECT 20148	5325	
Hebeloma sinapizans	nan	24	CECT 20149	91680	
Fusarium sporotrichioides	NRRL 3299	26	CECT 20150	5514	
Paxillus involutus	CBS 477.89	26	CECT 20151	71150	
Rhizopogon roseolus	CBS 388.74	26	CECT 20153	90004	
Colletotrichum nymphaeae	nan	24	CECT 20154	306554	
