BacDiveID,id,level,name,reference,growth,type,temperature,range
7794,1027633,species,Enteractinococcus coprophilus,67770,positive,growth,28,mesophilic
7795,227318,species,Actinocatenispora thailandica,20127,positive,optimum,28,mesophilic
7795,227318,species,Actinocatenispora thailandica,12100,positive,growth,28,mesophilic
7795,227318,species,Actinocatenispora thailandica,31699,positive,growth,25-40,
7795,227318,species,Actinocatenispora thailandica,31699,positive,optimum,25-30,mesophilic
7795,227318,species,Actinocatenispora thailandica,37520,positive,growth,30,mesophilic
7795,227318,species,Actinocatenispora thailandica,67770,positive,growth,28,mesophilic
7796,390989,species,Actinocatenispora sera,16298,positive,growth,28,mesophilic
7796,390989,species,Actinocatenispora sera,32292,positive,growth,13-37,
7796,390989,species,Actinocatenispora sera,32292,positive,optimum,21.5,psychrophilic
7796,390989,species,Actinocatenispora sera,67770,positive,growth,28,mesophilic
7797,519421,species,Actinocatenispora rupis,15642,positive,growth,28,mesophilic
7797,519421,species,Actinocatenispora rupis,20175,positive,optimum,28,mesophilic
7797,519421,species,Actinocatenispora rupis,29428,positive,growth,25-42,
7797,519421,species,Actinocatenispora rupis,29428,positive,optimum,37,mesophilic
7797,519421,species,Actinocatenispora rupis,67770,positive,growth,28,mesophilic
7798,47988,species,Actinoplanes auranticolor,19538,positive,optimum,28,mesophilic
7798,47988,species,Actinoplanes auranticolor,10701,positive,growth,28,mesophilic
7798,47988,species,Actinoplanes auranticolor,67770,positive,growth,28,mesophilic
7799,52695,species,Actinoplanes brasiliensis,19590,positive,optimum,28,mesophilic
7799,52695,species,Actinoplanes brasiliensis,11258,positive,growth,28,mesophilic
7799,52695,species,Actinoplanes brasiliensis,67770,positive,growth,28,mesophilic
7800,52695,species,Actinoplanes brasiliensis,12359,positive,growth,28,mesophilic
7801,113559,species,Actinoplanes campanulatus,19940,positive,optimum,28,mesophilic
7801,113559,species,Actinoplanes campanulatus,10818,positive,growth,28,mesophilic
7801,113559,species,Actinoplanes campanulatus,67770,positive,growth,28,mesophilic
7802,113561,species,Actinoplanes deccanensis,19591,positive,optimum,28,mesophilic
7802,113561,species,Actinoplanes deccanensis,11259,positive,growth,28,mesophilic
7802,113561,species,Actinoplanes deccanensis,67770,positive,growth,28,mesophilic
7803,1868,species,Actinoplanes digitatis,10819,positive,growth,28,mesophilic
7803,1868,species,Actinoplanes digitatis,67770,positive,growth,28,mesophilic
7804,113564,species,Actinoplanes ferrugineus,19592,positive,optimum,28,mesophilic
7804,113564,species,Actinoplanes ferrugineus,11281,positive,growth,28,mesophilic
7804,113564,species,Actinoplanes ferrugineus,67770,positive,growth,28,mesophilic
7805,113565,species,Actinoplanes globisporus,11339,positive,growth,28,mesophilic
7805,113565,species,Actinoplanes globisporus,67770,positive,growth,28,mesophilic
7806,113565,species,Actinoplanes globisporus,12599,positive,growth,28,mesophilic
7807,113567,species,Actinoplanes italicus,19939,positive,optimum,28,mesophilic
7807,113567,species,Actinoplanes italicus,10816,positive,growth,28,mesophilic
7807,113567,species,Actinoplanes italicus,67770,positive,growth,28,mesophilic
7808,113568,species,Actinoplanes lobatus,19548,positive,optimum,28,mesophilic
7808,113568,species,Actinoplanes lobatus,10820,positive,growth,28,mesophilic
7808,113568,species,Actinoplanes lobatus,67770,positive,growth,28,mesophilic
7809,1866,species,Actinoplanes missouriensis,19539,positive,optimum,28,mesophilic
7809,1866,species,Actinoplanes missouriensis,43421,positive,optimum,28,mesophilic
7809,1866,species,Actinoplanes missouriensis,10716,positive,growth,28,mesophilic
7809,1866,species,Actinoplanes missouriensis,67770,positive,growth,28,mesophilic
7810,35752,species,Actinoplanes philippinensis,10691,positive,growth,28,mesophilic
7810,35752,species,Actinoplanes philippinensis,67770,positive,growth,28,mesophilic
7811,113571,species,Actinoplanes rectilineatus,19593,positive,optimum,28,mesophilic
7811,113571,species,Actinoplanes rectilineatus,11282,positive,growth,28,mesophilic
7811,113571,species,Actinoplanes rectilineatus,67770,positive,growth,28,mesophilic
7812,52697,species,Actinoplanes regularis,19549,positive,optimum,28,mesophilic
7812,52697,species,Actinoplanes regularis,10821,positive,growth,28,mesophilic
7812,52697,species,Actinoplanes regularis,67770,positive,growth,28,mesophilic
7813,52697,species,Actinoplanes regularis,11373,positive,growth,28,mesophilic
7813,52697,species,Actinoplanes regularis,67770,positive,growth,28,mesophilic
7814,52697,species,Actinoplanes regularis,11670,positive,growth,28,mesophilic
7814,52697,species,Actinoplanes regularis,67770,positive,growth,28,mesophilic
7815,1869,species,Actinoplanes utahensis,10817,positive,growth,28,mesophilic
7815,1869,species,Actinoplanes utahensis,67770,positive,growth,28,mesophilic
7816,52696,species,Actinoplanes cyaneus,20192,positive,optimum,28,mesophilic
7816,52696,species,Actinoplanes cyaneus,12460,positive,growth,28,mesophilic
7816,52696,species,Actinoplanes cyaneus,67770,positive,growth,28,mesophilic
7817,122358,species,Actinoplanes ianthinogenes,11345,positive,growth,28,mesophilic
7817,122358,species,Actinoplanes ianthinogenes,67770,positive,growth,28,mesophilic
7818,457423,strain,Actinoplanes teichomyceticus,19610,positive,optimum,28,mesophilic
7818,457423,strain,Actinoplanes teichomyceticus,11347,positive,growth,28,mesophilic
7818,457423,strain,Actinoplanes teichomyceticus,67770,positive,growth,28,mesophilic
7818,457423,strain,Actinoplanes teichomyceticus,67771,positive,growth,28,mesophilic
7819,2721544,species,Actinoplanes sp.,11265,positive,growth,28,mesophilic
7819,2721544,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7820,135950,species,Actinoplanes nipponensis,11348,positive,growth,28,mesophilic
7820,135950,species,Actinoplanes nipponensis,67770,positive,growth,28,mesophilic
7821,1463979,species,Actinoplanes sp.,11374,positive,growth,28,mesophilic
7821,1463979,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7822,1871,species,Actinoplanes sp.,11376,positive,growth,28,mesophilic
7822,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7823,1871,species,Actinoplanes sp.,12167,positive,growth,28,mesophilic
7824,1871,species,Actinoplanes sp.,12360,positive,growth,28,mesophilic
7825,1871,species,Actinoplanes sp.,12361,positive,growth,28,mesophilic
7825,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7826,1871,species,Actinoplanes sp.,12362,positive,growth,28,mesophilic
7826,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7827,1871,species,Actinoplanes sp.,12364,positive,growth,28,mesophilic
7827,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7828,1871,species,Actinoplanes sp.,12365,positive,growth,28,mesophilic
7828,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7829,1871,species,Actinoplanes sp.,12461,positive,growth,28,mesophilic
7829,1871,species,Actinoplanes sp.,67770,positive,growth,28,mesophilic
7830,113560,species,Actinoplanes consettensis,19621,positive,optimum,28,mesophilic
7830,113560,species,Actinoplanes consettensis,11392,positive,growth,28,mesophilic
7830,113560,species,Actinoplanes consettensis,67770,positive,growth,28,mesophilic
7831,113562,species,Actinoplanes derwentensis,19989,positive,optimum,28,mesophilic
7831,113562,species,Actinoplanes derwentensis,11391,positive,growth,28,mesophilic
7831,113562,species,Actinoplanes derwentensis,67770,positive,growth,28,mesophilic
7832,113563,species,Actinoplanes durhamensis,19987,positive,optimum,28,mesophilic
7832,113563,species,Actinoplanes durhamensis,11389,positive,growth,28,mesophilic
7832,113563,species,Actinoplanes durhamensis,67770,positive,growth,28,mesophilic
7833,113566,species,Actinoplanes humidus,19986,positive,optimum,28,mesophilic
7833,113566,species,Actinoplanes humidus,11388,positive,growth,28,mesophilic
7833,113566,species,Actinoplanes humidus,67770,positive,growth,28,mesophilic
7834,113570,species,Actinoplanes palleronii,19988,positive,optimum,28,mesophilic
7834,113570,species,Actinoplanes palleronii,11390,positive,growth,28,mesophilic
7834,113570,species,Actinoplanes palleronii,67770,positive,growth,28,mesophilic
7836,69485,species,Actinoplanes garbadinensis,11669,positive,growth,28,mesophilic
7836,69485,species,Actinoplanes garbadinensis,67770,positive,growth,28,mesophilic
7837,76756,species,Actinoplanes capillaceus,12146,positive,growth,28,mesophilic
7837,76756,species,Actinoplanes capillaceus,67770,positive,growth,28,mesophilic
7838,76756,species,Actinoplanes capillaceus,12366,positive,growth,28,mesophilic
7838,76756,species,Actinoplanes capillaceus,67770,positive,growth,28,mesophilic
7839,69484,species,Actinoplanes liguriensis,11346,positive,growth,28,mesophilic
7839,69484,species,Actinoplanes liguriensis,19609,positive,optimum,28,mesophilic
7839,69484,species,Actinoplanes liguriensis,67770,positive,growth,28,mesophilic
7839,69484,species,Actinoplanes liguriensis,67771,positive,growth,28,mesophilic
7840,196914,species,Actinoplanes friuliensis,18228,positive,growth,28,mesophilic
7840,196914,species,Actinoplanes friuliensis,62956,positive,growth,30,mesophilic
7840,196914,species,Actinoplanes friuliensis,67770,positive,growth,28,mesophilic
7841,403638,species,Actinoplanes couchii,12299,positive,growth,28,mesophilic
7841,403638,species,Actinoplanes couchii,32009,positive,growth,25-30,mesophilic
7841,403638,species,Actinoplanes couchii,32009,positive,optimum,27.5,mesophilic
7841,403638,species,Actinoplanes couchii,37509,positive,growth,30,mesophilic
7841,403638,species,Actinoplanes couchii,59892,positive,growth,30,mesophilic
7841,403638,species,Actinoplanes couchii,67770,positive,growth,28,mesophilic
7842,512349,species,Actinoplanes sichuanensis,15645,positive,growth,28,mesophilic
7842,512349,species,Actinoplanes sichuanensis,19921,positive,optimum,28,mesophilic
7842,512349,species,Actinoplanes sichuanensis,29303,positive,growth,10-37,
7842,512349,species,Actinoplanes sichuanensis,67770,positive,growth,28,mesophilic
7842,512349,species,Actinoplanes sichuanensis,67771,positive,growth,28,mesophilic
7843,512350,species,Actinoplanes xinjiangensis,15646,positive,growth,28,mesophilic
7843,512350,species,Actinoplanes xinjiangensis,19922,positive,optimum,28,mesophilic
7843,512350,species,Actinoplanes xinjiangensis,29303,positive,growth,10-37,
7843,512350,species,Actinoplanes xinjiangensis,67770,positive,growth,28,mesophilic
7843,512350,species,Actinoplanes xinjiangensis,67771,positive,growth,28,mesophilic
7844,571912,species,Actinoplanes tereljensis,17664,positive,growth,28,mesophilic
7844,571912,species,Actinoplanes tereljensis,29270,positive,growth,20-28,
7844,571912,species,Actinoplanes tereljensis,29270,positive,optimum,24,psychrophilic
7845,571911,species,Actinoplanes toevensis,17665,positive,growth,28,mesophilic
7845,571911,species,Actinoplanes toevensis,29270,positive,growth,25-30,mesophilic
7845,571911,species,Actinoplanes toevensis,29270,positive,optimum,27.5,mesophilic
7846,135948,species,Actinoplanes octamycinicus,18276,positive,growth,28,mesophilic
7846,135948,species,Actinoplanes octamycinicus,67770,positive,growth,28,mesophilic
7847,882441,species,Actinoplanes abujensis,17494,positive,growth,28,mesophilic
7847,882441,species,Actinoplanes abujensis,30255,positive,growth,20-37,
7847,882441,species,Actinoplanes abujensis,30255,positive,optimum,25-30,mesophilic
7847,882441,species,Actinoplanes abujensis,67770,positive,growth,28,mesophilic
7847,882441,species,Actinoplanes abujensis,67771,positive,growth,28,mesophilic
7848,53367,species,Asanoa ferruginea,19996,positive,optimum,28,mesophilic
7848,53367,species,Asanoa ferruginea,11395,positive,growth,28,mesophilic
7848,53367,species,Asanoa ferruginea,39635,positive,growth,30,mesophilic
7848,53367,species,Asanoa ferruginea,67770,positive,growth,28,mesophilic
7849,137265,species,Asanoa ishikariensis,12037,positive,growth,28,mesophilic
7849,137265,species,Asanoa ishikariensis,39903,positive,growth,30,mesophilic
7849,137265,species,Asanoa ishikariensis,67770,positive,growth,28,mesophilic
7850,234613,species,Asanoa iriomotensis,20109,positive,optimum,28,mesophilic
7850,234613,species,Asanoa iriomotensis,12054,positive,growth,28,mesophilic
7850,234613,species,Asanoa iriomotensis,30136,positive,growth,20-30,
7850,234613,species,Asanoa iriomotensis,30136,positive,optimum,25,mesophilic
7850,234613,species,Asanoa iriomotensis,67770,positive,growth,28,mesophilic
7851,1872643,species,Asanoa sp.,12319,positive,growth,28,mesophilic
7852,560556,species,Asanoa hainanensis,16788,positive,growth,28,mesophilic
7852,560556,species,Asanoa hainanensis,67770,positive,growth,28,mesophilic
7853,926357,species,Asanoa siamensis,18204,positive,growth,28,mesophilic
7853,926357,species,Asanoa siamensis,30564,positive,growth,25-30,mesophilic
7853,926357,species,Asanoa siamensis,30564,positive,optimum,27.5,mesophilic
7854,53366,species,Catellatospora citrea,11393,positive,growth,28,mesophilic
7854,53366,species,Catellatospora citrea,33990,positive,growth,30,mesophilic
7854,53366,species,Catellatospora citrea,67770,positive,growth,28,mesophilic
7855,121620,species,Catellatospora citrea subsp. methionotrophica,11394,positive,growth,28,mesophilic
7855,121620,species,Catellatospora citrea subsp. methionotrophica,33036,positive,growth,30,mesophilic
7855,121620,species,Catellatospora citrea subsp. methionotrophica,67770,positive,growth,28,mesophilic
7856,310355,species,Catellatospora bangladeshensis,12183,positive,growth,28,mesophilic
7856,310355,species,Catellatospora bangladeshensis,20137,positive,optimum,28,mesophilic
7856,310355,species,Catellatospora bangladeshensis,31592,positive,growth,25-30,mesophilic
7856,310355,species,Catellatospora bangladeshensis,31592,positive,optimum,25-30,mesophilic
7856,310355,species,Catellatospora bangladeshensis,67770,positive,growth,28,mesophilic
7857,310353,species,Catellatospora chokoriensis,12184,positive,growth,28,mesophilic
7857,310353,species,Catellatospora chokoriensis,20138,positive,optimum,28,mesophilic
7857,310353,species,Catellatospora chokoriensis,31592,positive,growth,15-30,
7857,310353,species,Catellatospora chokoriensis,31592,positive,optimum,15-30,
7857,310353,species,Catellatospora chokoriensis,67770,positive,growth,28,mesophilic
7858,310354,species,Catellatospora coxensis,12185,positive,growth,28,mesophilic
7858,310354,species,Catellatospora coxensis,31592,positive,growth,20-30,
7858,310354,species,Catellatospora coxensis,31592,positive,optimum,20-30,
7858,310354,species,Catellatospora coxensis,67770,positive,growth,28,mesophilic
7860,1307447,strain,Catenuloplanes japonicus,11398,positive,growth,28,mesophilic
7860,1307447,strain,Catenuloplanes japonicus,67770,positive,growth,28,mesophilic
7861,1307448,strain,Catenuloplanes crispus,20001,positive,optimum,28,mesophilic
7861,1307448,strain,Catenuloplanes crispus,11487,positive,growth,28,mesophilic
7861,1307448,strain,Catenuloplanes crispus,67770,positive,growth,28,mesophilic
7862,137266,species,Catenuloplanes atrovinosus,11898,positive,growth,28,mesophilic
7862,137266,species,Catenuloplanes atrovinosus,67770,positive,growth,28,mesophilic
7863,679732,species,Catenuloplanes castaneus,12004,positive,growth,28,mesophilic
7863,679732,species,Catenuloplanes castaneus,67770,positive,growth,28,mesophilic
7864,137267,species,Catenuloplanes indicus,12005,positive,growth,28,mesophilic
7864,137267,species,Catenuloplanes indicus,67770,positive,growth,28,mesophilic
7865,587533,species,Catenuloplanes nepalensis,12006,positive,growth,28,mesophilic
7865,587533,species,Catenuloplanes nepalensis,67770,positive,growth,28,mesophilic
7866,1307449,strain,Catenuloplanes niger,12007,positive,growth,28,mesophilic
7866,1307449,strain,Catenuloplanes niger,67770,positive,growth,28,mesophilic
7867,56438,species,Couchioplanes caeruleus,11200,positive,growth,28,mesophilic
7867,56438,species,Couchioplanes caeruleus,67770,positive,growth,28,mesophilic
7868,56428,subspecies,Couchioplanes caeruleus subsp. azureus,11375,positive,growth,28,mesophilic
7868,56428,subspecies,Couchioplanes caeruleus subsp. azureus,67770,positive,growth,28,mesophilic
7869,35754,species,Dactylosporangium aurantiacum,10825,positive,growth,28,mesophilic
7869,35754,species,Dactylosporangium aurantiacum,67770,positive,growth,28,mesophilic
7870,47849,species,Dactylosporangium thailandense,19942,positive,optimum,28,mesophilic
7870,47849,species,Dactylosporangium thailandense,10826,positive,growth,28,mesophilic
7870,47849,species,Dactylosporangium thailandense,67770,positive,growth,28,mesophilic
7871,53360,species,Dactylosporangium matsuzakiense,19958,positive,optimum,28,mesophilic
7871,53360,species,Dactylosporangium matsuzakiense,11284,positive,growth,28,mesophilic
7871,53360,species,Dactylosporangium matsuzakiense,67770,positive,growth,28,mesophilic
7872,47989,species,Dactylosporangium roseum,19980,positive,optimum,28,mesophilic
7872,47989,species,Dactylosporangium roseum,11267,positive,growth,28,mesophilic
7872,47989,species,Dactylosporangium roseum,67770,positive,growth,28,mesophilic
7873,53359,species,Dactylosporangium fulvum,19616,positive,optimum,28,mesophilic
7873,53359,species,Dactylosporangium fulvum,11268,positive,growth,28,mesophilic
7873,53359,species,Dactylosporangium fulvum,67770,positive,growth,28,mesophilic
7874,53362,species,Dactylosporangium vinaceum,19960,positive,optimum,28,mesophilic
7874,53362,species,Dactylosporangium vinaceum,11294,positive,growth,28,mesophilic
7874,53362,species,Dactylosporangium vinaceum,67770,positive,growth,28,mesophilic
7875,634393,species,Dactylosporangium maewongense,17646,positive,growth,28,mesophilic
7875,634393,species,Dactylosporangium maewongense,29583,positive,growth,25-42,
7875,634393,species,Dactylosporangium maewongense,29583,positive,optimum,27.5,mesophilic
7875,634393,species,Dactylosporangium maewongense,67770,positive,growth,28,mesophilic
7876,579108,species,Dactylosporangium darangshiense,16012,positive,growth,28,mesophilic
7876,579108,species,Dactylosporangium darangshiense,29423,positive,growth,30-37,mesophilic
7876,579108,species,Dactylosporangium darangshiense,29423,positive,optimum,37,mesophilic
7876,579108,species,Dactylosporangium darangshiense,67770,positive,growth,28,mesophilic
7876,579108,species,Dactylosporangium darangshiense,67771,positive,growth,30,mesophilic
7877,649008,species,Dactylosporangium luridum,16292,positive,growth,28,mesophilic
7877,649008,species,Dactylosporangium luridum,29586,positive,growth,20-30,
7877,649008,species,Dactylosporangium luridum,29586,positive,optimum,28,mesophilic
7878,649007,species,Dactylosporangium luteum,16291,positive,growth,28,mesophilic
7878,649007,species,Dactylosporangium luteum,29586,positive,growth,15-30,
7878,649007,species,Dactylosporangium luteum,29586,positive,optimum,28,mesophilic
7878,649007,species,Dactylosporangium luteum,67770,positive,growth,28,mesophilic
7879,53361,species,Dactylosporangium salmoneum,11261,positive,growth,28,mesophilic
7879,53361,species,Dactylosporangium salmoneum,19978,positive,optimum,28,mesophilic
7879,53361,species,Dactylosporangium salmoneum,29586,positive,growth,20-37,
7879,53361,species,Dactylosporangium salmoneum,29586,positive,optimum,28,mesophilic
7879,53361,species,Dactylosporangium salmoneum,67770,positive,growth,28,mesophilic
7880,555455,species,Dactylosporangium tropicum,18203,positive,growth,28,mesophilic
7880,555455,species,Dactylosporangium tropicum,67770,positive,growth,28,mesophilic
7881,1122182,strain,Longispora albida,12088,positive,growth,28,mesophilic
7881,1122182,strain,Longispora albida,67770,positive,growth,28,mesophilic
7882,619741,species,Longispora fulva,16347,positive,growth,28,mesophilic
7882,619741,species,Longispora fulva,67770,positive,growth,28,mesophilic
7883,47853,species,Micromonospora carbonacea,10836,positive,growth,28,mesophilic
7883,47853,species,Micromonospora carbonacea,67770,positive,growth,28,mesophilic
7884,47853,species,Micromonospora carbonacea,11288,positive,growth,28,mesophilic
7884,47853,species,Micromonospora carbonacea,67770,positive,growth,28,mesophilic
7885,1874,species,Micromonospora chalcea,18738,positive,optimum,28,mesophilic
7885,1874,species,Micromonospora chalcea,10697,positive,growth,28,mesophilic
7885,1874,species,Micromonospora chalcea,67770,positive,growth,28,mesophilic
7886,1874,species,Micromonospora chalcea,10779,positive,growth,28,mesophilic
7887,1874,species,Micromonospora chalcea,10790,positive,growth,28,mesophilic
7889,47856,species,Micromonospora coerulea,19545,positive,optimum,28,mesophilic
7889,47856,species,Micromonospora coerulea,10814,positive,growth,28,mesophilic
7889,47856,species,Micromonospora coerulea,67770,positive,growth,28,mesophilic
7890,47856,species,Micromonospora coerulea,11720,positive,growth,28,mesophilic
7891,47856,species,Micromonospora coerulea,11721,positive,growth,28,mesophilic
7892,47856,species,Micromonospora coerulea,12448,positive,growth,28,mesophilic
7893,47874,species,Micromonospora rosaria,20202,positive,optimum,28,mesophilic
7893,47874,species,Micromonospora rosaria,459,positive,growth,28,mesophilic
7893,47874,species,Micromonospora rosaria,67770,positive,growth,28,mesophilic
7894,1876,species,Micromonospora sp.,457,positive,growth,28,mesophilic
7895,1876,species,Micromonospora sp.,458,positive,growth,28,mesophilic
7895,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7896,1876,species,Micromonospora sp.,485,positive,growth,28,mesophilic
7896,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7897,1876,species,Micromonospora sp.,486,positive,growth,28,mesophilic
7898,1876,species,Micromonospora sp.,10685,positive,growth,28,mesophilic
7899,1876,species,Micromonospora sp.,10686,positive,growth,28,mesophilic
7900,1876,species,Micromonospora sp.,10687,positive,growth,28,mesophilic
7901,1876,species,Micromonospora sp.,10688,positive,growth,28,mesophilic
7902,1876,species,Micromonospora sp.,10689,positive,growth,28,mesophilic
7903,1876,species,Micromonospora sp.,10690,positive,growth,28,mesophilic
7904,1876,species,Micromonospora sp.,10789,positive,growth,28,mesophilic
7904,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7905,1876,species,Micromonospora sp.,10838,positive,growth,28,mesophilic
7905,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7906,1876,species,Micromonospora sp.,10840,positive,growth,28,mesophilic
7906,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7907,1876,species,Micromonospora sp.,10936,positive,growth,28,mesophilic
7907,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7908,1876,species,Micromonospora sp.,10948,positive,growth,37,mesophilic
7909,1876,species,Micromonospora sp.,10949,positive,growth,37,mesophilic
7910,1876,species,Micromonospora sp.,10950,positive,growth,37,mesophilic
7911,1876,species,Micromonospora sp.,11011,positive,growth,28,mesophilic
7912,1876,species,Micromonospora sp.,11012,positive,growth,28,mesophilic
7913,1876,species,Micromonospora sp.,11013,positive,growth,28,mesophilic
7914,1876,species,Micromonospora sp.,11014,positive,growth,28,mesophilic
7915,1876,species,Micromonospora sp.,11015,positive,growth,28,mesophilic
7916,1876,species,Micromonospora sp.,11016,positive,growth,28,mesophilic
7917,1876,species,Micromonospora sp.,11017,positive,growth,28,mesophilic
7918,1876,species,Micromonospora sp.,11018,positive,growth,28,mesophilic
7919,1876,species,Micromonospora sp.,11019,positive,growth,28,mesophilic
7920,1876,species,Micromonospora sp.,11020,positive,growth,28,mesophilic
7921,1876,species,Micromonospora sp.,11021,positive,growth,28,mesophilic
7922,1876,species,Micromonospora sp.,11022,positive,growth,28,mesophilic
7923,1876,species,Micromonospora sp.,11023,positive,growth,28,mesophilic
7924,1876,species,Micromonospora sp.,11024,positive,growth,28,mesophilic
7925,1876,species,Micromonospora sp.,11025,positive,growth,28,mesophilic
7926,1876,species,Micromonospora sp.,11026,positive,growth,28,mesophilic
7927,1876,species,Micromonospora sp.,11027,positive,growth,28,mesophilic
7928,1876,species,Micromonospora sp.,11029,positive,growth,28,mesophilic
7929,1876,species,Micromonospora sp.,11030,positive,growth,28,mesophilic
7930,1876,species,Micromonospora sp.,11031,positive,growth,28,mesophilic
7931,1876,species,Micromonospora sp.,11032,positive,growth,28,mesophilic
7932,1876,species,Micromonospora sp.,11033,positive,growth,28,mesophilic
7933,1876,species,Micromonospora sp.,11034,positive,growth,28,mesophilic
7934,1876,species,Micromonospora sp.,11047,positive,growth,28-37,mesophilic
7935,1876,species,Micromonospora sp.,11266,positive,growth,28,mesophilic
7935,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7936,1876,species,Micromonospora sp.,11269,positive,growth,28,mesophilic
7936,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7937,1876,species,Micromonospora sp.,11370,positive,growth,28,mesophilic
7937,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7938,1876,species,Micromonospora sp.,11377,positive,growth,28,mesophilic
7938,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7939,1876,species,Micromonospora sp.,11380,positive,growth,28,mesophilic
7939,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7940,1876,species,Micromonospora sp.,11382,positive,growth,28,mesophilic
7940,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7941,1876,species,Micromonospora sp.,11383,positive,growth,28,mesophilic
7941,1876,species,Micromonospora sp.,67770,positive,growth,28,mesophilic
7942,1876,species,Micromonospora sp.,11673,positive,growth,28,mesophilic
7943,1876,species,Micromonospora sp.,11674,positive,growth,28,mesophilic
7944,1876,species,Micromonospora sp.,11675,positive,growth,28,mesophilic
7945,1876,species,Micromonospora sp.,11677,positive,growth,28,mesophilic
7946,1876,species,Micromonospora sp.,11678,positive,growth,28,mesophilic
7947,1876,species,Micromonospora sp.,11680,positive,growth,28,mesophilic
7948,1876,species,Micromonospora sp.,11681,positive,growth,28,mesophilic
7949,1876,species,Micromonospora sp.,11682,positive,growth,28,mesophilic
7950,1876,species,Micromonospora sp.,11734,positive,growth,28,mesophilic
7951,285666,species,Micromonospora sp.,12148,positive,growth,28,mesophilic
7952,285667,species,Micromonospora sp.,12149,positive,growth,28,mesophilic
7953,285668,species,Micromonospora sp.,12150,positive,growth,28,mesophilic
7954,285669,species,Micromonospora sp.,12151,positive,growth,28,mesophilic
7955,285670,species,Micromonospora sp.,12152,positive,growth,28,mesophilic
7956,285671,species,Micromonospora sp.,12153,positive,growth,28,mesophilic
7957,285672,species,Micromonospora sp.,12154,positive,growth,28,mesophilic
7958,285677,species,Micromonospora sp.,12159,positive,growth,28,mesophilic
7959,1876,species,Micromonospora sp.,12163,positive,growth,28,mesophilic
7960,1876,species,Micromonospora sp.,12446,positive,growth,28,mesophilic
7961,1876,species,Micromonospora sp.,12447,positive,growth,28,mesophilic
7962,1876,species,Micromonospora sp.,12600,positive,growth,28,mesophilic
7963,1043168,species,Micromonospora equina,17968,positive,growth,28,mesophilic
7963,1043168,species,Micromonospora equina,30718,positive,growth,20-37,
7963,1043168,species,Micromonospora equina,67770,positive,growth,28,mesophilic
7964,47864,species,Micromonospora halophytica,19553,positive,optimum,28,mesophilic
7964,47864,species,Micromonospora halophytica,10839,positive,growth,28,mesophilic
7964,47864,species,Micromonospora halophytica,67770,positive,growth,28,mesophilic
7965,47850,species,Micromonospora aurantiaca,19595,positive,optimum,28,mesophilic
7965,47850,species,Micromonospora aurantiaca,11286,positive,growth,37,mesophilic
7965,47850,species,Micromonospora aurantiaca,67770,positive,growth,28,mesophilic
7966,47850,species,Micromonospora aurantiaca,11748,positive,growth,37,mesophilic
7967,47850,species,Micromonospora aurantiaca,17343,positive,growth,28,mesophilic
7968,1877,species,Micromonospora echinospora,481,positive,growth,28,mesophilic
7968,1877,species,Micromonospora echinospora,67770,positive,growth,28,mesophilic
7969,1877,species,Micromonospora echinospora subsp. echinospora,482,positive,growth,28,mesophilic
7970,1877,species,Micromonospora echinospora subsp. echinospora,10706,positive,growth,28,mesophilic
7970,1877,species,Micromonospora echinospora subsp. echinospora,67770,positive,growth,28,mesophilic
7971,1877,species,Micromonospora echinospora,10812,positive,growth,28,mesophilic
7971,1877,species,Micromonospora echinospora,67770,positive,growth,28,mesophilic
7972,1877,species,Micromonospora echinospora,11289,positive,growth,28,mesophilic
7972,1877,species,Micromonospora echinospora,19959,positive,optimum,28,mesophilic
7972,1877,species,Micromonospora echinospora,67770,positive,growth,28,mesophilic
7973,145854,species,Micromonospora pallida,19596,positive,optimum,28,mesophilic
7973,145854,species,Micromonospora pallida,11290,positive,growth,28,mesophilic
7973,145854,species,Micromonospora pallida,67770,positive,growth,28,mesophilic
7974,47865,species,Micromonospora inositola,19597,positive,optimum,28,mesophilic
7974,47865,species,Micromonospora inositola,11292,positive,growth,28,mesophilic
7974,47865,species,Micromonospora inositola,67770,positive,growth,28,mesophilic
7975,47872,species,Micromonospora purpureochromogenes,11287,positive,growth,28,mesophilic
