ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000287857	Vagococcus vulneris	1977869	2196	Bacteria
UP000287872	Clostridium tagluense	360422	4934	Bacteria
UP000287996	Idiomarina tyrosinivorans	1445662	2274	Bacteria
UP000288024	Niallia taxi	2499688	5402	Bacteria
UP000288028	Vagococcus carniphilus	218144	2902	Bacteria
UP000288052	Bifidobacterium castoris	2306972	2051	Bacteria
UP000288096	Desulfonema ishimotonii	45657	5012	Bacteria
UP000288178	Rubrivivax albus	2499835	4847	Bacteria
UP000288197	Vagococcus fluvialis	2738	2526	Bacteria
UP000288212	Aliidiomarina haloalkalitolerans	859059	2391	Bacteria
UP000288227	Chryseotalea sanaruensis	2482724	3948	Bacteria
UP000288279	Pseudidiomarina taiwanensis	337250	2021	Bacteria
UP000288293	Aliidiomarina minuta	880057	2751	Bacteria
UP000288405	Aliidiomarina sanyensis	1249555	2334	Bacteria
UP000288587	Inhella crocodyli	2499851	3430	Bacteria
UP000288603	Labedella populi	2498850	3116	Bacteria
UP000288669	Vagococcus entomophilus	1160095	2255	Bacteria
UP000289555	Halomonas olivaria	390919	7365	Bacteria
UP000289708	Hansschlegelia zhihuaiae	405005	4190	Bacteria
UP000289841	Haploplasma axanthum (Acholeplasma axanthum)	29552	1645	Bacteria
UP000289856	Cohnella abietis	2507935	6200	Bacteria
UP000289944	Roseovarius sp. A46	2109331	3369	Bacteria
UP000289996	Lactiplantibacillus mudanjiangensis	1296538	3503	Bacteria
UP000290057	Qipengyuania flava	192812	2713	Bacteria
UP000290191	Halarcobacter anaerophilus	877500	2919	Bacteria
UP000290253	Silvibacterium dinghuense	1560006	3909	Bacteria
UP000290261	Muricauda olearia	552546	3511	Bacteria
UP000290342	Streptomyces netropsis (Streptoverticillium netropsis)	55404	5796	Bacteria
UP000290365	Ktedonosporobacter rubrisoli	2509675	9315	Bacteria
UP000290407	Spirosoma sordidisoli	2502893	6027	Bacteria
UP000290657	Candidatus Marinarcus aquaticus	2044504	2486	Bacteria
UP000290848	Arcticibacter tournemirensis	699437	4170	Bacteria
UP000290909	Acholeplasma hippikon	264636	1335	Bacteria
UP000290974	Calothrix sp. NIES-4101	2005461	6218	Bacteria
UP000291151	Ureibacillus thermophilus	367743	2797	Bacteria
UP000291189	Nocardioides iriomotensis	715784	4477	Bacteria
UP000291301	Oricola cellulosilytica	1429082	3475	Bacteria
UP000291469	Egibacter rhizosphaerae	1670831	4050	Bacteria
UP000291822	Dyella soli	522319	7160	Bacteria
UP000291933	Propioniciclava tarda	433330	2684	Bacteria
UP000292372	Hyunsoonleella pacifica	1080224	3449	Bacteria
UP000292373	Propioniciclava sinopodophylli	1837344	2777	Bacteria
UP000292423	Fluviicoccus keumensis	1435465	3271	Bacteria
UP000292507	Blastococcus saxobsidens	138336	4219	Bacteria
UP000292564	Krasilnikovia cinnamomea	349313	6517	Bacteria
UP000292685	Zhihengliuella halotolerans	370736	3241	Bacteria
UP000292686	Agromyces atrinae	592376	3277	Bacteria
UP000292958	Edaphobacter modestus	388466	6023	Bacteria
UP000293036	Arcanobacterium bovis	2529275	1664	Bacteria
UP000293291	Nocardioides ganghwensis	252230	4127	Bacteria
UP000293519	Microcella putealis	337005	2401	Bacteria
UP000293638	Motilibacter rhizosphaerae	598652	3963	Bacteria
UP000293671	Rivibacter subsaxonicus	457575	3641	Bacteria
UP000293719	Roseitalea porphyridii	1852022	3369	Bacteria
UP000293802	bacterium	1869227	5998	Bacteria
UP000293852	Xylanibacterium ulmi	228973	3500	Bacteria
UP000293865	Agromyces albus	205332	3965	Bacteria
UP000293874	Pseudobacter ginsenosidimutans	661488	6020	Bacteria
UP000294194	Glaciihabitans arcticus	2668039	2984	Bacteria
UP000294257	Herbihabitans rhizosphaerae	1872711	6595	Bacteria
UP000294292	Paenisporosarcina antarctica	417367	3570	Bacteria
UP000294360	Methylocella tundrae	227605	4853	Bacteria
UP000294480	Hydromonas duriensis	1527608	2252	Bacteria
UP000294498	Dinghuibacter silviterrae	1539049	5399	Bacteria
UP000294547	Oharaeibacter diazotrophicus	1920512	4501	Bacteria
UP000294555	Sodalis ligni	2697027	5491	Bacteria
UP000294558	Ilumatobacter fluminis	467091	4258	Bacteria
UP000294567	Keratinibaculum paraultunense	1278232	2180	Bacteria
UP000294575	Thiopseudomonas denitrificans	1501432	2567	Bacteria
UP000294593	Aquabacterium commune	70586	3649	Bacteria
UP000294599	Pseudofulvimonas gallinarii	634155	2887	Bacteria
UP000294614	Seleniivibrio woodruffii	1078050	2684	Bacteria
UP000294616	Albibacterium bauzanense	653929	2712	Bacteria
UP000294650	Melghiribacillus thermohalophilus	1324956	3015	Bacteria
UP000294664	Aquabacter spiritensis	933073	4631	Bacteria
UP000294702	Volucribacter psittacicida	203482	2076	Bacteria
UP000294746	Baia soyae	1544746	2834	Bacteria
UP000294796	Luteimonas aestuarii	453837	3335	Bacteria
UP000294802	Macrococcus lamae	198484	2076	Bacteria
UP000294813	Heliophilum fasciatum	35700	2911	Bacteria
UP000294830	Acetobacteroides hydrogenigenes	979970	3211	Bacteria
UP000294832	Shewanella fodinae	552357	3662	Bacteria
UP000294841	Bisgaardia hudsonensis	109472	1892	Bacteria
UP000294854	Secundilactobacillus malefermentans	176292	2077	Bacteria
UP000294881	Camelimonas lactis	659006	3613	Bacteria
UP000294887	Cocleimonas flava	634765	3987	Bacteria
UP000294911	Tamaricihabitans halophyticus	1262583	5978	Bacteria
UP000294919	Marinisporobacter balticus	2018667	3681	Bacteria
UP000294927	Actinophytocola oryzae	502181	9429	Bacteria
UP000294937	Hazenella coriacea	1179467	2870	Bacteria
UP000294980	Chromatocurvus halotolerans	1132028	3437	Bacteria
UP000295008	Hydrogenispora ethanolica	1082276	5259	Bacteria
UP000295066	Aminivibrio pyruvatiphilus	1005740	2990	Bacteria
UP000295087	Nocardia ignorata	145285	6616	Bacteria
UP000295096	Dankookia rubra	1442381	7087	Bacteria
UP000295097	Martelella mediterranea	293089	4157	Bacteria
UP000295110	Pelomonas saccharophila (Pseudomonas saccharophila)	304	5252	Bacteria
UP000295129	Azoarcus indigens	29545	4840	Bacteria
UP000295131	Pseudohoeflea suaedae	877384	3469	Bacteria
UP000295134	Arsenophonus nasoniae (son-killer infecting Nasonia vitripennis)	638	4741	Bacteria
UP000295182	Simplicispira metamorpha	80881	3355	Bacteria
UP000295188	Pectinatus cerevisiiphilus	86956	2417	Bacteria
UP000295210	Acidipila rosea	768535	3487	Bacteria
UP000295215	Myroides indicus	1323422	2689	Bacteria
UP000295238	Rhizobium deserti	2547961	4410	Bacteria
UP000295244	Rubrobacter taiwanensis	185139	3014	Bacteria
UP000295260	Flavobacterium dankookense	706186	2803	Bacteria
UP000295304	Varunaivibrio sulfuroxidans	1773489	2811	Bacteria
UP000295325	Fonticella tunisiensis	1096341	2943	Bacteria
UP000295341	Panacagrimonas perspica	381431	4772	Bacteria
UP000295357	Kinneretia asaccharophila	582607	3851	Bacteria
UP000295361	Paucibacter toxinivorans	270368	5633	Bacteria
UP000295382	Paucimonas lemoignei (Pseudomonas lemoignei)	29443	3805	Bacteria
UP000295414	Thermomonas haemolytica	141949	2346	Bacteria
UP000295444	Labedaea rhizosphaerae	598644	7717	Bacteria
UP000295455	Mariniflexile fucanivorans	264023	3991	Bacteria
UP000295468	Zeaxanthinibacter enoshimensis	392009	2926	Bacteria
UP000295493	Stakelama pacifica	517720	3799	Bacteria
UP000295499	Pedobacter duraquae	425511	4663	Bacteria
UP000295500	Aminicella lysinilytica	433323	2119	Bacteria
UP000295504	Serpentinicella alkaliphila	1734049	2966	Bacteria
UP000295510	Tepidicella xavieri	360241	2634	Bacteria
UP000295525	Paralcaligenes ureilyticus	627131	3977	Bacteria
UP000295565	Celerinatantimonas diazotrophica	412034	3525	Bacteria
UP000295601	Leucobacter luti	340320	3417	Bacteria
UP000295611	Paludibacterium purpuratum	1144873	3774	Bacteria
UP000295620	Pedobacter metabolipauper	425513	4545	Bacteria
UP000295632	Aureibacillus halotolerans	1508390	4165	Bacteria
UP000295658	Thermolongibacillus altinsuensis	575256	2961	Bacteria
UP000295668	Pedobacter changchengzhani	2529274	3293	Bacteria
UP000295678	Tepidamorphus gemmatus	747076	3554	Bacteria
UP000295681	Leuconostoc fallax	1251	1619	Bacteria
UP000295689	Mesobacillus foraminis	279826	5324	Bacteria
UP000295696	Primorskyibacter sedentarius	745311	4734	Bacteria
UP000295706	Arundinibacter roseus	2070510	4679	Bacteria
UP000295707	Thiogranum longum	1537524	2795	Bacteria
UP000295717	Thiobaca trueperi	127458	3588	Bacteria
UP000295718	Kineothrix alysoides	1469948	4121	Bacteria
UP000295719	Biostraticola tofi	466109	3912	Bacteria
UP000295724	Marinicella litoralis	644220	2897	Bacteria
UP000295763	Cricetibacter osteomyelitidis	1521931	2525	Bacteria
UP000295765	Plasticicumulans lactativorans	1133106	3868	Bacteria
UP000295783	Dongia mobilis	578943	3804	Bacteria
UP000295788	Tepidibacillus fermentans	1281767	2415	Bacteria
UP000295793	Reinekea marinisedimentorum	230495	3800	Bacteria
UP000295807	Anseongella ginsenosidimutans	496056	3575	Bacteria
UP000295830	Halospina denitrificans	332522	3014	Bacteria
UP000296201	Hydrogenovibrio crunogenus	39765	2276	Bacteria
UP000296862	Flavobacterium sangjuense	2518177	2637	Bacteria
UP000297248	Mucilaginibacter phyllosphaerae	1812349	3822	Bacteria
UP000297375	Desulfosporosinus sp. Sb-LF	2560027	3743	Bacteria
UP000297407	Flavobacterium humi	2562683	3054	Bacteria
UP000297454	Helcococcus ovis	72026	1566	Bacteria
UP000297564	Ramlibacter rhizophilus	1781167	4252	Bacteria
UP000297597	Pelotomaculum propionicicum	258475	3787	Bacteria
UP000297647	Algoriphagus kandeliae	2562278	3350	Bacteria
UP000297714	Caproiciproducens galactitolivorans	642589	2438	Bacteria
UP000297900	Cohnella luojiensis	652876	4577	Bacteria
UP000297948	Streptomyces palmae	1701085	6120	Bacteria
UP000297975	Filobacillus milosensis	94137	3330	Bacteria
UP000297982	Halobacillus salinus	192814	3800	Bacteria
UP000298049	Hydrocarboniclastica marina	2259620	3673	Bacteria
UP000298179	Jiella endophytica	2558362	4547	Bacteria
UP000298218	Cryobacterium psychrophilum	41988	3267	Bacteria
UP000298325	Marinobacter confluentis	1697557	3435	Bacteria
UP000298347	Sporolactobacillus shoreae	1465501	3461	Bacteria
UP000298358	Microbacterium paludicola	300019	3006	Bacteria
UP000298460	Desulfosporosinus fructosivorans	2018669	5570	Bacteria
UP000298484	Lentibacillus salicampi	175306	3721	Bacteria
UP000298488	Terrimesophilobacter mesophilus	433647	2302	Bacteria
UP000298602	Desulfoglaeba alkanexedens ALDC	980445	2850	Bacteria
UP000299580	Brenneria rubrifaciens	55213	3315	Bacteria
UP000305233	Arthrobacter echini	1529066	2848	Bacteria
UP000305451	Marinicauda pacifica	1133559	2862	Bacteria
UP000305546	Amycolatopsis alkalitolerans	2547244	6455	Bacteria
UP000305709	Rubellimicrobium roseum	687525	4478	Bacteria
UP000305792	Glycomyces paridis	2126555	4808	Bacteria
UP000305848	Ilyomonas limi	2575867	4606	Bacteria
UP000305887	Rubellimicrobium rubrum	2585369	4087	Bacteria
UP000305888	Paroceanicella profunda	2579971	4636	Bacteria
UP000305939	Robertkochia marina	1227945	2974	Bacteria
UP000306113	Youngimonas vesicularis	1294297	3652	Bacteria
UP000306192	Subtercola vilae	2056433	3658	Bacteria
UP000306575	Pelagicola litoralis	420403	3367	Bacteria
UP000306628	Nonomuraea zeae	1642303	12011	Bacteria
UP000306753	[Pseudomonas] nosocomialis	1056496	4317	Bacteria
UP000306808	Sphingobacterium olei	2571155	4341	Bacteria
UP000306888	Clostridium sartagoforme	84031	3231	Bacteria
UP000307000	Glutamicibacter creatinolyticus	162496	2880	Bacteria
UP000307087	Nocardioides caeni	574700	3779	Bacteria
UP000307602	Flavivirga rizhaonensis	2559571	4045	Bacteria
UP000307943	Paenibacillus hemerocallicola	1172614	7848	Bacteria
UP000307999	Thalassotalea mangrovi	2572245	3157	Bacteria
UP000308054	Marinicauda algicola	2029849	3306	Bacteria
UP000308489	Hathewaya histolytica (Clostridium histolyticum)	1498	2563	Bacteria
UP000308705	Herbidospora galbida	2575442	7514	Bacteria
UP000308713	Tamlana fucoidanivorans	2583814	3334	Bacteria
UP000308744	Lysinibacillus mangiferihumi	1130819	5145	Bacteria
UP000308760	Glycomyces buryatensis	2570927	5187	Bacteria
UP000308917	Lampropedia puyangensis	1330072	3366	Bacteria
UP000309016	Antarcticibacterium flavum	2058175	3535	Bacteria
UP000309033	Microbispora fusca	2576905	6758	Bacteria
UP000309061	Methylocystis heyeri	391905	4086	Bacteria
UP000309133	Naasia lichenicola	2565933	3498	Bacteria
UP000309454	Parvibacter caecicola	747645	1821	Bacteria
UP000309676	Paenibacillus antri	2582848	6188	Bacteria
UP000309747	Paracoccus gahaiensis	1706839	3867	Bacteria
UP000310016	Chitiniphilus eburneus	2571148	3883	Bacteria
UP000312032	Corynebacterium tapiri	1448266	2045	Bacteria
UP000313231	Nocardioides albidus	1517589	4085	Bacteria
UP000315017	Anatilimnocola aggregata	2528021	6977	Bacteria
UP000315133	Ornithinimicrobium humiphilum	125288	3155	Bacteria
UP000315167	Luteimonas cucumeris	985012	3213	Bacteria
UP000315343	Sedimentibacter saalensis	130788	3564	Bacteria
UP000315388	Brucella gallinifaecis	215590	3370	Bacteria
UP000315403	Acidithiobacillus thiooxidans ATCC 19377	637390	3464	Bacteria
UP000315628	Marihabitans asiaticum	415218	2675	Bacteria
UP000315636	Melghirimyces algeriensis	910412	3293	Bacteria
UP000315711	Alkalihalobacillus nanhaiisediminis	688079	3479	Bacteria
UP000315736	Tepidimonas alkaliphilus	2588942	2272	Bacteria
UP000315748	Variovorax sp.	1871043	4285	Bacteria
UP000315750	Aeoliella mucimassa	2527972	5127	Bacteria
UP000315884	Halomonas axialensis	115555	5488	Bacteria
UP000315971	Solitalea koreensis	543615	2864	Bacteria
UP000316030	Thalassobius litoralis	1010611	4022	Bacteria
UP000316154	Flavobacterium sp.	239	3029	Bacteria
UP000316196	Propioniferax innocua	1753	2528	Bacteria
UP000316215	Streptomyces calvus	67282	6358	Bacteria
UP000316560	Rhodoglobus vestalii	193384	2703	Bacteria
UP000316612	Glutamicibacter uratoxydans (Arthrobacter uratoxydans)	43667	3533	Bacteria
UP000316747	Humibacillus xanthopallidus	412689	4527	Bacteria
UP000317010	Mucilaginibacter frigoritolerans	652788	4865	Bacteria
UP000317043	Stackebrandtia endophytica	1496996	5197	Bacteria
UP000317078	Roseomonas nepalensis	1854500	5879	Bacteria
UP000317155	Desulfuromonas acetexigens	38815	3347	Bacteria
UP000317181	Acidovorax sp.	1872122	5416	Bacteria
UP000317209	Microbacterium saperdae	69368	4035	Bacteria
UP000317223	Brevundimonas sp.	1871086	2819	Bacteria
UP000317238	Crateriforma conspicua	2527996	5367	Bacteria
UP000317371	Litorilinea aerophila	1204385	4877	Bacteria
UP000317422	Haloactinospora alba	405555	4398	Bacteria
UP000317429	Pirellulimonas nuda	2528009	5103	Bacteria
UP000317519	Flavobacterium tiangeerense	459471	1482	Bacteria
UP000317557	Gracilimonas mengyeensis	1302730	3810	Bacteria
UP000317593	Aliifodinibius sediminis	1214077	3822	Bacteria
UP000317638	Tessaracoccus rhinocerotis	1689449	3082	Bacteria
UP000317715	Paenarthrobacter aurescens (Arthrobacter aurescens)	43663	4022	Bacteria
UP000317730	Acetobacter peroxydans	104098	2457	Bacteria
UP000317839	Aliikangiella marina	1712262	4367	Bacteria
UP000317893	Lapillicoccus jejuensis	402171	4122	Bacteria
UP000317998	Homoserinimonas aerilata	1162970	2633	Bacteria
UP000318126	Shewanella hanedai (Alteromonas hanedai)	25	4885	Bacteria
UP000318179	Gimesia panareensis	2527978	6020	Bacteria
UP000318294	Tepidimonas charontis	2267262	2630	Bacteria
UP000318297	Rudaeicoccus suwonensis	657409	3440	Bacteria
UP000318307	Desulfobotulus alkaliphilus	622671	3369	Bacteria
UP000318331	Klugiella xanthotipulae	244735	2573	Bacteria
UP000318336	Barrientosiimonas humi	999931	3329	Bacteria
UP000318380	Kribbella amoyensis	996641	7393	Bacteria
UP000318405	Verticiella sediminum	1247510	5320	Bacteria
UP000318416	Kitasatospora atroaurantiaca	285545	6749	Bacteria
UP000318422	Zoogloea ramigera	350	3918	Bacteria
UP000318431	Pseudoduganella lurida	1036180	5075	Bacteria
UP000318578	Amycolatopsis acidiphila	715473	7527	Bacteria
UP000318681	Sphingomonas solaris	2529389	4080	Bacteria
UP000318937	Psychrobacillus soli	1543965	3942	Bacteria
UP000318995	Botrimarina hoheduenensis	2528000	3424	Bacteria
UP000319040	Saccharicrinis carchari	1168039	3615	Bacteria
UP000319148	Emcibacter nanhaiensis	1505037	3495	Bacteria
UP000319213	Thermopolyspora flexuosa	103836	4864	Bacteria
UP000319449	Geobacter argillaceus	345631	3944	Bacteria
UP000319499	Apibacter muscae	2509004	2183	Bacteria
UP000319514	Oryzihumus leptocrescens	297536	4026	Bacteria
UP000319516	Ornithinicoccus hortensis	82346	3571	Bacteria
UP000319531	Acinetobacter sp.	472	3709	Bacteria
UP000319627	Azomonas agilis	116849	3016	Bacteria
UP000319756	Salicibibacter halophilus	2502791	3357	Bacteria
UP000319804	Microbacterium lacticum	33885	2765	Bacteria
UP000319812	Halomonas halmophila	252	2875	Bacteria
UP000319818	Pseudonocardia cypriaca	882449	7704	Bacteria
UP000319825	Micromonospora olivasterospora	1880	6202	Bacteria
UP000319852	Adhaeretor mobilis	1930276	4864	Bacteria
UP000319980	Luteimonas marina	488485	3401	Bacteria
UP000320011	Amycolatopsis rhizosphaerae	2053003	7256	Bacteria
UP000320235	Microbacterium kyungheense	1263636	3787	Bacteria
UP000320386	Mucisphaera calidilacus	2527982	2855	Bacteria
UP000320547	Altererythrobacter ishigakiensis	476157	2551	Bacteria
UP000320653	Neorhizobium alkalisoli	528178	6627	Bacteria
UP000320776	Sporomusa termitida	2377	4716	Bacteria
UP000320791	Corynebacterium canis	679663	2534	Bacteria
UP000320801	Mycoplasmopsis mucosicanis	458208	686	Bacteria
UP000320888	Streptomyces benahoarensis	2595054	5822	Bacteria
UP000321058	Reyranella soli	1230389	9397	Bacteria
UP000321062	Youhaiella tibetensis	1447062	4245	Bacteria
UP000321085	Microvirga aerophila	670291	7161	Bacteria
UP000321129	Sphingorhabdus soli	2601267	2468	Bacteria
UP000321157	Aneurinibacillus danicus	267746	4349	Bacteria
UP000321168	Luteibaculum oceani	1294296	2382	Bacteria
UP000321172	Novosphingobium ginsenosidimutans	1176536	2985	Bacteria
UP000321181	Cellulomonas aerilata	515326	3577	Bacteria
UP000321196	Microbacterium mitrae	664640	2481	Bacteria
UP000321204	Flavisolibacter ginsenosidimutans	661481	4236	Bacteria
UP000321225	Microbacterium aerolatum	153731	3137	Bacteria
UP000321250	Sphingomonas ginsenosidivorax	862135	3625	Bacteria
UP000321272	Pistricoccus aurantiacus	1883414	3396	Bacteria
UP000321275	Halomonas pacifica	77098	3562	Bacteria
UP000321291	Arachidicoccus ginsenosidivorans	496057	4066	Bacteria
UP000321306	Deinococcus cellulosilyticus (strain DSM 18568 / NBRC 106333 / KACC 11606 / 5516J-15)	1223518	5844	Bacteria
UP000321325	Campylobacter volucris	1031542	1515	Bacteria
UP000321337	Sulfuriferula plumbiphila	171865	3370	Bacteria
UP000321367	Gillisia hiemivivida	291190	3153	Bacteria
UP000321400	Halolactibacillus alkaliphilus	442899	2580	Bacteria
UP000321436	Chitinophaga cymbidii	1096750	5222	Bacteria
UP000321440	Alkalibacillus haloalkaliphilus	94136	2984	Bacteria
UP000321490	Modestobacter roseus	1181884	4272	Bacteria
UP000321491	Cerasibacillus quisquiliarum	227865	2778	Bacteria
UP000321523	Skermanella aerolata	393310	7916	Bacteria
UP000321533	Panacibacter ginsenosidivorans	1813871	4562	Bacteria
UP000321534	Terrabacter aerolatus	422442	4085	Bacteria
UP000321567	Pararhodospirillum oryzae	478448	3199	Bacteria
UP000321577	Brevifollis gellanilyticus	748831	5783	Bacteria
UP000321578	Subsaximicrobium wynnwilliamsii	291179	3955	Bacteria
UP000321580	Phaeodactylibacter luteus	1564516	4366	Bacteria
UP000321612	Prevotella brunnea	2508867	2080	Bacteria
UP000321635	Acetobacter nitrogenifigens DSM 23921 = LMG 23498	1120919	3660	Bacteria
UP000321662	Alkalibacterium kapii	426704	1852	Bacteria
UP000321668	Leuconostoc lactis	1246	1614	Bacteria
UP000321721	Vicingus serpentipes	1926625	2518	Bacteria
UP000321723	Cellulomonas hominis	156981	4041	Bacteria
UP000321746	Acetobacter oeni	304077	3655	Bacteria
UP000321750	Methylobacterium gnaphalii	1010610	4699	Bacteria
UP000321769	Aeromicrobium flavum	416568	3021	Bacteria
UP000321790	Seonamhaeicola algicola	1719036	3062	Bacteria
UP000321798	Cellulomonas soli	931535	3847	Bacteria
UP000321820	Terriglobus albidus	1592106	4970	Bacteria
UP000321832	Piscinibacter aquaticus	392597	2624	Bacteria
UP000321863	Chryseobacterium hagamense	395935	4006	Bacteria
UP000321901	Sporosarcina luteola	582850	3572	Bacteria
UP000321933	Parahaliea aestuarii	1852021	3815	Bacteria
UP000321949	Microbacterium saccharophilum	1213358	2750	Bacteria
UP000322110	Roseomonas oryzae	1608942	4202	Bacteria
UP000322214	Mariniblastus fucicola	980251	5083	Bacteria
UP000322545	Roseovarius litoreus	1155722	3740	Bacteria
UP000322617	Leptotrichia shahii	157691	1968	Bacteria
UP000322699	Rubripirellula obstinata	406547	5669	Bacteria
UP000322981	Thiohalocapsa marina	424902	3686	Bacteria
UP000323136	Tenacibaculum adriaticum	413713	2925	Bacteria
UP000323144	Spiroplasma chinense	216932	1218	Bacteria
UP000323257	Paenibacillus methanolicus	582686	6989	Bacteria
UP000323502	Sphingomonas carotinifaciens	1166323	3738	Bacteria
UP000323671	Oryzomicrobium terrae	1735038	3119	Bacteria
UP000323824	Thiospirochaeta perfilievii	252967	3264	Bacteria
UP000324159	Geothermobacter ehrlichii	213224	2981	Bacteria
UP000324194	Aquicella siphonis	254247	2580	Bacteria
UP000324233	Aquisphaera giovannonii	406548	7743	Bacteria
UP000324376	Aquimarina intermedia	350814	3132	Bacteria
UP000324383	Bacteroides pyogenes	310300	2871	Bacteria
UP000324781	Thermoclostridium caenicola	659425	2603	Bacteria
UP000325032	Bacillus safensis	561879	3746	Bacteria
UP000325134	Ruegeria intermedia	996115	3836	Bacteria
UP000325161	Pigmentiphaga aceris	1940612	5191	Bacteria
UP000325255	Rhodovastum atsumiense	504468	6206	Bacteria
UP000325286	Roseimaritima ulvae	980254	5779	Bacteria
UP000325517	Psychrobacillus glaciei	2283160	3932	Bacteria
UP000325684	Microvirga brassicacearum	2580413	4754	Bacteria
UP000325797	Hypericibacter adhaerens	2602016	5227	Bacteria
UP000325827	Microbacterium rhizomatis	1631477	3790	Bacteria
UP000325849	Streptomyces adustus	1609272	8617	Bacteria
UP000326336	Bifidobacterium jacchi	2490545	1942	Bacteria
UP000326509	Patiriisocius marinus	1397112	3169	Bacteria
UP000326671	Niallia endozanthoxylica	2036016	5193	Bacteria
UP000326702	Luteimicrobium xylanilyticum	1133546	3715	Bacteria
UP000326837	Lacipirellula parvula	2650471	6194	Bacteria
UP000326912	Dictyobacter vulcani	2607529	6350	Bacteria
UP000367200	Klebsiella quasipneumoniae subsp. similipneumoniae	1463164	5434	Bacteria
UP000376575	Microcystis aeruginosa NIES-4325	2569534	3608	Bacteria
UP000381693	Methylacidimicrobium cyclopophantes	1041766	2067	Bacteria
UP000388235	Litorivicinus lipolyticus	418701	2331	Bacteria
UP000389128	Zoogloea oleivorans	1552750	4972	Bacteria
UP000400924	Streptomyces spongiae	565072	9455	Bacteria
UP000401081	Kluyvera cryocrescens (Kluyvera citrophila)	580	7537	Bacteria
UP000403266	Microvirga tunisiensis	2108360	7944	Bacteria
UP000410984	Methylobacterium symbioticum	2584084	5664	Bacteria
UP000414233	Pandoraea terrae	1537710	5574	Bacteria
UP000419017	Oceanivirga miroungae	1130046	1193	Bacteria
UP000422569	Methylocystis parvus	134	4128	Bacteria
UP000422989	Microbacterium oryzae	743009	2715	Bacteria
UP000427769	Desulfosarcina widdelii	947919	6679	Bacteria
UP000427906	Desulfosarcina alkanivorans	571177	6430	Bacteria
UP000429229	Alteriqipengyuania halimionae	1926630	2656	Bacteria
UP000429644	Georgenia ruanii	348442	3553	Bacteria
UP000430120	Ideonella dechloratans	36863	4151	Bacteria
UP000430146	Mycolicibacterium vanbaalenii (Mycobacterium vanbaalenii)	110539	6378	Bacteria
UP000430345	Clostridium tarantellae	39493	3225	Bacteria
UP000430670	Heliobacterium mobile (Heliobacillus mobilis)	28064	3745	Bacteria
UP000431269	Terricaulis silvestris	2686094	3942	Bacteria
UP000431744	Pseudoclavibacter endophyticus	1778590	2822	Bacteria
UP000431922	Allopontixanthobacter sediminis	1689985	2947	Bacteria
UP000432089	Aureimonas leprariae	2615207	4508	Bacteria
UP000433104	Parapontixanthobacter aurantiacus	1463599	2696	Bacteria
UP000433493	Gulosibacter chungangensis	979746	2817	Bacteria
UP000433652	Croceibacterium salegens	1737568	3438	Bacteria
UP000434850	Mucilaginibacter aquatilis	1517760	3655	Bacteria
UP000435138	Endobacterium cereale	2663029	5705	Bacteria
UP000435187	Gracilibacillus thailandensis	563735	4071	Bacteria
UP000435243	Alteraurantiacibacter aestuarii	650004	2085	Bacteria
UP000435357	Salibacter halophilus	1803916	2675	Bacteria
UP000435877	Zhongshania aliphaticivorans	1470434	3584	Bacteria
UP000436483	Microvirga makkahensis	1128670	5070	Bacteria
UP000437709	Georgenia subflava	1622177	3778	Bacteria
UP000438476	Altericroceibacterium endophyticum	1808508	3079	Bacteria
UP000438699	Pseudodesulfovibrio senegalensis	1721087	3062	Bacteria
UP000439522	Tsuneonella aeria	1837929	2648	Bacteria
UP000439780	Qipengyuania algicida	1836209	2995	Bacteria
UP000439994	Psychrosphaera haliotis	555083	2692	Bacteria
UP000441717	Desulfofundulus thermobenzoicus	29376	3512	Bacteria
UP000441772	Bifidobacterium leontopitheci	2650774	2129	Bacteria
UP000442533	Paracoccus limosus	913252	3686	Bacteria
UP000445582	Qipengyuania oceanensis	1463597	2753	Bacteria
UP000447719	Virgibacillus dakarensis	1917889	4360	Bacteria
UP000448867	Metabacillus lacus	1983721	3894	Bacteria
UP000450917	Paenibacillus validus	44253	5074	Bacteria
UP000460157	Nesterenkonia alkaliphila	1463631	2999	Bacteria
UP000460290	Pontixanthobacter aestiaquae	1509367	2670	Bacteria
UP000460412	Sporofaciens musculi	2681861	5229	Bacteria
UP000460561	Altericroceibacterium indicum	374177	2761	Bacteria
UP000462066	Pseudoxanthomonas broegbernensis	83619	2994	Bacteria
UP000463857	Epidermidibacterium keratini	1891644	3736	Bacteria
UP000464178	Gemmata massiliana	1210884	8529	Bacteria
UP000464262	Vibrio astriarenae	1481923	4172	Bacteria
UP000464378	Tuwongella immobilis	692036	5223	Bacteria
UP000464507	Marisediminicola antarctica	674079	2977	Bacteria
UP000464657	Kordia antarctica	1218801	4666	Bacteria
UP000466396	Mycobacterium lacus	169765	4729	Bacteria
UP000466517	Mycolicibacterium madagascariense	212765	5669	Bacteria
UP000466931	Mycolicibacterium confluentis	28047	5535	Bacteria
UP000466966	Alteraurantiacibacter buctensis	1503981	3592	Bacteria
UP000467006	Mycolicibacterium duvalii	39688	5442	Bacteria
UP000467236	Mycobacterium shinjukuense	398694	4099	Bacteria
UP000467240	Pseudoclavibacter chungangensis	587635	3320	Bacteria
UP000467305	Tenacibaculum aiptasiae	426481	3570	Bacteria
UP000467428	Mycolicibacterium arabiense	1286181	6165	Bacteria
