Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	Strain	Genus
Ignavibacterium album	591197	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Aquatic	Hot spring									30	55	45					https://pubmed.ncbi.nlm.nih.gov/19671715/			Ignavibacterium
Methanobacterium ivanovii	2163	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Industrial	Oil field 	Autotroph	methanogenesis	"Hydrogen and carbon dioxide can serve as a substrate for growth and meth ane pro duction. Neither growth nor methane production is detectable within two weeks when
formate, methanol, 2-propanol, methylamine, glucose and acetate was used as substrate. Acetate, however, is readily assimilated for cell carbon synthesis while growing on
H2C02, Ammonia and glutamine can be used as nitrogen source while sulfide, elemental sulfur, cysteine and methionine can serve as sulfur source . Sulfate, thiosulfate, sulfite or dithionite does not serve as sulfur source."		Anaerobe	6,5	8,2	7,2	15	55	45					https://www.sciencedirect.com/science/article/abs/pii/S0723202087800590			Methanobacterium
Methanocella arvoryzae	1175445	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Terrestrial	Rice field soil	Hydrogenotroph	methanogenesis 	The isolate utilized H(2)/CO(2) and formate for growth and methane production.	Na+	Anaerobe	6	7,8	7	37	55	45	101		0,02	alkali	https://pubmed.ncbi.nlm.nih.gov/20097796/		MRE50(T)	Methanocella
Methanococcus aeolicus	419665	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Aquatic 	Deep-sea sediments	Autotroph	methanogenesis 	autotrophically by reduction of CO2 to CH4, with H2 (or formate) as electron donor. Acetate, methanol, methylamines, ethanol, 1-propanol and 2-propanol are not catabolized	Na+	Anaerobe	5,5	7,5	7	20	55	45	101		0,0305		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/56/7/1525.pdf?expires=1603470292&id=id&accname=guest&checksum=244A7EF9549C5A6C242BB772B2C3E050		Nankai-3	Methanococcus
Methanoculleus submarinus	204050	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Aquatic	Marine trough	Lithotroph	methanogenesis 	 grew with hydrogen or formate as a catabolic substrate. Cells required acetate as a carbon source. Yeast extract and peptones were not required but increased the growth rate. 	Na+	Anaerobe	5	8,7	6,75	10	55	45	200		0,015		https://aem.asm.org/content/69/6/3311			Methanoculleus
Methanosarcina flavescens sp	1715806	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Bioreactor	Biogas reactor 	Autotroph,Organotroph	methanogenesis 	grew autotrophically on H2 plus CO2, and additionally cells could utilize acetate, methanol, moni-, di- and trimethylamine as carbon and energy sources; however, growth or methanogenesis on formate was not observed. Yeast extract and vitamins stimulated growth but were not mandatory. 	Na+	Anaerobe	5	8,5	7	20	55	45	50		0,0004		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/66/3/1533_ijsem000894.pdf?expires=1612897626&id=id&accname=guest&checksum=71EF3FA4877C840F91C324142F377471		E03.2	Methanosarcina
Natrarchaeobius halalkaliphilus	1679091	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake 									25	55	45					https://pubmed.ncbi.nlm.nih.gov/30638904/			Natrarchaeobius
Natrialba chahannaoensis	68911	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Soda lake									20	55	45					https://pubmed.ncbi.nlm.nih.gov/11594597/			Natrialba
Crenobacter luteus	1452487	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquatic	Hot spring									10	55	45					https://pubmed.ncbi.nlm.nih.gov/25332210/			Crenobacter
Nocardiopsis yanglingensis	672459	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Terrestrial	Compost heap (mushrooms)									25	55	45					https://pubmed.ncbi.nlm.nih.gov/21671196/			Nocardiopsis
Tepidibacter formicigenes	227138	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Aquatic	Hydrothermal vent									35	55	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02836-0			Tepidibacter
Curvularia protuberata	671094	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Terrestrial	Plant material	Saprotroph	symbiotic,aerobic respiration			Aerobe					55	45				 It forms a mutualistic relationship with Dichanthelium lanuginosum (panic grass) and Curvularia thermal tolerance virus that allows the grass to grow in soils that are far warmer than it normally tolerates	https://www.jstor.org/stable/3757020?origin=crossref	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5411153/		Curvularia
Prauserella oleivorans	1478153	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Terrestrial	Oil-contaminated site									25	55	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002124			Prauserella
Actinomadura amylolytica	1411117	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Terrestrial	Heated soil									25	55	45					https://pubmed.ncbi.nlm.nih.gov/25944084/			Actinomadura
Actinomadura cellulosilytica	1411118	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Terrestrial	Heated soil									25	55	45					https://pubmed.ncbi.nlm.nih.gov/25944084/			Actinomadura
Actinomadura keratinilytica	547461	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Animal	Manure									30	55	45					https://pubmed.ncbi.nlm.nih.gov/19329615/			Actinomadura
Coralloluteibacterium thermophilus	2707049	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquatic	Oil well									15	55	45					https://pubmed.ncbi.nlm.nih.gov/30238241/			Coralloluteibacterium
Rehaibacterium terrae	1341696	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Terrestrial	Heated soil									30	55	45					https://pubmed.ncbi.nlm.nih.gov/23771618/			Rehaibacterium
Vulcaniibacterium tengchongense	1273429	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Terrestrial	Heated soil									25	55	45					https://pubmed.ncbi.nlm.nih.gov/23864384/			Vulcaniibacterium
Tepidicella xavieri	360241	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquatic	Hot spring									25	55	45					https://pubmed.ncbi.nlm.nih.gov/16585714/			Tepidicella
Tepidimonas alkaliphilus	2588942	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquatic	Hot spring									37	55	45					https://pubmed.ncbi.nlm.nih.gov/29255999/			Tepidimonas
Halarsenatibacter silvermanii	321763	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Aquatic	Salt lake									28	55	44					https://journals.asm.org/doi/10.1128/AEM.02614-08			Halarsenatibacter
Haloferax larsenii	302484	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic 	Solar saltern	Chemoorganotroph	thiosulfate-reduction,nitrate-reduction	The following substrates are utilized for growth: glucose, glycerol, mannose, starch, maltose, sucrose, glutamate, alanine, ornithine, fumarate, malate, pyruvate, succinate and lactate. Arabinose, lactose, mannitol, rhamnose, sorbitol, galactose, ribose, xylose, arginine, lysine, aspartate, glycine, acetate, propionate and citrate are not utilized for growth. Acid is produced from glycerol and maltose and, to a lesser extent, on glucose, fructose and sucrose.		Anaerobe	6	8,5	6,75	25	55	43,5			0,164		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.64573-0#tab2			Haloferax
Annwoodia aquaesulis	47959	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Aquatic	Aquifer									30	55	43					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001927			Annwoodia
Alicyclobacillus fastidiosus	392011	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Industrial	Apple juice	Heterotroph	polysaccharide metabolism,aerobic respiration	Oxidase-negative. Catalase-positive. nitrate-reduction, Voges–Proskauer test and indole production are negative. Gelatin is hydrolyzed, but aesculin, arbutin, phenylalanine, starch and tyrosine are not. Acid is produced from d-arabinose, l-arabinose, ribose, d-xylose, methyl β-xyloside, d-galactose, d-glucose, d-fructose, d-mannose, rhamnose, inositol, mannitol, melibiose, trehalose, d-raffinose, d-lyxose, d-tagatose, d-fucose and l-fucose. 		Aerobe	2	5,5	4,25	20	55	42,5	101		0,01		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.64692-0#tab2			Alicyclobacillus
Lutaonella thermophila	488549	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquatic	Hot spring									25	55	42,5					https://pubmed.ncbi.nlm.nih.gov/19605713/			Lutaonella
Halarchaeum solikamskense	1073081	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Floatation enrichment					Aerobe				25	55	42,5					https://pubmed.ncbi.nlm.nih.gov/23234075/			Halarchaeum
Brevibacillus fulvus	1125967	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Terrestrial	Compost heap									20	55	42,5					https://pubmed.ncbi.nlm.nih.gov/24105946/			Brevibacillus
Brevibacillus levickii	278990	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Terrestrial	Heated soil									15	55	42,5					https://pubmed.ncbi.nlm.nih.gov/15879231/			Brevibacillus
Paludifilum halophilum	1642702	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Aquatic	Solar saltern									30	55	42,5					https://pubmed.ncbi.nlm.nih.gov/27671055/			Paludifilum
Rasamsonia emersonii	68825	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Terrestrial	Compost heap		aerobic respiration			Aerobe					55	42,5				also known as Talaromyces emersonii	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/			Rasamsonia
Remersonia thermophila	72144	Eukaryota	Ascomycota	Sordariomycetes 	Sordariales		Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					55	42,5				also known as Stilbella thermophila	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/			Remersonia
Geosporobacter subterraneus	390806	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Aquatic	Aquifer									30	55	42					https://pubmed.ncbi.nlm.nih.gov/17684251/			Geosporobacter
Halomicrobium zhouii	767519	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Solar saltern									20	55	42					https://pubmed.ncbi.nlm.nih.gov/21764983/			Halomicrobium
Haloterrigena salifodinae	2675099	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Terrestrial	Salt mine	Chemoorganotroph	aerobic respiration	 Does not reduce nitrate to nitrite, and no gas is produced. The following substrates are utilized as sole carbon and energy sources: D-glucose, Dmannose, D-galactose, sucrose, lactose, starch, glycerol, acetate, pyruvate, lactate, succinate, L-malate, fumarate, citrate, L-aspartate, L-glutamate, L-lysine and L-ornithine. Acid production is negative for D-glucose, D-mannose, sucrose, lactose and glycerol as sole carbon and energy source. No growth is observed in D-fructose, L-sorbose, D-ribose, D-xylose, maltose, mannitol, sorbitol, glycine, L-alanine and L-arginine.		Aerobe	6	9,5	7,75	20	55	42			0,225		https://pubmed.ncbi.nlm.nih.gov/31006074/			Haloterrigena
Halorubrum arcis	368454	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Salt lake									25	55	42					https://pubmed.ncbi.nlm.nih.gov/17473261/			Halorubrum
Tibeticola sediminis	1917811	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquatic	Hot spring									30	55	41					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001777			Tibeticola
Altererythrobacter lauratis	2054627	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aquatic	Hot spring									10	55	41					https://pubmed.ncbi.nlm.nih.gov/28470566/			Altererythrobacter
Altererythrobacter palmitatis	2054628	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aquatic	Hot spring									10	55	41					https://pubmed.ncbi.nlm.nih.gov/28470566/			Altererythrobacter
Muricauda lutaonensis	516051	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquatic	Hot spring									25	55	41					https://pubmed.ncbi.nlm.nih.gov/19625419/			Muricauda
Halogeometricum rufum	553469	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Aquatic	Solar saltern									25	55	41					https://pubmed.ncbi.nlm.nih.gov/20023063/			Halogeometricum
Halorubrum aethiopicum	1758255	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt sample									30	55	41					https://pubmed.ncbi.nlm.nih.gov/29227219/			Halorubrum
Isosphaera pallida	128	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Aquatic	Hot spring									34	55	41					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3072084/			Isosphaera
Aneurinibacillus terranovensis	278991	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Terrestrial	Heated soil									20	55	41					https://pubmed.ncbi.nlm.nih.gov/15879231/			Aneurinibacillus
Gemmobacter intermedius	1553448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Animal	Choana swab of white stork									15	55	41					https://pubmed.ncbi.nlm.nih.gov/25479954/			Gemmobacter
Jhaorihella thermophila	488547	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquatic	Hot spring									25	55	41					https://pubmed.ncbi.nlm.nih.gov/20656808/			Jhaorihella
Ruegeria intermedia	996115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquatic	Hot spring									15	55	41					https://pubmed.ncbi.nlm.nih.gov/23243093/			Ruegeria
Thermoascus aegyptiacus	1394850	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	 Thermoascaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					55	40	101			Also known as  Coonemeria aegyptiaca	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/			Thermoascus
Nautilia profundicola	643692029	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Aquatic	Hydrothermal vent	Chemolithoautotroph 	sulfur-reduction	growth occurs with molecular hydrogen or formate as the electron donor and elemental sulfur as the electron acceptor, producing hydrogen sulfide. Fumarate and pyruvate are not used as electron donors. Oxygen, thiosulfate, sulfate, fumarate, arsenate and nitrate are not used as electron acceptors. Ammonium, nitrate, peptone and yeast extract are used as sources of nitrogen. Urea is not used as a nitrogen source. Heterotrophic and mixotrophic growth occurs with formate as a source of carbon. Acetate, fumarate, lactate, pyruvate and succinate are not utilized as sole sources of carbon.		Anaerobe	6	9	7	30	55	40			0,035		 https://pubmed.ncbi.nlm.nih.gov/18599701/		Am-H	Nautilia
Oscillatoria terebriformis	159849	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Aquatic	Hot spring	Photoautotroph	photosynthesis							37	54	49					onlinelibrary.wiley.com/doi/abs/10.1111/j.1529-8817.1968.tb04687.x			Oscillatoria
Streptoalloteichus hindustanus	2017	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Terrestrial	Soil sediment									20	54	45				 	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-37-3-211	https://www.microbiologyresearch.org/content/journal/micro/10.1099/00221287-130-2-357		Streptoalloteichus
Gracilibacter thermotolerans	342666	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Aquatic	Wetland system									25	54	44,5					https://pubmed.ncbi.nlm.nih.gov/16957104/			Gracilibacter
Natronolimnobius innermongolicus	253107	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Soda lake									19	54	43					https://pubmed.ncbi.nlm.nih.gov/15841343/			Natronolimnobius
Haloarcula quadrata	182779	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Salt pool	Chemoorganotroph	aerobic respiration	Growth occurs on glucose, sucrose and maltose as single carbon and energy sources. Growth stimulation further observed by galactose, mannitol, sorbitol, glycerol, succinate and pyruvate. Acid is produced in the presence of glucose, galactose, sucrose, xylose or ribose. Grows anaerobically in the presence of nitrate with formation of nitrite and gas. No anaerobic growth in the presence of arginine. Starch hydrolysed. No hydrolysis of gelatin, casein, Tween 20 or Tween 80. Indole is not produced. Oxidase- and catalase-positive.		Facultative Anaerobe				30	53	53					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-49-3-1149			Haloarcula
Alicyclobacillus cycloheptanicus	1457	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Industrial 	Fruit processing 	Heterotroph	polysaccharide metabolism,aerobic respiration	Acid is formed from the following carbon sources in an API CH50 test system: D-arabinose, ribose, D-xylose, galactose, glucose, fructose, mannose, sorbose, rhamnose, dulcitol, inositol, mannitol, sorbitol, amygdalin, D-lyxose, L-fucose, D-arabitol, and 5 keto-gluconate. Esculin is hydrolyzed. 		Aerobe	3	5,5	4	40	53	48	101		<5%		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/42/2/ijs-42-2-263.pdf?expires=1622840554&id=id&accname=guest&checksum=64C7CC3A7D46CF24C3DA154BC5BB7670			Alicyclobacillus
Flexistipes sinusarabici	2505679008	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Aquatic	Deep sea	Heterotroph	proteinaceous metabolism	Heterotrophic growth on yeast extract, meat extract, peptone, and tryptone. Weak growth on acetate and casamino acids.		Anaerobe	6	8	7	30	53	47,5	101		0,03		https://link.springer.com/article/10.1007/BF00423320		MAS10, DSM 4947	Flexistipes
Silanimonas lenta	265429	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquatic	Hot spring									25	53	47					https://pubmed.ncbi.nlm.nih.gov/15653905/			Silanimonas
Crassicarpon hotsonii	455373	Eukaryota	Ascomycota	Sordariomycetes 	Sordariales	 Chaetomiaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					53	45	101			also known as Myriococcum thermophilum 	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/		Crassicarpon
Natrarchaeobius chitinivorans	1679083	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									20	53	43					https://pubmed.ncbi.nlm.nih.gov/30638904/			Natrarchaeobius
Natronobiforma cellulositropha	1679076	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									18	53	43					https://pubmed.ncbi.nlm.nih.gov/29752017/			Natronobiforma
Natrinema versiforme	88724	Archaea	Euryarchaeota	Halobacteria	 Natrialbales	Natrialbaceae			Chemoorganotroph	sulfur-reduction,nitrate-reduction	Anaerobic growth in the presence of nitrate. Carbon sources: Casamino acids and several sugars, such as fructose, glucose, glycerol (with strong acid formation), galactose, maltose, mannose, d-ribose, sucrose and d-xylose, but not lactose. Reduces nitrate and forms gas. Forms sulfide from sulfur or thiosulfate. Forms indole. Does not hydrolyze gelatin or casein.		Facultative Anaerobe	6	8	6,75	20	53	41,5			0,23		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-50-3-1297			Natrinema
Deinococcus murrayi	68910	Bacteria	Deinococcus-Thermus	Deinococci	 Deinococcales	Deinococcaceae	Aquatic	Hot spring	Chemoorganotroph	polysaccharide metabolism,aerobic respiration	Oxidase and catalase positive. Nitrate is not reduced to nitrite. a-Galactosidase and P-galactosidase positive. Strain RSPS-7a is a-galactosidase negative, and strains RSG-1.2 and RSPS-7a are P-galactosidase negative. Casein, gelatin, hide powder azure, hippurate, and starch are degraded. Strains ALT-lbT and RSPS-7a utilize D-trehalose, maltose, D-fructose, D-glucose, D-mannose, sucrose, glycerol, L-arginine, L-asparagine, L-glutamate, L-glutamine, L-proline, L-serine, and pyruvate. Strain RSG-1.2 does not utilize two of these compounds, D-mannose and L-glutamine. None of the strains utilizes D-raffinose, D-cellobiose, D-melibiose, lactose, D-galactose, L-rhamnose, D-xylose, L-arabinose, D-mannitol, D-sorbitol, myo-inositol, ribitol, citrate, malate, and succinate.		Aerobe	5,1	10,4	8	30	52,5	47			<1%		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-47-4-939			Deinococcus
Hydrotalea sandarakina	1004304	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Aquatic	Hot spring									25	52,5	45					https://pubmed.ncbi.nlm.nih.gov/21890728/			Hydrotalea
Natrinema salaciae	1186196	Archaea	Euryarchaeota	Halobacteria	 Natrialbales	Natrialbaceae	Aquatic	Salt lake	Chemoorganotroph	nitrate-reduction	Yeast extract is required for growth. Growth is very poor under anaerobic conditions in the presence of nitrate, but no growth occurs with DMSO, l-arginine, Na2S2O3 and Na2SO4. Nitrate is reduced to nitrite. Acetate, pyruvate, succinate, fumarate, glutamate, l-alanine, l-asparagine, l-lysine, proline, l-glutamine, l-arginine, l-serine, lleucine, l-isoleucine, l-ornithine and threonine are assimilated. Acid is produced from glycerol, d-ribose, d-xylose, l-xylose, d-glucose, d-fructose, d-mannose, l-sorbose, methyl-˛d glucopyranoside, arbutin, esculin ferric citrate, salicin, d-cellobiose, d-maltose, starch, glycogen, gentiobiose, d-turanose, d-lyxose, d-tagatose, potassium 2-ketogluconate and potassium 5-ketogluconate using the API 50 CH.		Facultative Anaerobe	6,5	9	7,5	30	52,5	45			0,175		https://pubmed.ncbi.nlm.nih.gov/22817877/			Natrinema
Desulfurella amilsii	1562698	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Aquatic	River sediment									20	52	50					https://pubmed.ncbi.nlm.nih.gov/26704766/			Desulfurella
Mizugakiibacter sediminis	1475481	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aquatic	Lake									20	52	49					https://pubmed.ncbi.nlm.nih.gov/25212223/			Mizugakiibacter
Chlorobium tepidum	637000073	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Aquatic	Hot spring	Photoautotroph,Photoheterotroph	photosynthesis,sulfur-reduction	Obligately phototrophic and anaerobic; sulfide required for growth under all conditions. Electron donors for photoautotrophic growth include sulfide and thiosulfate. Sulfide alone supports only very poor growth, thiosulfate is required to obtain high cell yields. Acetate and pyruvate photoassimilated. Sugars and other organic or fatty acids (including propionate) not utilized. Ammonia, glutamine, and N2 serve as nitrogen sources		Anaerobe	5,8	7,3	6,9	32	52	47,5	101		0		https://link.springer.com/article/10.1007/BF00290978			Chlorobium
Acidithiobacillus caldus	650716003	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Industrial 	Coal Spoil	Chemolithotroph,Mixotroph	sulfur-oxidation,aerobic respiration	Capable of chemolithoautotrophic growth with thiosulfate, tetrathionate, sulfide, sulfur and molecular hydrogen. Can grow mixotrophically with tetrathionate and glucose or yeast extract. Growth does not occur with ferrous iron or sulfidic ores, with or without an organic amendment		Aerobe	1	3,5	2,25	32	52	45				formerly Thiobacillus caldus	https://www.microbiologyresearch.org/docserver/fulltext/micro/140/12/mic-140-12-3451.pdf?expires=1623640707&id=id&accname=guest&checksum=7A67C2B1E84B5BB7D972CAADE7C821A0			Acidithiobacillus
Thermithiobacillus tepidarius	929	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Thermithiobacillaceae	Aquatic	Hot spring									20	52	44				Formerly known as Thiobacillus tepidarius	https://link.springer.com/article/10.1007/BF00454959			Thermithiobacillus
Thielavia terrestris	2587410	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	 Chaetomiaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					52	42,5					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261388/			Thielavia
Methylobacillus flagellatus	405	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Wastewater	Sewer system									10	52	42					https://journals.asm.org/doi/full/10.1128/JB.00045-07			Methylobacillus
Haloarcula amylolytica	396317	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Salt lake	Chemoorganotroph	nitrate-reduction	Catalase- and oxidase-positive. Anaerobic growth occurs in the presence of nitrate with formation of nitrite and gas. No anaerobic growth in the presence of arginine or DMSO. H2S is produced from Na2S2O3. Indole formation is positive. Tweens 20, 40, 60, 80 and starch are hydrolysed. Casein is not hydrolysed. Gelatin is liquefied. Glucose, sucrose, galactose, sorbitol, mannose, mannitol and maltose are utilized and acids are produced. No growth is observed on fructose, sorbose, xylose, lactose or d-ribose.		Aerobe	6,5	9	7,25	20	52	41	101		0,18		https://pubmed.ncbi.nlm.nih.gov/17220450/			Haloarcula
Halorubrum aidingense	368623	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Salt lake									25	52	41					https://pubmed.ncbi.nlm.nih.gov/16825640/			Halorubrum
Thiofaba tepidiphila	444162	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Aquatic	Hot spring									20	51	45					https://pubmed.ncbi.nlm.nih.gov/18676474/			Thiofaba
Desulfotomaculum alcoholivorax	265477	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Industrial	Acidic water treatment									33	51	45					https://pubmed.ncbi.nlm.nih.gov/18398178/			Desulfotomaculum
Haloferax prahovense	381852	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic 	Salt lake	Chemoorganotroph	aerobic respiration	"The following substrates
are used as carbon sources: glucose, arabinose, galactose,
fructose, rhamnose, raffinose, D-xylose, maltose, sucrose,
starch, lactose, glycerol, acetate, propionate, pyruvate,
L-lactate, succinate, L-malate, fumarate, citrate, L-alanine,
L-ornithine. Acid is produced from fructose and lactose.
The following substrates are not used as carbon sources:
mannose, D-ribose, mannitol, sorbitol, glycine, L-arginine,
L-aspartate, L-glutamate and L-lysine"		Aerobe	6	8,5	7,25	23	51	43	101		0,2		https://pubmed.ncbi.nlm.nih.gov/17267985/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6985049/		Haloferax
Haloferax chudinovii	1109010	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Industrial	Salt mine									23	51	42,5					https://pubmed.ncbi.nlm.nih.gov/23525908/			Haloferax
