Name	Strain	Temp	Source_ID
Dolichospermum spiroides	TAC 504	20 C	NIES-1905
Dolichospermum akankoense	TAC 571	20 C	NIES-1906
Dolichospermum akankoense	TAC 572	20 (20) C	NIES-1907
Dolichospermum circinale	TAC 552	20 C	NIES-1908
Dolichospermum circinale	TAC 553	20 C	NIES-1909
Dolichospermum crassum	TAC 562	20 C	NIES-1910
Dolichospermum crassum	TAC 563	20 C	NIES-1911
Dolichospermum crassum	TAC 567	20 C	NIES-1912
Dolichospermum crassum	TAC 573	20 C	NIES-1913
Dolichospermum crassum	TAC 574	20 C	NIES-1914
Dolichospermum crassum	TAC 575	20 C	NIES-1915
Dolichospermum crassum	TAC 576	20 C	NIES-1916
Dolichospermum crassum	TAC 577	20 C	NIES-1917
Dolichospermum crassum	TAC 587	20 C	NIES-1918
Dolichospermum crassum	TAC 588	20 C	NIES-1919
Dolichospermum lemmermannii	TAC 583	20 C	NIES-1920
Dolichospermum lemmermannii	TAC 584	20 C	NIES-1921
Dolichospermum minisporum	TAC 554	20 C	NIES-1922
Dolichospermum minisporum	TAC 555	20 C	NIES-1923
Dolichospermum minisporum	TAC 556	20 C	NIES-1924
Dolichospermum sp.	TAC 534	20 C	NIES-1925
Dolichospermum sp.	TAC 535	20 C	NIES-1926
Dolichospermum sp.	TAC 536	20 C	NIES-1927
Dolichospermum sp.	TAC 537	20 C	NIES-1928
Dolichospermum circinale	TAC 585	20 C	NIES-1929
Dolichospermum circinale	TAC 586	20 C	NIES-1930
Sphaerospermopsis oumiana	TAC 568	20 C	NIES-1931
Sphaerospermopsis oumiana	TAC 569	20 C	NIES-1932
Sphaerospermopsis oumiana	TAC 570	20 C	NIES-1933
Dolichospermum planctonicum	TAC 561	20 C	NIES-1934
Dolichospermum pseudocompactum	TAC 539	20 C	NIES-1935
Dolichospermum pseudocompactum	TAC 541	20 C	NIES-1936
Dolichospermum pseudocompactum	TAC 589	20 C	NIES-1937
Dolichospermum pseudocompactum	TAC 590	20 C	NIES-1938
Dolichospermum pseudocompactum	TAC 538	20 C	NIES-1939
Dolichospermum pseudocompactum	TAC 540	20 C	NIES-1940
Sphaerospermopsis reniformis	TAC 542	20 C	NIES-1941
Sphaerospermopsis reniformis	TAC 543	20 C	NIES-1942
Sphaerospermopsis reniformis	TAC 544	20 C	NIES-1943
Sphaerospermopsis reniformis	TAC 545	20 C	NIES-1944
Sphaerospermopsis reniformis	TAC 546	20 C	NIES-1945
Sphaerospermopsis reniformis	TAC 547	20 C	NIES-1946
Sphaerospermopsis reniformis	TAC 548	20 C	NIES-1947
Sphaerospermopsis reniformis	TAC 549	20 C	NIES-1948
Sphaerospermopsis reniformis	TAC 550	20 C	NIES-1949
Dolichospermum spiroides	TAC 551	20 C	NIES-1950
Dolichospermum sp.	TAC 559	20 C	NIES-1951
Dolichospermum sp.	TAC 560	20 C	NIES-1952
Dolichospermum sp.	TAC 565	20 C	NIES-1954
Dolichospermum sp.	TAC 566	20 C	NIES-1955
Scytonema javanicum	TAC 582	20 C	NIES-1956
Porphyridium aerugineum	TAC 578	20 C	NIES-1957
Porphyridium aerugineum	TAC 579	20 C	NIES-1958
Porphyridium aerugineum	TAC 580	20 C	NIES-1959
Porphyridium aerugineum	TAC 581	20 C	NIES-1960
Glaucocystis miyajii	TKB-333	20 C	NIES-1961
Mischococcus sp.	TKB-325	20 C	NIES-1963
Giraudyopsis sp.	TKB-334	20 C	NIES-1862
Ochrosphaera neapolitana	TKB-324	20 C	NIES-1964
Pavlova sp.	TKB-326	20 C	NIES-1965
Karlodinium veneficum	TKB-327	20 C	NIES-1966
Prorocentrum mexicanum	TKB-328	20 C	NIES-1967
Norrisiella sphaerica	TKB-329	20 C	NIES-2433
Kipferlia bialata	TKB-336; NY0173	15 C	NIES-1968
Chroodactylon ornatum	M-76	20 C	NIES-1969
Chroodactylon ornatum	M-183	20 C	NIES-1970
Chroodactylon ornatum	M-184	20 C	NIES-1971
Rhodella sp.	M-182	20 C	NIES-1972
Chattonella marina	DEM-124	20 C	NIES-1974
Chattonella marina	DEM-125	20 C	NIES-1975
Chattonella marina	DEM-141	20 C	NIES-1976
Chattonella marina	DEM-3011	20 C	NIES-1977
Chattonella marina	DEM-127	20 C	NIES-1978
Chattonella marina	DEM-101	20 C	NIES-1980
Chattonella marina	DEM-103	20 C	NIES-1981
Chattonella marina	DEM-107	20 C	NIES-1982
Chattonella marina	DEM-109	20 C	NIES-1983
Chattonella marina	DEM-112	20 C	NIES-1984
Heterosigma akashiwo	DEM-51	20 C	NIES-1986
Akashiwo sanguinea	MHW10	20 C	NIES-1987
Alexandrium sp.	MHW6	20 C	NIES-1988
Alexandrium sp.	MHW7	20 C	NIES-1989
Gymnodinium sp.	MHW20	20 C	NIES-2003
Katodinium sp.	MHW17	20 C	NIES-2008
Katodinium sp.	MHW18	20 C	NIES-2009
Prorocentrum dentatum	SY06-6	20 C	NIES-2010
Prorocentrum dentatum	SY06-8	20 C	NIES-2011
Prorocentrum dentatum	SY06-11	20 C	NIES-2014
Scrippsiella sp.	MHW26	20 C	NIES-2016
Scrippsiella sp.	MHW31	20 C	NIES-2020
Scrippsiella sp.	MHW36	20 C	NIES-2022
Nemalionopsis tortuosa	KMN1	20 C	NIES-2023
Nemalionopsis tortuosa	KMN2	20 C	NIES-2024
Nemalionopsis tortuosa	KMN3	20 C	NIES-2025
Nemalionopsis tortuosa	KMN4	20 C	NIES-2026
Nemalionopsis tortuosa	KMN5	20 C	NIES-2027
Nemalionopsis tortuosa	KMN6	20 C	NIES-2028
Nemalionopsis tortuosa	KMN7	20 C	NIES-2029
Nemalionopsis tortuosa	KMN9	20 C	NIES-2031
Thorea gaudichaudii	06nu1	20 C	NIES-2032
Thorea gaudichaudii	06nu2	20 C	NIES-2033
Thorea gaudichaudii	06nu4	20 C	NIES-2035
Thorea gaudichaudii	06nu5	20 C	NIES-2036
Thorea gaudichaudii	06nu6	20 C	NIES-2037
Thorea gaudichaudii	06nu7	20 C	NIES-2038
Thorea gaudichaudii	06nu8	20 C	NIES-2039
Thorea gaudichaudii	06nu9	20 C	NIES-2040
Thorea gaudichaudii	06nu10	20 C	NIES-2041
Thorea gaudichaudii	06nu11	20 C	NIES-2042
Thorea hispida	06sg3	20 C	NIES-2043
Thorea okadae	ym1	20 C	NIES-2045
Thorea okadae	ym2	20 C	NIES-2046
Thorea okadae	ym3	20 C	NIES-2047
Thorea okadae	ym6	20 C	NIES-2048
Thorea okadae	ym8	20 C	NIES-2049
Thorea okadae	ym9	20 C	NIES-2050
Thorea okadae	06k1	20 C	NIES-2051
Thorea okadae	06k3	20 C	NIES-2052
Thorea okadae	06k4	20 C	NIES-2053
Thorea okadae	06k6	20 C	NIES-2054
Thorea okadae	AT1	20 C	NIES-2055
Thorea okadae	AT2	20 C	NIES-2056
Thorea okadae	ATC2-1	20 C	NIES-2057
Thorea okadae	ATC2-2	20 C	NIES-2058
Thorea okadae	AT3	20 C	NIES-2059
Thorea okadae	AT4	20 C	NIES-2060
Thorea okadae	AT5	20 C	NIES-2061
Thorea okadae	06ym1	20 C	NIES-2062
Thorea okadae	06ym2	20 C	NIES-2063
Thorea okadae	06ym3	20 C	NIES-2064
Thorea okadae	06ym4	20 C	NIES-2065
Thorea okadae	06ym5	20 C	NIES-2066
Thorea okadae	06ym6	20 C	NIES-2067
Thorea okadae	06ym7	20 C	NIES-2068
Thorea okadae	06ym8	20 C	NIES-2069
Thorea okadae	06ym9	20 C	NIES-2070
Thorea okadae	06ym10	20 C	NIES-2071
Thorea okadae	06ym11	20 C	NIES-2072
Thorea okadae	06ym12	20 C	NIES-2073
Thorea okadae	06ym13	20 C	NIES-2074
Nemalionopsis tortuosa	030408	15 C	NIES-2075
Nemalionopsis tortuosa	030510	15 C	NIES-2076
Nemalionopsis tortuosa	030512	15 C	NIES-2077
Nemalionopsis tortuosa	030601	15 C	NIES-2078
Nemalionopsis tortuosa	030314	15 C	NIES-2079
Nemalionopsis tortuosa	050612	15 C	NIES-2080
Nemalionopsis tortuosa	060329	15 C	NIES-2082
Chara australis	CH-25	22 C	NIES-2084
Chara australis	CH-25	22 C	NIES-2085
Aurearena cruciata	TKB-337	25 C	NIES-1863
Aurearena cruciata	TKB-338	25 C	NIES-1864
Aurearena cruciata	TKB-339	25 C	NIES-1865
Lepidodinium chlorophorum	MH 210	20 C	NIES-1868
Gungnir neglectum	IkCl-701	20 C	NIES-1869
Haramonas pauciplastida		20 C	NIES-1870
Luteocerasus tetraplastida	TKB-258	20 C	NIES-1871
Prochlorococcus marinus	SS52	20 C	NIES-2086
Prochlorococcus marinus	MED4	20 C	NIES-2087
Microcystis aeruginosa	Is07Yo01	23 C	NIES-2088
Microcystis aeruginosa	Ks07TS11	23 C	NIES-2089
Microcystis aeruginosa	Ks07TS29	23 C	NIES-2090
Microcystis aeruginosa	Ks07TS48	23 C	NIES-2091
Anabaena variabilis		20 C	NIES-2093
Nostoc sp.	Ishikawa 99.J403w.	20 C	NIES-2094
Anabaena variabilis		20 C	NIES-2095
Anacystis marina	SEC 142	20 C	NIES-2096
Calothrix brevissima	D59.W	20 C	NIES-2097
Calothrix sp.	Ishikawa 103X (1) W-N-F	20 C	NIES-2098
Calothrix sp.	Ishikawa 73. O161W	20 C	NIES-2099
Calothrix sp.	Ishikawa 78. F243D	20 C	NIES-2100
Calothrix sp.	HK-06	20 C	NIES-2101
Cylindrospermum muscicola	Ishikawa X2W-N-F	20 C	NIES-2102
Leptolyngbya sp.	HK-03	20 C	NIES-2103
Leptolyngbya sp.	HK-04	20 C	NIES-2104
Nostoc carneum		20 C	NIES-2107
Nostoc punctiforme		20 C	NIES-2108
Nostoc sp.	HK-01	20 C	NIES-2109
Nostoc sp.	YK-01	20 C	NIES-2110
Nostoc sp.	KK-01	20 C	NIES-2111
Nostoc sp.		20 C	NIES-2112
Nostoc sp.	IK-01	20 C	NIES-2113
Nostoc sp.	HK-02	20 C	NIES-2114
Phormidium sp.		20 C	NIES-2115
Oscillatoria neglecta	Murano 400 (PC-G)	20 C	NIES-2116
Leptolyngbya sp.	CU 1407/1	20 C	NIES-2118
Phormidium ambiguum	Murano 394 (W1-27(1))	20 C	NIES-2119
Phormidium sp.		20 C	NIES-2120
Phormidium sp.		20 C	NIES-2121
Leptolyngbya sp.		20 C	NIES-2122
Phormidium angustissimum		20 C	NIES-2123
Unidentified cyanobacterium	Murano 387 (W1-21(2))	20 C	NIES-2124
Phormidium luridum	Murano 397 (W1-32(2))	20 C	NIES-2125
Phormidesmis molle	Murano 386 (W1-21U)	20 C	NIES-2126
Phormidium sp.		20 C	NIES-2128
Leptolyngbya sp.	Allen M931	20 C	NIES-2129
Scytonema sp.	HK-05	20 C	NIES-2130
Stigonema ocellatum	A. Zehnder 232	20 C	NIES-2131
Symploca muscorum		20 C	NIES-2132
Thermosynechococcus elongatus	BP-1	50 C	NIES-2133
Thermosynechococcus vulcanus		50 C	NIES-2134
Leptolyngbya boryana		20 C	NIES-2135
Batrachospermum turfosum		20 C	NIES-2136
Cyanidium caldarium	RK-1	37 C	NIES-2137
Porphyridium purpureum		20 C	NIES-2138
Porphyridium purpureum		20 C	NIES-2139
Porphyridium purpureum		20 C	NIES-2140
Glaucocystis geitleri		20 C	NIES-2141
Ochromonas danica		20 C	NIES-2142
Ochromonas minuta		20 C	NIES-2143
Poterioochromonas malhamensis		20 C	NIES-2144
Nannochloropsis oceanica		20 C	NIES-2145
Nannochloropsis oceanica		20 C	NIES-2146
Vischeria punctata		20 C	NIES-2147
Vischeria stellata		20 C	NIES-2148
Euglena viridis		20 C	NIES-2149
Pseudochlorella pringsheimii		20 C	NIES-2150
Graesiella emersonii		20 C	NIES-2151
Parachlorella kessleri		20 C	NIES-2152
Parachlorella kessleri		20 C	NIES-2153
Parachlorella kessleri		20 C	NIES-2154
Parachlorella kessleri		20 C	NIES-2155
Parachlorella kessleri		20 C	NIES-2156
Parachlorella kessleri		20 C	NIES-2157
Parachlorella kessleri		20 C	NIES-2158
Parachlorella kessleri		20 C	NIES-2159
Parachlorella kessleri		20 C	NIES-2160
Parachlorella kessleri		20 C	NIES-2161
Parachlorella kessleri	Schwarze 125	20 C	NIES-2162
Auxenochlorella protothecoides		20 C	NIES-2163
Auxenochlorella protothecoides		20 C	NIES-2164
Auxenochlorella protothecoides		20 C	NIES-2165
Coccomyxa subellipsoidea	Holm-Hansen M-42-a	20 C	NIES-2166
Didymogenes sphaerica		20 C	NIES-2167
Chlorella sorokiniana	Murano (407)U-145	20 C	NIES-2168
Chlorella sorokiniana		20 C	NIES-2169
Chlorella vulgaris	Tamiya strain	20 C	NIES-2170
Micractinium inermum	Kiyohara U-140	20 C	NIES-2171
Chlorella vulgaris		20 C	NIES-2172
Chlorella sorokiniana		20 C	NIES-2173
Chromochloris zofingiensis		20 C	NIES-2175
Auxenochlorella protothecoides		20 C	NIES-2176
Parachlorella kessleri		20 C	NIES-2177
Parachlorella kessleri		20 C	NIES-2178
Parachlorella kessleri		20 C	NIES-2179
Interfilum paradoxum		20 C	NIES-2180
Myrmecia biatorellae		20 C	NIES-2181
Pseudotrebouxia corticola		20 C	NIES-2183
Stichococcus bacillaris	Holm-Hansen M-13-d	20 C	NIES-2184
Trebouxia erici		20 C	NIES-2185
Trebouxia erici		20 C	NIES-2186
Trebouxia glomerata		20 C	NIES-2187
Trebouxia glomerata		20 C	NIES-2188
Watanabea reniformis	Cambridge Univ. 211-9b	20 C	NIES-2189
Ankistrodesmus angustus		20 C	NIES-2190
Ankistrodesmus angustus		20 C	NIES-2191
Ankistrodesmus angustus	Vischer 9	20 C	NIES-2192
Ankistrodesmus braunii		20 C	NIES-2193
Ankistrodesmus braunii		20 C	NIES-2194
Ankistrodesmus falcatus		20 C	NIES-2195
Ankistrodesmus falcatus		20 C	NIES-2196
Ankistrodesmus nannoselene	Rodhe 1632	20 C	NIES-2197
Asterococcus superbus		20 C	NIES-2198
Botryococcus braunii		20 C	NIES-2199
Bracteacoccus giganteus		20 C	NIES-2200
Chloromonas actinochloris	Deason C-2-14	20 C	NIES-2201
Chlamydomonas applanata	Deason T-1-12	20 C	NIES-2202
Chloromonas sp.	Deason C-1-11	20 C	NIES-2203
Chlamydomonas applanata		20 C	NIES-2204
Chlamydomonas applanata		20 C	NIES-2206
Chlamydomonas asymmetrica		20 C	NIES-2207
Chlamydomonas asymmetrica		20 C	NIES-2208
Lobochlamys culleus	Chlamydomonas culleus	20 C	NIES-2209
Lobochlamys culleus		20 C	NIES-2210
Chlamydomonas sp.		20 C	NIES-2211
Chlamydomonas debaryana		20 C	NIES-2212
Chlamydomonas noctigama		20 C	NIES-2213
Lobochlamys segnis		20 C	NIES-2214
Chloromonas difformis	Ettl 136	20 C	NIES-2215
Chlamydomonas inflexa	R.A.Lewin DD1/72	20 C	NIES-2216
Chlamydomonas mexicana		20 C	NIES-2218
Chlamydomonas moewusii		20 C	NIES-2219
Chlamydomonas moewusii		20 C	NIES-2220
Chlamydomonas moewusii	Tsubo 2475	20 C	NIES-2222
Chlamydomonas moewusii	Tsubo 24 (+)	20 C	NIES-2223
Chloromonas actinochloris	Tsubo T-A	20 C	NIES-2224
Chlamydomonas nasuta		20 (25) C	NIES-2225
Chlamydomonas noctigama	Ettl 108	20 C	NIES-2228
Chlamydomonas noctigama		20 C	NIES-2229
Chlamydomonas orbicularis		20 C	NIES-2230
Chlamydomonas proteus		20 C	NIES-2231
Chlamydomonas pulvinata		20 C	NIES-2233
Chlamydomonas rapa		20 C	NIES-2234
Chlamydomonas reinhardtii	Tsubo R (-)	20 C	NIES-2235
Chlamydomonas reinhardtii	137c mt+	20 C	NIES-2236
Chlamydomonas reinhardtii	cw-15 strain	20 C	NIES-2237
Chlamydomonas reinhardtii	137c mt+	20 C	NIES-2238
Chlamydomonas reinhardtii	Tsubo R (+)	20 C	NIES-2239
Lobochlamys segnis		20 C	NIES-2240
Chlamydomonas moewusii		20 C	NIES-2241
Chlamydomonas sphaeroides		20 C	NIES-2242
Chloromonas typhlos		20 C	NIES-2243
Chlamydomonas typica	Deason T-2-11	20 C	NIES-2246
Chlamydomonas ulvaensis		20 C	NIES-2247
Chlamydomonas zebra	Brannon5	20 C	NIES-2248
Chlorococcum echinozygotum		20 C	NIES-2249
Chlorococcum elkhartiense	Lewin DD1/174	20 C	NIES-2250
Coccomyxa dispar	Ishikawa U-109	20 C	NIES-2252
Dunaliella bioculata		20 C	NIES-2253
Dunaliella parva		20 C	NIES-2254
Dunaliella peircei		20 C	NIES-2255
Dunaliella primolecta		20 C	NIES-2256
Dunaliella salina		20 C	NIES-2257
Dunaliella tertiolecta		20 C	NIES-2258
Eudorina illinoisensis	94-409-E-10	20 C	NIES-2259
Eudorina illinoisensis	94-409-E-11	20 C	NIES-2260
Gonium pectorale	94-409-G-4	20 C	NIES-2261
Gonium pectorale	94-409-G-6	20 C	NIES-2262
Haematococcus lacustris	Nakayama 5032	20 C	NIES-2263
Haematococcus lacustris		20 C	NIES-2264
Haematococcus lacustris	Lewin DD1/73	20 C	NIES-2265
Lobomonas piriformis		20 C	NIES-2266
Monoraphidium sp.	GK 12	20 C	NIES-2267
Planktosphaeria gelatinosa		20 C	NIES-2268
Scenedesmus acutus		20 C	NIES-2269
Scenedesmus acutus		20 C	NIES-2270
Scenedesmus basiliensis		20 C	NIES-2271
Scenedesmus basiliensis		20 C	NIES-2272
Scenedesmus bijuga		20 C	NIES-2273
Scenedesmus chlorelloides		20 C	NIES-2274
Scenedesmus coelastroides		20 C	NIES-2275
Scenedesmus costulatus		20 C	NIES-2276
Desmodesmus sp.		20 C	NIES-2277
Desmodesmus sp.		20 C	NIES-2278
Tetradesmus obliquus	Gaffron D-3	20 C	NIES-2279
Tetradesmus obliquus	Gaffron D-3	20 C	NIES-2280
Monoraphidium minutum		20 C	NIES-2282
Cylindrocystis crassa		20 C	NIES-2283
Cylindrocystis sp.		20 C	NIES-2284
Klebsormidium nitens		20 C	NIES-2285
Klebsormidium nitens		20 C	NIES-2286
Mesotaenium caldariorum		20 C	NIES-2287
Netrium digitus		20 C	NIES-2288
Netrium digitus		20 C	NIES-2289
Raphidonema nivale	Holm-Hansen W-35	20 C	NIES-2290
Roya anglica		20 C	NIES-2291
Calothrix parietina	Safferman M-13-1-1	20 C	NIES-3259
Tolypothrix sp.		20 C	NIES-2571
Cylindrotheca fusiformis		20 C	NIES-2351
Tetraselmis subcordiformis		20 C	NIES-2572
Chloroidium saccharophilum		20 C	NIES-2352
Chlorella vulgaris		20 C	NIES-2573
Bracteacoccus sp.	Holm-Hansen M-37	20 C	NIES-2574
Ixipapillifera deasonii	Deason C-2-4	20 C	NIES-2575
Chlamydomonas moewusii	Tsubo L	20 C	NIES-2576
Chlamydomonas moewusii	Tsubo 2470	20 C	NIES-2577
Chlamydomonas moewusii	Tsubo 24122	20 C	NIES-2578
Chlamydomonas noctigama		20 C	NIES-2579
Chlorococcum hypnosporum		20 C	NIES-2580
Coccomyxa dispar	Holm-Hansen R-1	20 C	NIES-2353
Heterochlamydomonas lobata	Lewin ZZ.1,D/4	20 C	NIES-2581
Microchaete diplosiphon		20 C	NIES-3275
Plectonema boryanum		20 C	NIES-3276
Synechococcus leopoliensis	Tx 20	20 C	NIES-3277
Chlamydomonas reinhardtii	137c mt-	20 C	NIES-3284
Cyclotella meneghiniana	HK	20 C	NIES-2363
Cyclotella meneghiniana	MG	20 C	NIES-2364
Cyclotella meneghiniana	SR-0	20 C	NIES-2365
Corisphaera gracilis	IG-1	20 C	NIES-2369
Emiliania huxleyi	OS-5	20 C	NIES-2370
Emiliania huxleyi	MT0610E	20 C	NIES-2371
Emiliania huxleyi	NG-1	20 C	NIES-2372
Gephyrocapsa oceanica	MM4-6	20 C	NIES-2373
Gephyrocapsa oceanica	MT3-6	20 C	NIES-2374
Gephyrocapsa oceanica	MT0610G	20 C	NIES-2375
Helicosphaera wallichii	NG-2	20 C	NIES-2376
Ovulinata parva	TKB-342	20 C	NIES-2377
Ovaloplaca yabukii	TKB-345	20 C	NIES-2378
Chloromonas miwae	GS1	10 C	NIES-2379
Chloromonas miwae	STR	10 C	NIES-2380
Chlorogonium complexum Nakada	KsCl-4-1	20 C	NIES-2296
Chlorogonium complexum Nakada	ChCl-508	20 C	NIES-2297
Hamakko caudatus	KzCl-4-1	20 C	NIES-2293
Tabris heimii	IwCl-10	20 C	NIES-2294
Tabris heimii	IwCl-12	20 C	NIES-2295
Chattonella marina	DEM-1007	20 C	NIES-2383
Chattonella marina	DEM-2002	20 C	NIES-2384
Chattonella marina	DEM-3001	20 C	NIES-2385
Chattonella marina	DEM-3009	20 C	NIES-2386
Chattonella marina	DEM-4001	20 C	NIES-2387
Chattonella marina	DEM-4009	20 C	NIES-2388
Chattonella marina	DEM-5003	20 C	NIES-2389
Chattonella marina	KGY-M1	20 C	NIES-2390
Chattonella marina	DEM-1001	20 C	NIES-2391
Chattonella marina	DEM-1012	20 C	NIES-2392
Chattonella marina	DEM-2006	20 C	NIES-2393
Chattonella marina	DEM-3015	20 C	NIES-2394
Chattonella marina	DEM-4002	20 C	NIES-2395
Chattonella marina	DEM-4004	20 C	NIES-2396
Chattonella marina	DEM-5008	20 C	NIES-2397
Chattonella marina	DEM-115	20 C	NIES-2398
Chattonella marina	DEM-116	20 C	NIES-2399
Chattonella marina	DEM-119	20 C	NIES-2400
Chattonella marina	DEM-122	20 C	NIES-2401
Chattonella marina	DEM-123	20 C	NIES-2402
Chattonella marina	DEM-126	20 C	NIES-2403
Chattonella marina	DEM-140	20 C	NIES-2404
Chattonella marina	DEM-245	20 C	NIES-2405
Chattonella marina	DEM-4011	20 C	NIES-2406
Chattonella marina	MH 14	20 C	NIES-2407
Klebsormidium flaccidum		20 C	NIES-2408
Karenia mikimotoi		20 C	NIES-2411
Acaryochloris marina	Muroran strain	25 C	NIES-2412
Actinophrys sol	HSA	20 C	NIES-2497
Raphidiophrys contractilis	HSR	20 C	NIES-2498
Chlamydomonas eustigma		20 C	NIES-2499
Chara braunii	CH-66	22 C	NIES-2500
Tetraselmis sp.	TKB-349	20 C	NIES-2432
Pseudendoclonium sp.	TKB-354	20 C	NIES-2501
Unidentified chlorarachniophyte	TKB-352	20 C	NIES-2502
Glossomastix sp.	TKB-256	20 C	NIES-2503
Glossomastix sp.	TKB-257	20 C	NIES-2504
Bumilleriopsis petersiana	TKB-353	20 C	NIES-2505
Chrysochromulina sp.	TKB-348	20 C	NIES-2506
Allapsa ocior	5A moss	20 C	NIES-2414
Allapsa scotia	KV Hf	15 C	NIES-2415
Flectomonas lenta	WA28	15 C	NIES-2507
Neoheteromita hederae	IVY21a	15 C	NIES-2417
Neoheteromita soli	WA4a	20 C	NIES-2418
Sandona aestiva	WA81	15 C	NIES-2419
Sandona dimutans	G11	20 C	NIES-2421
Sandona disimilis	W4	15 C	NIES-2422
Sandona erratica	IVY16	15 C	NIES-2508
Sandona pentamutans	WA60a	15 C	NIES-2423
Sandona similis	WA57	15 C	NIES-2424
Sandona tetramutans	WA46a	15 C	NIES-2425
Sandona tetrasimilis	WA36	15 C	NIES-2426
Sandona ubiquita	W36	15 C	NIES-2427
Sandona ubiquita	W73	15 C	NIES-2428
Sandona ubiquita	W68	15 C	NIES-2429
Sandona ubiquita	B13	15 C	NIES-2430
Prasinoderma coloniale	Biosope_34B2_FL2-5	20 C	NIES-2582
Lotharella reticulosa	PROSOPE_97-1	20 C	NIES-2584
Picophagus flagellatus	OLI11SC2D	20 C	NIES-2586
Microchloropsis gaditana	BL_120-7	20 C	NIES-2587
Nannochloropsis granulata	BL_39	20 C	NIES-2588
Symbiomonas scintillans	OLI120SDA	20 C	NIES-2589
Tisochrysis lutea	Caen	20 C	NIES-2590
Cavernomonas stercoris	Cav-E	20 C	NIES-2434
Cercomonas ambigua	WA82	20 C	NIES-2435
Cercomonas dactyloptera	C-43	20 C	NIES-2436
Cercomonas effusa	Beaver-Creek	20 C	NIES-2437
Cercomonas fastiga	18-3D	20 C	NIES-2438
Cercomonas hederae	IVY20	20 C	NIES-2439
Cercomonas hiberna	W70	20 C	NIES-2440
Cercomonas laeva	C-72	20 C	NIES-2441
Cercomonas lata	C-85	20 C	NIES-2442
Cercomonas magna	IVY8C	20 C	NIES-2443
Cercomonas mutans	W40a	20 C	NIES-2444
Cercomonas parambigua	WA22	20 C	NIES-2445
Eocercomonas echina	IVY19	20 C	NIES-2449
Paracercomonas elongata	IVY11	20 C	NIES-2450
Paracercomonas oxoniensis	WA8	20 C	NIES-2451
Paracercomonas paralaciniaegerens	31-1C	20 C	NIES-2452
Paracercomonas pleomorpha	19-5C	20 C	NIES-2453
Paracercomonas producta	WA42	20 C	NIES-2454
Gonium maiaprilis	Asa041901	20 C	NIES-2455
Gonium maiaprilis	Asa041902	20 C	NIES-2456
Gonium maiaprilis	Asa041903	20 C	NIES-2457
Gonium maiaprilis	AsaF1A1	20 C	NIES-2458
Gonium maiaprilis	AsaF1A2	20 C	NIES-2459
Gonium maiaprilis	AsaF1A3	20 C	NIES-2460
Gonium maiaprilis	AsaF1A4	20 C	NIES-2461
Chattonella marina	DEM-AR5	20 C	NIES-2509
Chattonella marina	DEM-YT1	20 C	NIES-2510
Chattonella marina	DEM-YT90	20 C	NIES-2511
Chattonella marina	KGK-M2	20 C	NIES-2512
Chattonella marina	DEM-KG3	20 C	NIES-2513
Chattonella marina	DEM-TK6	20 C	NIES-2514
Chattonella marina	DEM-TK8	20 C	NIES-2515
Chattonella marina	DEM-TK14	20 C	NIES-2516
Chattonella marina	DEM-TK19	20 C	NIES-2517
Chattonella marina	DEM-TK27	20 C	NIES-2518
Microcystis aeruginosa	KA-3b	20 C	NIES-2465
Microcystis aeruginosa	KA-6	20 C	NIES-2466
Microcystis aeruginosa	SA-2	20 C	NIES-2467
Microcystis aeruginosa	Sw-4	20 C	NIES-2468
Microcystis aeruginosa	Ks05IS02	20 C	NIES-2469
Microcystis aeruginosa	Ks05IS11	20 C	NIES-2470
Microcystis aeruginosa	Ks05IS19	20 C	NIES-2471
Microcystis aeruginosa	Ks05TA51	20 C	NIES-2472
Microcystis aeruginosa	Ki05TA07	20 C	NIES-2473
Microcystis aeruginosa	Ks05TA62	20 C	NIES-2474
Microcystis aeruginosa	Tn05AK02	20 C	NIES-2475
Microcystis aeruginosa	Tn05AK05	20 C	NIES-2476
Microcystis aeruginosa	Ia05Yo03	20 C	NIES-2477
Microcystis aeruginosa	Sn05Mb05	20 C	NIES-2478
Chlamydomonas globosa	TkS0803C2	20 C	NIES-2462
Chlamydomonas reinhardtii	KkS0801B1	20 C	NIES-2463
Chlamydomonas reinhardtii	KkS0801D2	20 C	NIES-2464
Micromonas pusilla	GnwM	20 C	NIES-2527
Micromonas pusilla	IkmM	20 C	NIES-2528
Micromonas pusilla	MtbM	20 C	NIES-2529
Micromonas pusilla	NahM	20 C	NIES-2530
Ostreococcus sp.	Isg1	20 C	NIES-2531
Skeletonema dohrnii	SK-DEM-8	15 C	NIES-2533
Skeletonema dohrnii	SK-DEM-42	15 C	NIES-2534
Skeletonema japonicum	SK-DEM-4	15 C	NIES-2535
Skeletonema japonicum	SK-DEM-5	15 C	NIES-2536
Skeletonema tropicum	SK-DEM-43	20 C	NIES-2537
Nostoc commune	KU002	20 C	NIES-2538
Nostoc verrucosum	KU005	20 C	NIES-2539
Chlorella variabilis	F36-ZK	20 C	NIES-2540
Chlorella variabilis	OK1-ZK	20 C	NIES-2541
Microcystis aeruginosa	KA-4	20 C	NIES-2479
Microcystis aeruginosa	KI-3	20 C	NIES-2542
Microcystis aeruginosa	SHA-4	20 C	NIES-2543
Microcystis aeruginosa	Ks05TA1	20 C	NIES-2480
Microcystis aeruginosa	Ks05TA2	20 C	NIES-2481
